OBJECTNUMMER;Kans_code;Kans;Diepte_code;Diepte;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
37;3;"Zeer kleine kans: 1/3.000 tot 1/30.000 per jaar";2;"0 tot 50 cm";"POLYGON((4.858219 52.362507,4.857384 52.361604,4.855633 52.3589,4.849927 52.358875,4.849905 52.360672,4.849434 52.36067,4.849882 52.362569,4.849883 52.362469,4.854287 52.362489,4.854271 52.363861,4.857203 52.364215,4.857223 52.362503,4.858219 52.362507))";"POLYGON((52.362507 4.858219,52.361604 4.857384,52.3589 4.855633,52.358875 4.849927,52.360672 4.849905,52.36067 4.849434,52.362569 4.849882,52.362469 4.849883,52.362489 4.854287,52.363861 4.854271,52.364215 4.857203,52.362503 4.857223,52.362507 4.858219))";4.8538315;52.361538;
38;2;"Extreem kleine kans: <1/30.000 per jaar";1;"";"POLYGON((4.90966 52.401109,4.909666 52.400473,4.911136 52.400479,4.91113 52.40105,4.914766 52.400901,4.921292 52.39906,4.922332 52.39667,4.921476 52.395257,4.921468 52.396026,4.919999 52.39602,4.920008 52.395122,4.921398 52.395127,4.918129 52.389737,4.914012 52.386778,4.911296 52.385488,4.91129 52.3861,4.909821 52.386094,4.909831 52.385195,4.910687 52.385198,4.901762 52.380958,4.898766 52.382542,4.902103 52.383066,4.906108 52.384835,4.907318 52.386243,4.906004 52.390425,4.908577 52.393278,4.912501 52.391937,4.912694 52.392111,4.912701 52.391498,4.911232 52.391492,4.911242 52.390593,4.915648 52.390611,4.915658 52.389712,4.917127 52.389718,4.917108 52.391515,4.91417 52.391504,4.914151 52.393301,4.912802 52.393296,4.908309 52.401165,4.90966 52.401109),(4.920018 52.394223,4.920027 52.393324,4.918558 52.393318,4.918548 52.394217,4.920018 52.394223),(4.914208 52.387909,4.914218 52.38701,4.912749 52.387004,4.912739 52.387903,4.914208 52.387909),(4.908362 52.385189,4.908372 52.38429,4.906903 52.384284,4.906893 52.385183,4.908362 52.385189))";"POLYGON((52.401109 4.90966,52.400473 4.909666,52.400479 4.911136,52.40105 4.91113,52.400901 4.914766,52.39906 4.921292,52.39667 4.922332,52.395257 4.921476,52.396026 4.921468,52.39602 4.919999,52.395122 4.920008,52.395127 4.921398,52.389737 4.918129,52.386778 4.914012,52.385488 4.911296,52.3861 4.91129,52.386094 4.909821,52.385195 4.909831,52.385198 4.910687,52.380958 4.901762,52.382542 4.898766,52.383066 4.902103,52.384835 4.906108,52.386243 4.907318,52.390425 4.906004,52.393278 4.908577,52.391937 4.912501,52.392111 4.912694,52.391498 4.912701,52.391492 4.911232,52.390593 4.911242,52.390611 4.915648,52.389712 4.915658,52.389718 4.917127,52.391515 4.917108,52.391504 4.91417,52.393301 4.914151,52.393296 4.912802,52.401165 4.908309,52.401109 4.90966),(52.394223 4.920018,52.393324 4.920027,52.393318 4.918558,52.394217 4.918548,52.394223 4.920018),(52.387909 4.914208,52.38701 4.914218,52.387004 4.912749,52.387903 4.912739,52.387909 4.914208),(52.385189 4.908362,52.38429 4.908372,52.384284 4.906903,52.385183 4.906893,52.385189 4.908362))";4.910554;52.3910545;
39;2;"Extreem kleine kans: <1/30.000 per jaar";1;"";"POLYGON((4.923736 52.394238,4.922956 52.394235,4.922965 52.393336,4.921496 52.39333,4.921515 52.391533,4.924453 52.391544,4.92445 52.391835,4.924798 52.390665,4.933242 52.391416,4.939723 52.390581,4.938476 52.386669,4.932917 52.387586,4.929649 52.387392,4.928144 52.38593,4.923916 52.387561,4.918785 52.385545,4.91983 52.38079,4.910978 52.379982,4.90581 52.379866,4.901762 52.380958,4.910687 52.385198,4.911299 52.385201,4.911296 52.385488,4.914012 52.386778,4.918129 52.389737,4.921398 52.395127,4.921477 52.395127,4.921476 52.395257,4.922332 52.39667,4.921292 52.39906,4.922853 52.397209,4.923736 52.394238),(4.920065 52.389729,4.920055 52.390628,4.922993 52.39064,4.923003 52.389741,4.920065 52.389729),(4.923012 52.388842,4.923021 52.387944,4.920084 52.387932,4.920074 52.388831,4.923012 52.388842),(4.925931 52.390651,4.92594 52.389752,4.924472 52.389747,4.924462 52.390645,4.925931 52.390651),(4.911319 52.383403,4.911328 52.382505,4.90986 52.382499,4.90985 52.383397,4.911319 52.383403))";"POLYGON((52.394238 4.923736,52.394235 4.922956,52.393336 4.922965,52.39333 4.921496,52.391533 4.921515,52.391544 4.924453,52.391835 4.92445,52.390665 4.924798,52.391416 4.933242,52.390581 4.939723,52.386669 4.938476,52.387586 4.932917,52.387392 4.929649,52.38593 4.928144,52.387561 4.923916,52.385545 4.918785,52.38079 4.91983,52.379982 4.910978,52.379866 4.90581,52.380958 4.901762,52.385198 4.910687,52.385201 4.911299,52.385488 4.911296,52.386778 4.914012,52.389737 4.918129,52.395127 4.921398,52.395127 4.921477,52.395257 4.921476,52.39667 4.922332,52.39906 4.921292,52.397209 4.922853,52.394238 4.923736),(52.389729 4.920065,52.390628 4.920055,52.39064 4.922993,52.389741 4.923003,52.389729 4.920065),(52.388842 4.923012,52.387944 4.923021,52.387932 4.920084,52.388831 4.920074,52.388842 4.923012),(52.390651 4.925931,52.389752 4.92594,52.389747 4.924472,52.390645 4.924462,52.390651 4.925931),(52.383403 4.911319,52.382505 4.911328,52.382499 4.90986,52.383397 4.90985,52.383403 4.911319))";4.9207475;52.389456;
40;4;"Kleine kans: 1/300 tot 1/3.000 per jaar";3;"50 tot 200 cm";"POLYGON((4.952374 52.386713,4.948078 52.386817,4.941974 52.391,4.935047 52.393011,4.940987 52.394422,4.951721 52.391214,4.952374 52.386713))";"POLYGON((52.386713 4.952374,52.386817 4.948078,52.391 4.941974,52.393011 4.935047,52.394422 4.940987,52.391214 4.951721,52.386713 4.952374))";4.9437155;52.3905605;
41;4;"Kleine kans: 1/300 tot 1/3.000 per jaar";3;"50 tot 200 cm";"POLYGON((4.933558 52.393006,4.932201 52.391809,4.925082 52.391209,4.924506 52.395216,4.933558 52.393006))";"POLYGON((52.393006 4.933558,52.391809 4.932201,52.391209 4.925082,52.395216 4.924506,52.393006 4.933558))";4.929037;52.3932055;
42;4;"Kleine kans: 1/300 tot 1/3.000 per jaar";3;"50 tot 200 cm";"POLYGON((4.922263 52.399346,4.924506 52.395216,4.925082 52.391209,4.932201 52.391809,4.933558 52.393006,4.935047 52.393011,4.941974 52.391,4.948078 52.386817,4.952374 52.386713,4.952379 52.386298,4.944904 52.385617,4.938476 52.386669,4.939723 52.390581,4.933242 52.391416,4.924798 52.390665,4.92445 52.391835,4.924425 52.39424,4.923736 52.394238,4.922853 52.397209,4.921292 52.39906,4.914766 52.400901,4.91463 52.401457,4.917237 52.401078,4.922263 52.399346))";"POLYGON((52.399346 4.922263,52.395216 4.924506,52.391209 4.925082,52.391809 4.932201,52.393006 4.933558,52.393011 4.935047,52.391 4.941974,52.386817 4.948078,52.386713 4.952374,52.386298 4.952379,52.385617 4.944904,52.386669 4.938476,52.390581 4.939723,52.391416 4.933242,52.390665 4.924798,52.391835 4.92445,52.39424 4.924425,52.394238 4.923736,52.397209 4.922853,52.39906 4.921292,52.400901 4.914766,52.401457 4.91463,52.401078 4.917237,52.399346 4.922263))";4.9335095;52.39353;
43;3;"Zeer kleine kans: 1/3.000 tot 1/30.000 per jaar";3;"50 tot 200 cm";"MULTIPOLYGON(((4.879511 52.419102,4.885668 52.414781,4.896971 52.415508,4.899114 52.413911,4.897763 52.413906,4.897754 52.414804,4.896284 52.414798,4.896324 52.411204,4.894854 52.411197,4.894864 52.410299,4.893394 52.410293,4.893404 52.409394,4.891935 52.409388,4.891955 52.40759,4.891285 52.407588,4.875201 52.415177,4.874807 52.416086,4.878098 52.418906,4.879511 52.419102)),((4.9052 52.405847,4.90519 52.406746,4.903721 52.40674,4.903731 52.405841,4.9052 52.405847,4.905203 52.405587,4.902179 52.403767,4.899874 52.401626,4.898599 52.402225,4.899362 52.402229,4.899352 52.403127,4.900821 52.403133,4.900811 52.404032,4.899342 52.404026,4.899322 52.405823,4.897853 52.405817,4.897833 52.407615,4.896363 52.407609,4.896353 52.408507,4.897823 52.408513,4.897803 52.410311,4.899273 52.410317,4.899234 52.413821,4.907203 52.407883,4.906564 52.406406,4.905638 52.405849,4.9052 52.405847),(4.902222 52.40943,4.902212 52.410329,4.903682 52.410335,4.903691 52.409436,4.902222 52.40943)),((4.896403 52.404014,4.896412 52.403254,4.894934 52.403948,4.894934 52.404008,4.896403 52.404014)),((4.897882 52.403121,4.897889 52.40256,4.896704 52.403116,4.897882 52.403121)))";"MULTIPOLYGON(((52.419102 4.879511,52.414781 4.885668,52.415508 4.896971,52.413911 4.899114,52.413906 4.897763,52.414804 4.897754,52.414798 4.896284,52.411204 4.896324,52.411197 4.894854,52.410299 4.894864,52.410293 4.893394,52.409394 4.893404,52.409388 4.891935,52.40759 4.891955,52.407588 4.891285,52.415177 4.875201,52.416086 4.874807,52.418906 4.878098,52.419102 4.879511)),((52.405847 4.9052,52.406746 4.90519,52.40674 4.903721,52.405841 4.903731,52.405847 4.9052,52.405587 4.905203,52.403767 4.902179,52.401626 4.899874,52.402225 4.898599,52.402229 4.899362,52.403127 4.899352,52.403133 4.900821,52.404032 4.900811,52.404026 4.899342,52.405823 4.899322,52.405817 4.897853,52.407615 4.897833,52.407609 4.896363,52.408507 4.896353,52.408513 4.897823,52.410311 4.897803,52.410317 4.899273,52.413821 4.899234,52.407883 4.907203,52.406406 4.906564,52.405849 4.905638,52.405847 4.9052),(52.40943 4.902222,52.410329 4.902212,52.410335 4.903682,52.409436 4.903691,52.40943 4.902222)),((52.404014 4.896403,52.403254 4.896412,52.403948 4.894934,52.404008 4.894934,52.404014 4.896403)),((52.403121 4.897882,52.40256 4.897889,52.403116 4.896704,52.403121 4.897882)))";4.89101;52.410357;
44;4;"Kleine kans: 1/300 tot 1/3.000 per jaar";2;"0 tot 50 cm";"MULTIPOLYGON(((4.871131 52.429072,4.871141 52.428173,4.872612 52.428179,4.872643 52.425483,4.871173 52.425477,4.871183 52.424578,4.869713 52.424572,4.869724 52.423673,4.868254 52.423666,4.868275 52.421869,4.866805 52.421863,4.866826 52.420065,4.865356 52.420059,4.865366 52.41916,4.866836 52.419167,4.866826 52.420065,4.868296 52.420072,4.868285 52.42097,4.869755 52.420977,4.869745 52.421876,4.871215 52.421882,4.871225 52.420983,4.872695 52.42099,4.872685 52.421888,4.875625 52.421901,4.875593 52.424597,4.877064 52.424603,4.877084 52.422806,4.880024 52.422819,4.880014 52.423717,4.881484 52.423724,4.881463 52.425521,4.884404 52.425534,4.884414 52.424635,4.893234 52.424672,4.893244 52.423773,4.894714 52.423779,4.894724 52.422881,4.896194 52.422887,4.89617 52.425044,4.89871 52.424744,4.898352 52.416524,4.896971 52.415508,4.885668 52.414781,4.879511 52.419102,4.878098 52.418906,4.874807 52.416086,4.872909 52.416134,4.867832 52.418251,4.864507 52.41488,4.856606 52.417359,4.859476 52.420033,4.857953 52.42452,4.862299 52.429932,4.866699 52.43085,4.868172 52.430631,4.86818 52.429957,4.86965 52.429964,4.869661 52.429065,4.871131 52.429072),(4.884485 52.418344,4.884495 52.417445,4.883026 52.417439,4.883015 52.418338,4.884485 52.418344)),((4.872612 52.428179,4.872601 52.429078,4.871131 52.429072,4.871118 52.430195,4.871999 52.430065,4.872591 52.429977,4.875268 52.427292,4.874092 52.427287,4.874082 52.428186,4.872612 52.428179)),((4.876161 52.426397,4.875573 52.426395,4.875566 52.426994,4.876161 52.426397)))";"MULTIPOLYGON(((52.429072 4.871131,52.428173 4.871141,52.428179 4.872612,52.425483 4.872643,52.425477 4.871173,52.424578 4.871183,52.424572 4.869713,52.423673 4.869724,52.423666 4.868254,52.421869 4.868275,52.421863 4.866805,52.420065 4.866826,52.420059 4.865356,52.41916 4.865366,52.419167 4.866836,52.420065 4.866826,52.420072 4.868296,52.42097 4.868285,52.420977 4.869755,52.421876 4.869745,52.421882 4.871215,52.420983 4.871225,52.42099 4.872695,52.421888 4.872685,52.421901 4.875625,52.424597 4.875593,52.424603 4.877064,52.422806 4.877084,52.422819 4.880024,52.423717 4.880014,52.423724 4.881484,52.425521 4.881463,52.425534 4.884404,52.424635 4.884414,52.424672 4.893234,52.423773 4.893244,52.423779 4.894714,52.422881 4.894724,52.422887 4.896194,52.425044 4.89617,52.424744 4.89871,52.416524 4.898352,52.415508 4.896971,52.414781 4.885668,52.419102 4.879511,52.418906 4.878098,52.416086 4.874807,52.416134 4.872909,52.418251 4.867832,52.41488 4.864507,52.417359 4.856606,52.420033 4.859476,52.42452 4.857953,52.429932 4.862299,52.43085 4.866699,52.430631 4.868172,52.429957 4.86818,52.429964 4.86965,52.429065 4.869661,52.429072 4.871131),(52.418344 4.884485,52.417445 4.884495,52.417439 4.883026,52.418338 4.883015,52.418344 4.884485)),((52.428179 4.872612,52.429078 4.872601,52.429072 4.871131,52.430195 4.871118,52.430065 4.871999,52.429977 4.872591,52.427292 4.875268,52.427287 4.874092,52.428186 4.874082,52.428179 4.872612)),((52.426397 4.876161,52.426395 4.875573,52.426994 4.875566,52.426397 4.876161)))";4.877663;52.4228085;
45;4;"Kleine kans: 1/300 tot 1/3.000 per jaar";3;"50 tot 200 cm";"MULTIPOLYGON(((4.900594 52.423804,4.900604 52.422905,4.903544 52.422917,4.903554 52.422018,4.905024 52.422024,4.905034 52.421125,4.907974 52.421137,4.907993 52.41934,4.909463 52.419346,4.909473 52.418447,4.913882 52.418465,4.913878 52.418914,4.91742 52.41758,4.916832 52.417578,4.916841 52.416679,4.918311 52.416685,4.918321 52.415786,4.919546 52.415791,4.91262 52.410075,4.909036 52.408015,4.907203 52.407883,4.899234 52.413821,4.899233 52.413912,4.899114 52.413911,4.896971 52.415508,4.898352 52.416524,4.89871 52.424744,4.899115 52.424696,4.899124 52.423797,4.900594 52.423804)),((4.919781 52.416691,4.918311 52.416685,4.918305 52.417247,4.919781 52.416691)),((4.919781 52.416691,4.920335 52.41644,4.919788 52.41599,4.919781 52.416691)),((4.910335 52.420248,4.909453 52.420245,4.90945 52.420582,4.910335 52.420248)),((4.905024 52.422024,4.905021 52.422323,4.905759 52.422027,4.905024 52.422024)),((4.900594 52.423804,4.900591 52.424103,4.90133 52.423807,4.900594 52.423804)),((4.912697 52.419359,4.912403 52.419358,4.912402 52.41947,4.912697 52.419359)))";"MULTIPOLYGON(((52.423804 4.900594,52.422905 4.900604,52.422917 4.903544,52.422018 4.903554,52.422024 4.905024,52.421125 4.905034,52.421137 4.907974,52.41934 4.907993,52.419346 4.909463,52.418447 4.909473,52.418465 4.913882,52.418914 4.913878,52.41758 4.91742,52.417578 4.916832,52.416679 4.916841,52.416685 4.918311,52.415786 4.918321,52.415791 4.919546,52.410075 4.91262,52.408015 4.909036,52.407883 4.907203,52.413821 4.899234,52.413912 4.899233,52.413911 4.899114,52.415508 4.896971,52.416524 4.898352,52.424744 4.89871,52.424696 4.899115,52.423797 4.899124,52.423804 4.900594)),((52.416691 4.919781,52.416685 4.918311,52.417247 4.918305,52.416691 4.919781)),((52.416691 4.919781,52.41644 4.920335,52.41599 4.919788,52.416691 4.919781)),((52.420248 4.910335,52.420245 4.909453,52.420582 4.90945,52.420248 4.910335)),((52.422024 4.905024,52.422323 4.905021,52.422027 4.905759,52.422024 4.905024)),((52.423804 4.900594,52.424103 4.900591,52.423807 4.90133,52.423804 4.900594)),((52.419359 4.912697,52.419358 4.912403,52.41947 4.912402,52.419359 4.912697)))";4.908658;52.4163065;
46;4;"Kleine kans: 1/300 tot 1/3.000 per jaar";3;"50 tot 200 cm";"MULTIPOLYGON(((4.95817 52.398861,4.958179 52.397962,4.959648 52.397967,4.959657 52.397069,4.961126 52.397074,4.961143 52.395277,4.962612 52.395282,4.962629 52.393484,4.964098 52.39349,4.964115 52.391692,4.965584 52.391697,4.965602 52.3899,4.966653 52.389904,4.952379 52.386298,4.952374 52.386713,4.951721 52.391214,4.940987 52.394422,4.944704 52.397879,4.946598 52.397859,4.951797 52.402665,4.954819 52.40104,4.95521 52.401081,4.955223 52.399749,4.956692 52.399754,4.956701 52.398856,4.95817 52.398861)),((4.965584 52.391697,4.965567 52.393495,4.964098 52.39349,4.964081 52.395287,4.962612 52.395282,4.962595 52.397079,4.961126 52.397074,4.961117 52.397973,4.959648 52.397967,4.959639 52.398866,4.95817 52.398861,4.958153 52.400658,4.956683 52.400653,4.956678 52.401235,4.95767 52.40134,4.958816 52.402449,4.964021 52.39932,4.969912 52.392612,4.968514 52.392607,4.968522 52.391708,4.969991 52.391713,4.969984 52.39253,4.97082 52.391578,4.968635 52.390404,4.968535 52.390379,4.968531 52.390809,4.967062 52.390804,4.967053 52.391703,4.965584 52.391697)))";"MULTIPOLYGON(((52.398861 4.95817,52.397962 4.958179,52.397967 4.959648,52.397069 4.959657,52.397074 4.961126,52.395277 4.961143,52.395282 4.962612,52.393484 4.962629,52.39349 4.964098,52.391692 4.964115,52.391697 4.965584,52.3899 4.965602,52.389904 4.966653,52.386298 4.952379,52.386713 4.952374,52.391214 4.951721,52.394422 4.940987,52.397879 4.944704,52.397859 4.946598,52.402665 4.951797,52.40104 4.954819,52.401081 4.95521,52.399749 4.955223,52.399754 4.956692,52.398856 4.956701,52.398861 4.95817)),((52.391697 4.965584,52.393495 4.965567,52.39349 4.964098,52.395287 4.964081,52.395282 4.962612,52.397079 4.962595,52.397074 4.961126,52.397973 4.961117,52.397967 4.959648,52.398866 4.959639,52.398861 4.95817,52.400658 4.958153,52.400653 4.956683,52.401235 4.956678,52.40134 4.95767,52.402449 4.958816,52.39932 4.964021,52.392612 4.969912,52.392607 4.968514,52.391708 4.968522,52.391713 4.969991,52.39253 4.969984,52.391578 4.97082,52.390404 4.968635,52.390379 4.968535,52.390809 4.968531,52.390804 4.967062,52.391703 4.967053,52.391697 4.965584)))";4.9559085;52.3944745;
47;4;"Kleine kans: 1/300 tot 1/3.000 per jaar";1;"";"POLYGON((4.958816 52.402449,4.95767 52.40134,4.956678 52.401235,4.956675 52.401552,4.955205 52.401546,4.95521 52.401081,4.954819 52.40104,4.951797 52.402665,4.946598 52.397859,4.944704 52.397879,4.940987 52.394422,4.935047 52.393011,4.933558 52.393006,4.924506 52.395216,4.922263 52.399346,4.92521 52.404758,4.925232 52.407054,4.930557 52.41134,4.931595 52.411344,4.937473 52.411367,4.937482 52.410468,4.938952 52.410473,4.938943 52.411372,4.937473 52.411367,4.937464 52.412265,4.935505 52.412258,4.942608 52.413918,4.944471 52.411024,4.949686 52.407943,4.958391 52.405809,4.959485 52.403234,4.958816 52.402449),(4.9419 52.409586,4.940431 52.40958,4.940413 52.411378,4.941882 52.411383,4.941873 52.412282,4.943343 52.412287,4.943352 52.411389,4.941882 52.411383,4.9419 52.409586),(4.934617 52.403267,4.934598 52.405064,4.936068 52.40507,4.936086 52.403273,4.934617 52.403267))";"POLYGON((52.402449 4.958816,52.40134 4.95767,52.401235 4.956678,52.401552 4.956675,52.401546 4.955205,52.401081 4.95521,52.40104 4.954819,52.402665 4.951797,52.397859 4.946598,52.397879 4.944704,52.394422 4.940987,52.393011 4.935047,52.393006 4.933558,52.395216 4.924506,52.399346 4.922263,52.404758 4.92521,52.407054 4.925232,52.41134 4.930557,52.411344 4.931595,52.411367 4.937473,52.410468 4.937482,52.410473 4.938952,52.411372 4.938943,52.411367 4.937473,52.412265 4.937464,52.412258 4.935505,52.413918 4.942608,52.411024 4.944471,52.407943 4.949686,52.405809 4.958391,52.403234 4.959485,52.402449 4.958816),(52.409586 4.9419,52.40958 4.940431,52.411378 4.940413,52.411383 4.941882,52.412282 4.941873,52.412287 4.943343,52.411389 4.943352,52.411383 4.941882,52.409586 4.9419),(52.403267 4.934617,52.405064 4.934598,52.40507 4.936068,52.403273 4.936086,52.403267 4.934617))";4.940879;52.403455;
48;4;"Kleine kans: 1/300 tot 1/3.000 per jaar";3;"50 tot 200 cm";"MULTIPOLYGON(((4.922739 52.414905,4.922749 52.414006,4.924218 52.414012,4.924228 52.413113,4.925698 52.413119,4.925707 52.41222,4.927177 52.412226,4.927186 52.411327,4.930557 52.41134,4.925232 52.407054,4.92521 52.404758,4.922263 52.399346,4.917237 52.401078,4.91463 52.401457,4.914766 52.400901,4.91113 52.40105,4.911126 52.401378,4.909657 52.401372,4.90966 52.401109,4.908309 52.401165,4.902179 52.403767,4.905203 52.405587,4.90521 52.404949,4.906679 52.404955,4.906669 52.405853,4.905638 52.405849,4.906564 52.406406,4.907203 52.407883,4.909036 52.408015,4.91262 52.410075,4.919546 52.415791,4.91979 52.415792,4.9198 52.414893,4.922739 52.414905)),((4.925698 52.413119,4.925688 52.414018,4.927657 52.413127,4.925698 52.413119)),((4.91979 52.415792,4.919788 52.41599,4.920335 52.41644,4.92175 52.4158,4.91979 52.415792)),((4.925688 52.414018,4.924218 52.414012,4.924211 52.414686,4.925688 52.414018)),((4.929626 52.412235,4.928646 52.412232,4.928642 52.412681,4.929626 52.412235)),((4.922739 52.414905,4.922735 52.415354,4.92372 52.414909,4.922739 52.414905)))";"MULTIPOLYGON(((52.414905 4.922739,52.414006 4.922749,52.414012 4.924218,52.413113 4.924228,52.413119 4.925698,52.41222 4.925707,52.412226 4.927177,52.411327 4.927186,52.41134 4.930557,52.407054 4.925232,52.404758 4.92521,52.399346 4.922263,52.401078 4.917237,52.401457 4.91463,52.400901 4.914766,52.40105 4.91113,52.401378 4.911126,52.401372 4.909657,52.401109 4.90966,52.401165 4.908309,52.403767 4.902179,52.405587 4.905203,52.404949 4.90521,52.404955 4.906679,52.405853 4.906669,52.405849 4.905638,52.406406 4.906564,52.407883 4.907203,52.408015 4.909036,52.410075 4.91262,52.415791 4.919546,52.415792 4.91979,52.414893 4.9198,52.414905 4.922739)),((52.413119 4.925698,52.414018 4.925688,52.413127 4.927657,52.413119 4.925698)),((52.415792 4.91979,52.41599 4.919788,52.41644 4.920335,52.4158 4.92175,52.415792 4.91979)),((52.414018 4.925688,52.414012 4.924218,52.414686 4.924211,52.414018 4.925688)),((52.412235 4.929626,52.412232 4.928646,52.412681 4.928642,52.412235 4.929626)),((52.414905 4.922739,52.415354 4.922735,52.414909 4.92372,52.414905 4.922739)))";4.916373;52.407886;
49;2;"Extreem kleine kans: <1/30.000 per jaar";1;"";"POLYGON((4.874807 52.416086,4.875201 52.415177,4.891285 52.407588,4.889016 52.407578,4.889026 52.406679,4.890495 52.406686,4.890505 52.405787,4.891975 52.405793,4.892015 52.402198,4.893484 52.402204,4.893474 52.403103,4.894944 52.403109,4.894934 52.403948,4.896412 52.403254,4.896413 52.403115,4.896704 52.403116,4.897889 52.40256,4.897892 52.402223,4.898599 52.402225,4.899874 52.401626,4.902179 52.403767,4.908309 52.401165,4.912802 52.393296,4.912682 52.393295,4.912694 52.392111,4.912501 52.391937,4.908577 52.393278,4.906004 52.390425,4.907318 52.386243,4.906108 52.384835,4.902103 52.383066,4.898766 52.382542,4.8971 52.383473,4.895666 52.388831,4.892798 52.393345,4.884378 52.399241,4.886316 52.400606,4.864507 52.41488,4.867832 52.418251,4.872909 52.416134,4.874807 52.416086),(4.875707 52.414711,4.875728 52.412914,4.877198 52.41292,4.877208 52.412022,4.872799 52.412003,4.872778 52.4138,4.874248 52.413806,4.874238 52.414705,4.875707 52.414711),(4.869808 52.416483,4.871277 52.41649,4.871288 52.415591,4.869818 52.415585,4.869829 52.414686,4.868359 52.414679,4.868348 52.415578,4.869818 52.415585,4.869808 52.416483),(4.890516 52.404888,4.890536 52.403091,4.889066 52.403085,4.889046 52.404882,4.890516 52.404888),(4.902457 52.387861,4.902477 52.386064,4.901008 52.386058,4.900989 52.387855,4.902457 52.387861),(4.883107 52.410249,4.883117 52.409351,4.881648 52.409344,4.881638 52.410243,4.883107 52.410249))";"POLYGON((52.416086 4.874807,52.415177 4.875201,52.407588 4.891285,52.407578 4.889016,52.406679 4.889026,52.406686 4.890495,52.405787 4.890505,52.405793 4.891975,52.402198 4.892015,52.402204 4.893484,52.403103 4.893474,52.403109 4.894944,52.403948 4.894934,52.403254 4.896412,52.403115 4.896413,52.403116 4.896704,52.40256 4.897889,52.402223 4.897892,52.402225 4.898599,52.401626 4.899874,52.403767 4.902179,52.401165 4.908309,52.393296 4.912802,52.393295 4.912682,52.392111 4.912694,52.391937 4.912501,52.393278 4.908577,52.390425 4.906004,52.386243 4.907318,52.384835 4.906108,52.383066 4.902103,52.382542 4.898766,52.383473 4.8971,52.388831 4.895666,52.393345 4.892798,52.399241 4.884378,52.400606 4.886316,52.41488 4.864507,52.418251 4.867832,52.416134 4.872909,52.416086 4.874807),(52.414711 4.875707,52.412914 4.875728,52.41292 4.877198,52.412022 4.877208,52.412003 4.872799,52.4138 4.872778,52.413806 4.874248,52.414705 4.874238,52.414711 4.875707),(52.416483 4.869808,52.41649 4.871277,52.415591 4.871288,52.415585 4.869818,52.414686 4.869829,52.414679 4.868359,52.415578 4.868348,52.415585 4.869818,52.416483 4.869808),(52.404888 4.890516,52.403091 4.890536,52.403085 4.889066,52.404882 4.889046,52.404888 4.890516),(52.387861 4.902457,52.386064 4.902477,52.386058 4.901008,52.387855 4.900989,52.387861 4.902457),(52.410249 4.883107,52.409351 4.883117,52.409344 4.881648,52.410243 4.881638,52.410249 4.883107))";4.8886595;52.4003895;
50;2;"Extreem kleine kans: <1/30.000 per jaar";1;"";"POLYGON((4.938476 52.386669,4.944904 52.385617,4.952379 52.386298,4.952411 52.38212,4.931467 52.381994,4.91983 52.38079,4.918785 52.385545,4.923916 52.387561,4.928144 52.38593,4.929649 52.387392,4.932917 52.387586,4.938476 52.386669),(4.933331 52.385287,4.933322 52.386186,4.934791 52.386192,4.9348 52.385293,4.936269 52.385298,4.936278 52.3844,4.934809 52.384394,4.9348 52.385293,4.933331 52.385287))";"POLYGON((52.386669 4.938476,52.385617 4.944904,52.386298 4.952379,52.38212 4.952411,52.381994 4.931467,52.38079 4.91983,52.385545 4.918785,52.387561 4.923916,52.38593 4.928144,52.387392 4.929649,52.387586 4.932917,52.386669 4.938476),(52.385287 4.933331,52.386186 4.933322,52.386192 4.934791,52.385293 4.9348,52.385298 4.936269,52.3844 4.936278,52.384394 4.934809,52.385293 4.9348,52.385287 4.933331))";4.935603;52.384181;
