OBJECTNUMMER;Naam;Bron;ProjectID;Uitvoerder;Datum;Maaiveld_hoogte;Diepte_to_maaiveld;Top_Pleistoceen;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
148;"002838_S22";"IB";"2838";"BAMInfraconsultGouda";"9-11-2015";"0.3";"32.0";-11.8;"POINT(4.958607,52.37539)";"POINT(52.37539,4.958607)";4.958607;52.37539;
149;"002838_S23";"IB";"2838";"BAMInfraconsultGouda";"9-11-2015";"-0.1";"31.5";-12;"POINT(4.95893,52.375382)";"POINT(52.375382,4.95893)";4.95893;52.375382;
150;"002838_S24";"IB";"2838";"BAMInfraconsultGouda";"9-11-2015";"1.0";"31.0";-21.8;"POINT(4.957494,52.375134)";"POINT(52.375134,4.957494)";4.957494;52.375134;
151;"002838_S25";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.9";"32.0";-18.5;"POINT(4.957831,52.375145)";"POINT(52.375145,4.957831)";4.957831;52.375145;
152;"002838_S26";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.9";"32.0";-18.6;"POINT(4.958213,52.375146)";"POINT(52.375146,4.958213)";4.958213;52.375146;
153;"002838_S27";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.8";"32.0";-16.7;"POINT(4.95858,52.375147)";"POINT(52.375147,4.95858)";4.95858;52.375147;
154;"002838_S28";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.4";"31.5";-12.5;"POINT(4.958962,52.375158)";"POINT(52.375158,4.958962)";4.958962;52.375158;
155;"002838_S29";"IB";"2838";"BAMInfraconsultGouda";"9-11-2015";"0.9";"31.5";-23.1;"POINT(4.95751,52.374955)";"POINT(52.374955,4.95751)";4.95751;52.374955;
156;"002838_S30";"IB";"2838";"BAMInfraconsultGouda";"9-11-2015";"0.9";"32.5";-20.9;"POINT(4.957863,52.37492)";"POINT(52.37492,4.957863)";4.957863;52.37492;
157;"002838_S31";"IB";"2838";"BAMInfraconsultGouda";"9-11-2015";"1.0";"32.0";-18.6;"POINT(4.958215,52.374921)";"POINT(52.374921,4.958215)";4.958215;52.374921;
158;"002838_S32";"IB";"2838";"BAMInfraconsultGouda";"9-11-2015";"0.8";"32.0";-19.1;"POINT(4.958568,52.374932)";"POINT(52.374932,4.958568)";4.958568;52.374932;
159;"002838_S33";"IB";"2838";"BAMInfraconsultGouda";"9-11-2015";"0.5";"32.0";-16.9;"POINT(4.958935,52.374951)";"POINT(52.374951,4.958935)";4.958935;52.374951;
160;"002838_S35";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"0.0";"32.5";-17.8;"POINT(4.959684,52.374927)";"POINT(52.374927,4.959684)";4.959684;52.374927;
161;"002838_S36";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"0.4";"30.5";-12.1;"POINT(4.960066,52.374928)";"POINT(52.374928,4.960066)";4.960066;52.374928;
162;"002838_S37";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"1.3";"32.5";-11.9;"POINT(4.960418,52.374938)";"POINT(52.374938,4.960418)";4.960418;52.374938;
163;"002838_S38";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.9";"31.6";-24.8;"POINT(4.957454,52.374685)";"POINT(52.374685,4.957454)";4.957454;52.374685;
164;"002838_S39";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.9";"32.5";-20.9;"POINT(4.95785,52.374704)";"POINT(52.374704,4.95785)";4.95785;52.374704;
165;"002838_S40";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.7";"32.5";-20.6;"POINT(4.958232,52.374706)";"POINT(52.374706,4.958232)";4.958232;52.374706;
166;"002838_S41";"IB";"2838";"BAMInfraconsultGouda";"19-11-2015";"0.1";"31.7";-18;"POINT(4.958599,52.374698)";"POINT(52.374698,4.958599)";4.958599;52.374698;
167;"002838_S42";"IB";"2838";"BAMInfraconsultGouda";"20-11-2015";"0.2";"31.5";-17.3;"POINT(4.958937,52.374708)";"POINT(52.374708,4.958937)";4.958937;52.374708;
168;"002838_S43";"IB";"2838";"BAMInfraconsultGouda";"19-11-2015";"0.2";"31.5";-12.2;"POINT(4.959289,52.374701)";"POINT(52.374701,4.959289)";4.959289;52.374701;
169;"002838_S44";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"0.1";"32.5";-11.8;"POINT(4.959686,52.374711)";"POINT(52.374711,4.959686)";4.959686;52.374711;
170;"002838_S45";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"0.2";"32.5";-11.6;"POINT(4.960053,52.374712)";"POINT(52.374712,4.960053)";4.960053;52.374712;
171;"002838_S46";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"1.1";"33.0";-11.6;"POINT(4.960347,52.374668)";"POINT(52.374668,4.960347)";4.960347;52.374668;
172;"002838_S47";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.8";"31.5";-24;"POINT(4.9575,52.374478)";"POINT(52.374478,4.9575)";4.9575;52.374478;
173;"002838_S48";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.9";"32.6";-22.1;"POINT(4.957867,52.374471)";"POINT(52.374471,4.957867)";4.957867;52.374471;
174;"002838_S49";"IB";"2838";"BAMInfraconsultGouda";"19-11-2015";"0.6";"32.5";-21.8;"POINT(4.958205,52.374463)";"POINT(52.374463,4.958205)";4.958205;52.374463;
175;"002838_S50";"IB";"2838";"BAMInfraconsultGouda";"19-11-2015";"0.5";"31.6";-18.7;"POINT(4.958601,52.374482)";"POINT(52.374482,4.958601)";4.958601;52.374482;
176;"002838_S51";"IB";"2838";"BAMInfraconsultGouda";"20-11-2015";"0.0";"31.5";-19.8;"POINT(4.958983,52.374475)";"POINT(52.374475,4.958983)";4.958983;52.374475;
177;"002838_S52";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"0.2";"31.7";-13.1;"POINT(4.959321,52.374467)";"POINT(52.374467,4.959321)";4.959321;52.374467;
178;"002838_S53";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"0.2";"32.5";-11.7;"POINT(4.959688,52.374486)";"POINT(52.374486,4.959688)";4.959688;52.374486;
179;"002838_S54";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"0.7";"23.7";-12;"POINT(4.960084,52.374497)";"POINT(52.374497,4.960084)";4.960084;52.374497;
180;"002838_S55";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"1.1";"33.0";-11.6;"POINT(4.960334,52.37448)";"POINT(52.37448,4.960334)";4.960334;52.37448;
181;"002838_S56";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.8";"32.5";-23;"POINT(4.957855,52.374255)";"POINT(52.374255,4.957855)";4.957855;52.374255;
182;"002838_S57";"IB";"2838";"BAMInfraconsultGouda";"19-11-2015";"0.6";"32.5";-23.3;"POINT(4.958222,52.374247)";"POINT(52.374247,4.958222)";4.958222;52.374247;
183;"002838_S58";"IB";"2838";"BAMInfraconsultGouda";"19-11-2015";"0.3";"31.6";-21.4;"POINT(4.958633,52.37424)";"POINT(52.37424,4.958633)";4.958633;52.37424;
184;"002838_S59";"IB";"2838";"BAMInfraconsultGouda";"20-11-2015";"0.1";"31.5";-20.6;"POINT(4.958956,52.374259)";"POINT(52.374259,4.958956)";4.958956;52.374259;
185;"002838_S60";"IB";"2838";"BAMInfraconsultGouda";"20-11-2015";"-0.2";"31.6";-18.7;"POINT(4.959294,52.374269)";"POINT(52.374269,4.959294)";4.959294;52.374269;
186;"002838_S62";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"0.8";"32.5";-11.7;"POINT(4.960057,52.374281)";"POINT(52.374281,4.960057)";4.960057;52.374281;
187;"002838_S63";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"1.0";"33.0";-12.1;"POINT(4.960322,52.374255)";"POINT(52.374255,4.960322)";4.960322;52.374255;
188;"002838_S64";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.7";"32.5";-23.8;"POINT(4.9579,52.374093)";"POINT(52.374093,4.9579)";4.9579;52.374093;
189;"002838_S65";"IB";"2838";"BAMInfraconsultGouda";"19-11-2015";"0.5";"32.5";-23.1;"POINT(4.958224,52.374041)";"POINT(52.374041,4.958224)";4.958224;52.374041;
190;"002838_S66";"IB";"2838";"BAMInfraconsultGouda";"19-11-2015";"0.4";"32.5";-22.3;"POINT(4.958488,52.374068)";"POINT(52.374068,4.958488)";4.958488;52.374068;
191;"002838_S67";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.1";"31.5";-20;"POINT(4.9589,52.373989)";"POINT(52.373989,4.9589)";4.9589;52.373989;
192;"002838_S68";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"-0.3";"31.6";-21.3;"POINT(4.959355,52.374009)";"POINT(52.374009,4.959355)";4.959355;52.374009;
193;"002838_S71";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"0.2";"32.5";-11.9;"POINT(4.960427,52.374031)";"POINT(52.374031,4.960427)";4.960427;52.374031;
194;"002838_S72";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.6";"31.6";-23.6;"POINT(4.957874,52.373797)";"POINT(52.373797,4.957874)";4.957874;52.373797;
195;"002838_S73";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.2";"31.5";-23.1;"POINT(4.958241,52.373807)";"POINT(52.373807,4.958241)";4.958241;52.373807;
196;"002838_S74";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.0";"31.5";-23.4;"POINT(4.958608,52.373799)";"POINT(52.373799,4.958608)";4.958608;52.373799;
197;"002838_S75";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.0";"31.6";-21.4;"POINT(4.958931,52.373818)";"POINT(52.373818,4.958931)";4.958931;52.373818;
198;"002838_S76";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"-0.1";"31.5";-21;"POINT(4.959357,52.373811)";"POINT(52.373811,4.959357)";4.959357;52.373811;
199;"002838_S77";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"-0.1";"31.5";-18.6;"POINT(4.959695,52.373794)";"POINT(52.373794,4.959695)";4.959695;52.373794;
200;"002838_S79";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"0.2";"32.5";-12.1;"POINT(4.960429,52.373806)";"POINT(52.373806,4.960429)";4.960429;52.373806;
201;"002838_S80";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"1.0";"31.5";-24.4;"POINT(4.957861,52.373581)";"POINT(52.373581,4.957861)";4.957861;52.373581;
202;"002838_S81";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.4";"32.4";-23.1;"POINT(4.958214,52.373555)";"POINT(52.373555,4.958214)";4.958214;52.373555;
203;"002838_S82";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.0";"31.5";-23.6;"POINT(4.958595,52.373602)";"POINT(52.373602,4.958595)";4.958595;52.373602;
204;"002838_S83";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"-0.1";"31.5";-22.3;"POINT(4.958977,52.373585)";"POINT(52.373585,4.958977)";4.958977;52.373585;
205;"002838_S84";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"-0.2";"31.5";-20.1;"POINT(4.959344,52.373568)";"POINT(52.373568,4.959344)";4.959344;52.373568;
206;"002838_S85";"IB";"2838";"BAMInfraconsultGouda";"23-11-2015";"0.0";"31.5";-20;"POINT(4.959623,52.373605)";"POINT(52.373605,4.959623)";4.959623;52.373605;
207;"002838_S86";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.6";"32.6";-18.1;"POINT(4.960064,52.373526)";"POINT(52.373526,4.960064)";4.960064;52.373526;
208;"002838_S87";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.7";"32.5";-12.3;"POINT(4.960446,52.373581)";"POINT(52.373581,4.960446)";4.960446;52.373581;
209;"002838_S88";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.4";"31.5";-23.2;"POINT(4.958275,52.373322)";"POINT(52.373322,4.958275)";4.958275;52.373322;
210;"002838_S89";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.4";"32.6";-23.6;"POINT(4.958612,52.373359)";"POINT(52.373359,4.958612)";4.958612;52.373359;
211;"002838_S90";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.7";"32.5";-23.8;"POINT(4.958965,52.37336)";"POINT(52.37336,4.958965)";4.958965;52.37336;
212;"002838_S91";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.6";"32.5";-22.1;"POINT(4.959347,52.373335)";"POINT(52.373335,4.959347)";4.959347;52.373335;
213;"002838_S92";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.7";"32.5";-20.1;"POINT(4.959699,52.373372)";"POINT(52.373372,4.959699)";4.959699;52.373372;
214;"002838_S93";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.4";"32.5";-17.4;"POINT(4.960081,52.373364)";"POINT(52.373364,4.960081)";4.960081;52.373364;
215;"002838_S94";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.5";"23.4";-11.7;"POINT(4.960448,52.373366)";"POINT(52.373366,4.960448)";4.960448;52.373366;
216;"002838_S95";"IB";"2838";"BAMInfraconsultGouda";"20-11-2015";"0.7";"31.5";-22.5;"POINT(4.959349,52.373137)";"POINT(52.373137,4.959349)";4.959349;52.373137;
217;"002838_S96";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.8";"32.5";-20.4;"POINT(4.959613,52.373129)";"POINT(52.373129,4.959613)";4.959613;52.373129;
218;"002838_S97";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.6";"32.5";-19.7;"POINT(4.960068,52.37314)";"POINT(52.37314,4.960068)";4.960068;52.37314;
219;"002838_S98";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.5";"32.0";-11.7;"POINT(4.96045,52.373141)";"POINT(52.373141,4.96045)";4.96045;52.373141;
220;"002838_S99";"IB";"2838";"BAMInfraconsultGouda";"16-11-2015";"0.1";"31.5";-17;"POINT(4.960437,52.372916)";"POINT(52.372916,4.960437)";4.960437;52.372916;
221;"002896_S01";"IB";"2896";"MulticonsultGouda";"27-7-2015";"0.6";"30.5";-11.8;"POINT(4.872843,52.341453)";"POINT(52.341453,4.872843)";4.872843;52.341453;
222;"002896_S02";"IB";"2896";"MulticonsultGouda";"27-7-2015";"0.6";"30.5";-11.1;"POINT(4.873224,52.341464)";"POINT(52.341464,4.873224)";4.873224;52.341464;
223;"002896_S03";"IB";"2896";"MulticonsultGouda";"27-7-2015";"0.7";"30.5";-11.5;"POINT(4.873064,52.341355)";"POINT(52.341355,4.873064)";4.873064;52.341355;
224;"002896_S04";"IB";"2896";"MulticonsultGouda";"27-7-2015";"0.7";"31.5";-11.3;"POINT(4.872802,52.341211)";"POINT(52.341211,4.872802)";4.872802;52.341211;
225;"002896_S05";"IB";"2896";"MulticonsultGouda";"27-7-2015";"0.6";"31.5";-11.3;"POINT(4.873593,52.341295)";"POINT(52.341295,4.873593)";4.873593;52.341295;
226;"002896_S06";"IB";"2896";"MulticonsultGouda";"27-7-2015";"0.7";"28.7";-12.3;"POINT(4.873082,52.341113)";"POINT(52.341113,4.873082)";4.873082;52.341113;
227;"002896_S07";"IB";"2896";"MulticonsultGouda";"27-7-2015";"0.5";"31.5";-12.1;"POINT(4.872877,52.341049)";"POINT(52.341049,4.872877)";4.872877;52.341049;
228;"002896_S08";"IB";"2896";"MulticonsultGouda";"27-7-2015";"0.6";"28.9";-12.7;"POINT(4.873288,52.34106)";"POINT(52.34106,4.873288)";4.873288;52.34106;
229;"002905_S01";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.6";"31.5";-13;"POINT(4.876352,52.393632)";"POINT(52.393632,4.876352)";4.876352;52.393632;
230;"002905_S02";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.6";"30.5";-13.1;"POINT(4.876615,52.393777)";"POINT(52.393777,4.876615)";4.876615;52.393777;
231;"002905_S03";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.4";"30.5";-13.5;"POINT(4.876878,52.393913)";"POINT(52.393913,4.876878)";4.876878;52.393913;
232;"002905_S04";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.8";"36.5";-12.8;"POINT(4.877155,52.394067)";"POINT(52.394067,4.877155)";4.877155;52.394067;
233;"002905_S06";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.7";"30.5";-13.1;"POINT(4.877362,52.393915)";"POINT(52.393915,4.877362)";4.877362;52.393915;
234;"002905_S07";"IB";"2905";"BAMInfratechniek";"7-9-2015";"0.7";"30.5";-12.9;"POINT(4.877684,52.394016)";"POINT(52.394016,4.877684)";4.877684;52.394016;
235;"002905_S08";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.6";"30.5";-12.8;"POINT(4.877962,52.394161)";"POINT(52.394161,4.877962)";4.877962;52.394161;
236;"002905_S09";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.6";"30.5";-13.1;"POINT(4.878239,52.394306)";"POINT(52.394306,4.878239)";4.878239;52.394306;
237;"002905_S10";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.5";"30.5";-13.1;"POINT(4.878517,52.394451)";"POINT(52.394451,4.878517)";4.878517;52.394451;
238;"002905_S11";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.6";"30.5";-12.7;"POINT(4.878809,52.394596)";"POINT(52.394596,4.878809)";4.878809;52.394596;
239;"002905_S12";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.5";"30.5";-12.7;"POINT(4.879101,52.39475)";"POINT(52.39475,4.879101)";4.879101;52.39475;
240;"002905_S13";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.6";"30.2";-12.6;"POINT(4.879276,52.39484)";"POINT(52.39484,4.879276)";4.879276;52.39484;
241;"002905_S14";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.7";"31.5";-12.4;"POINT(4.879216,52.394975)";"POINT(52.394975,4.879216)";4.879216;52.394975;
242;"002905_S15";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.7";"36.5";-12.4;"POINT(4.879156,52.3951)";"POINT(52.3951,4.879156)";4.879156;52.3951;
243;"002905_S16";"IB";"2905";"MulticonsultGouda";"7-9-2015";"1.0";"31.5";-12.2;"POINT(4.879093,52.39546)";"POINT(52.39546,4.879093)";4.879093;52.39546;
244;"002905_S17";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.9";"30.5";-12.6;"POINT(4.879138,52.39537)";"POINT(52.39537,4.879138)";4.879138;52.39537;
245;"002905_S18";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.6";"30.5";-13.2;"POINT(4.87951,52.394949)";"POINT(52.394949,4.87951)";4.87951;52.394949;
246;"002905_S20";"IB";"2905";"MulticonsultGouda";"7-9-2015";"1.1";"30.5";-13.1;"POINT(4.877748,52.393629)";"POINT(52.393629,4.877748)";4.877748;52.393629;
247;"002905_S21";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.6";"31.5";-13.3;"POINT(4.879442,52.394509)";"POINT(52.394509,4.879442)";4.879442;52.394509;
248;"002905_S22";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.4";"30.5";-13.3;"POINT(4.879822,52.394681)";"POINT(52.394681,4.879822)";4.879822;52.394681;
249;"002905_S23";"IB";"2905";"MulticonsultGouda";"7-9-2015";"1.0";"31.5";-13;"POINT(4.877837,52.393567)";"POINT(52.393567,4.877837)";4.877837;52.393567;
250;"002905_S24";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.5";"30.5";-13.4;"POINT(4.879487,52.394419)";"POINT(52.394419,4.879487)";4.879487;52.394419;
251;"002905_S25";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.4";"30.5";-13.5;"POINT(4.879881,52.394627)";"POINT(52.394627,4.879881)";4.879881;52.394627;
252;"002905_S27";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.7";"30.5";-13.5;"POINT(4.879561,52.394338)";"POINT(52.394338,4.879561)";4.879561;52.394338;
253;"002905_S28";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.5";"30.5";-13.4;"POINT(4.879985,52.394574)";"POINT(52.394574,4.879985)";4.879985;52.394574;
254;"002905_S30";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.7";"30.5";-13;"POINT(4.879653,52.394006)";"POINT(52.394006,4.879653)";4.879653;52.394006;
255;"002905_S31";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.7";"30.5";-13.4;"POINT(4.880281,52.394341)";"POINT(52.394341,4.880281)";4.880281;52.394341;
256;"002905_S33";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.6";"30.5";-13.3;"POINT(4.879713,52.393935)";"POINT(52.393935,4.879713)";4.879713;52.393935;
257;"002905_S34";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.6";"31.5";-13.2;"POINT(4.88037,52.394279)";"POINT(52.394279,4.88037)";4.88037;52.394279;
258;"002905_S36";"IB";"2905";"MulticonsultGouda";"7-9-2015";"1.2";"30.0";-13.5;"POINT(4.879758,52.393836)";"POINT(52.393836,4.879758)";4.879758;52.393836;
259;"002905_S37";"IB";"2905";"MulticonsultGouda";"8-9-2015";"1.1";"31.5";-14.2;"POINT(4.880474,52.394207)";"POINT(52.394207,4.880474)";4.880474;52.394207;
260;"002905_S48";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.9";"32.5";-13.5;"POINT(4.881376,52.393627)";"POINT(52.393627,4.881376)";4.881376;52.393627;
261;"002905_S50";"IB";"2905";"MulticonsultGouda";"7-9-2015";"1.0";"30.5";-13.3;"POINT(4.881451,52.393546)";"POINT(52.393546,4.881451)";4.881451;52.393546;
262;"002905_S52";"IB";"2905";"MulticonsultGouda";"7-9-2015";"1.0";"30.5";-13;"POINT(4.881569,52.393457)";"POINT(52.393457,4.881569)";4.881569;52.393457;
263;"002905_S54";"IB";"2905";"MulticonsultGouda";"7-9-2015";"1.1";"32.5";-12.6;"POINT(4.881969,52.39318)";"POINT(52.39318,4.881969)";4.881969;52.39318;
264;"002905_S56";"IB";"2905";"MulticonsultGouda";"7-9-2015";"1.0";"70.5";-12.5;"POINT(4.882043,52.393109)";"POINT(52.393109,4.882043)";4.882043;52.393109;
265;"002905_S58";"IB";"2905";"MulticonsultGouda";"7-9-2015";"1.0";"30.5";-12.4;"POINT(4.882118,52.393019)";"POINT(52.393019,4.882118)";4.882118;52.393019;
266;"002905_S61";"IB";"2905";"MulticonsultGouda";"7-9-2015";"0.3";"30.5";-12.2;"POINT(4.882933,52.392429)";"POINT(52.392429,4.882933)";4.882933;52.392429;
267;"002905_S62";"IB";"2905";"MulticonsultGouda";"8-9-2015";"1.9";"32.5";-12.1;"POINT(4.883244,52.392206)";"POINT(52.392206,4.883244)";4.883244;52.392206;
268;"002905_S63";"IB";"2905";"MulticonsultGouda";"7-9-2015";"1.8";"32.5";-12;"POINT(4.883333,52.392134)";"POINT(52.392134,4.883333)";4.883333;52.392134;
269;"002905_S64";"IB";"2905";"MulticonsultGouda";"7-9-2015";"1.9";"32.5";-12.2;"POINT(4.883436,52.392072)";"POINT(52.392072,4.883436)";4.883436;52.392072;
270;"002905-002_S74";"IB";"002905-002";"MulticonsultGouda";"31-10-2016";"0.6";"30.5";-18.4;"POINT(4.877694,52.393144)";"POINT(52.393144,4.877694)";4.877694;52.393144;
271;"002905-002_S75";"IB";"002905-002";"MulticonsultGouda";"31-10-2016";"0.7";"30.5";-13.2;"POINT(4.877561,52.393233)";"POINT(52.393233,4.877561)";4.877561;52.393233;
272;"002905-002_S76";"IB";"002905-002";"MulticonsultGouda";"31-10-2016";"0.7";"30.5";-13.2;"POINT(4.877575,52.393305)";"POINT(52.393305,4.877575)";4.877575;52.393305;
273;"002905-002_S77";"IB";"002905-002";"MulticonsultGouda";"1-11-2016";"1.0";"30.5";-13.2;"POINT(4.87794,52.393504)";"POINT(52.393504,4.87794)";4.87794;52.393504;
274;"002905-002_S78";"IB";"002905-002";"MulticonsultGouda";"1-11-2016";"0.9";"30.6";-15.1;"POINT(4.878207,52.393272)";"POINT(52.393272,4.878207)";4.878207;52.393272;
275;"002905-002_S79";"IB";"002905-002";"MulticonsultGouda";"1-11-2016";"1.2";"30.5";-14.1;"POINT(4.878311,52.393227)";"POINT(52.393227,4.878311)";4.878311;52.393227;
276;"002938_S01";"IB";"2938";"MulticonsultGouda";"27-8-2015";"3.6";"30.0";-11.2;"POINT(4.874477,52.340975)";"POINT(52.340975,4.874477)";4.874477;52.340975;
277;"002938_S02";"IB";"2938";"MulticonsultGouda";"27-8-2015";"3.6";"30.0";-11.3;"POINT(4.874023,52.340946)";"POINT(52.340946,4.874023)";4.874023;52.340946;
278;"002938_S03";"IB";"2938";"MulticonsultGouda";"27-8-2015";"0.7";"27.9";-11.7;"POINT(4.873625,52.341052)";"POINT(52.341052,4.873625)";4.873625;52.341052;
279;"002938_S04";"IB";"2938";"MulticonsultGouda";"27-8-2015";"0.7";"28.3";-11.4;"POINT(4.873435,52.340998)";"POINT(52.340998,4.873435)";4.873435;52.340998;
280;"002938_S05";"IB";"2938";"MulticonsultGouda";"27-8-2015";"3.7";"30.0";-11.2;"POINT(4.872248,52.340849)";"POINT(52.340849,4.872248)";4.872248;52.340849;
281;"002938_S06";"IB";"2938";"MulticonsultGouda";"27-8-2015";"3.6";"26.0";-10.8;"POINT(4.871764,52.340838)";"POINT(52.340838,4.871764)";4.871764;52.340838;
282;"002938_S07";"IB";"2938";"MulticonsultGouda";"27-8-2015";"0.7";"30.0";-10.9;"POINT(4.871455,52.340935)";"POINT(52.340935,4.871455)";4.871455;52.340935;
283;"002938_S08";"IB";"2938";"MulticonsultGouda";"27-8-2015";"0.5";"30.0";-12.2;"POINT(4.871279,52.340916)";"POINT(52.340916,4.871279)";4.871279;52.340916;
284;"002971_S01";"IB";"2971";"MulticonsultGouda";"9-10-2015";"1.8";"30.5";-12.2;"POINT(4.890485,52.381802)";"POINT(52.381802,4.890485)";4.890485;52.381802;
285;"002971_S02";"IB";"2971";"MulticonsultGouda";"9-10-2015";"1.5";"30.5";-11.8;"POINT(4.890307,52.381963)";"POINT(52.381963,4.890307)";4.890307;52.381963;
286;"002971_S03";"IB";"2971";"MulticonsultGouda";"9-10-2015";"1.1";"30.5";-12.2;"POINT(4.890101,52.382034)";"POINT(52.382034,4.890101)";4.890101;52.382034;
287;"002971_S05";"IB";"2971";"MulticonsultGouda";"9-10-2015";"1.0";"30.0";-13;"POINT(4.889301,52.382642)";"POINT(52.382642,4.889301)";4.889301;52.382642;
288;"002971_S06";"IB";"2971";"MulticonsultGouda";"12-10-2015";"0.9";"30.0";-13;"POINT(4.889302,52.38248)";"POINT(52.38248,4.889302)";4.889302;52.38248;
289;"002971_S07";"IB";"2971";"MulticonsultGouda";"9-10-2015";"0.9";"30.0";-12.7;"POINT(4.889494,52.382445)";"POINT(52.382445,4.889494)";4.889494;52.382445;
