OBJECTNUMMER;SidewalkID;Streetname;Segments;NetworkType;ComfortLevelCode;ComfortLevel;SpaceclaimCode;Spaceclaim;SpaceclaimAantal;SituationCode;Situation;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
751;751;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.889537 52.373117,4.889586 52.373318)";"LINESTRING(52.373117 4.889537,52.373318 4.889586)";4.88956645;52.3732096;
752;752;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.889184 52.373126,4.889053 52.373142)";"LINESTRING(52.373126 4.889184,52.373142 4.889053)";4.88912345;52.3731276;
753;753;"Paleisstraat";"0001";"";"22";"2.2m";"BROM|OVERIG";"Geparkeerde brommers/motoren - Overig";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890832 52.372685,4.890954 52.372711,4.891279 52.372740,4.891749 52.372752)";"LINESTRING(52.372685 4.890832,52.372711 4.890954,52.372740 4.891279,52.372752 4.891749)";4.8912954;52.3727118;
754;754;"Paleisstraat";"0002";"";"18";"1.8m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.889602 52.372423,4.889784 52.372430,4.889896 52.372468,4.890177 52.372550,4.890418 52.372604)";"LINESTRING(52.372423 4.889602,52.372430 4.889784,52.372468 4.889896,52.372550 4.890177,52.372604 4.890418)";4.89001515;52.37250585;
755;755;"Paleisstraat";"0003";"";"29";"2.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888856 52.372251,4.889029 52.372267,4.889350 52.372299)";"LINESTRING(52.372251 4.888856,52.372267 4.889029,52.372299 4.889350)";4.8891079;52.3722674;
756;756;"Paleisstraat";"0004";"";"18";"1.8m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888294 52.372234,4.888698 52.372209)";"LINESTRING(52.372234 4.888294,52.372209 4.888698)";4.88850115;52.37221395;
757;757;"Paleisstraat";"0005";"";"18";"1.8m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888670 52.372133,4.888271 52.372161)";"LINESTRING(52.372133 4.888670,52.372161 4.888271)";4.88847545;52.3721396;
758;758;"Paleisstraat";"0006";"";"29";"2.9m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.889369 52.372205,4.889236 52.372186,4.889002 52.372167,4.888835 52.372147)";"LINESTRING(52.372205 4.889369,52.372186 4.889236,52.372167 4.889002,52.372147 4.888835)";4.889107;52.3721682;
759;759;"Paleisstraat";"0007";"";"18";"1.8m";"FIETSREG|BROM|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Terrassen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890410 52.372456,4.890254 52.372427,4.889949 52.372339,4.889766 52.372289,4.889584 52.372254)";"LINESTRING(52.372456 4.890410,52.372427 4.890254,52.372339 4.889949,52.372289 4.889766,52.372254 4.889584)";4.890002;52.3723475;
760;760;"Paleisstraat";"0008";"";"18";"1.8m";"FIETSREG|BROM|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Terrassen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891898 52.372682,4.891634 52.372677,4.891386 52.372658,4.891152 52.372621,4.890835 52.372559)";"LINESTRING(52.372682 4.891898,52.372677 4.891634,52.372658 4.891386,52.372621 4.891152,52.372559 4.890835)";4.8913715;52.37261265;
761;761;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890418 52.372607,4.890832 52.372686)";"LINESTRING(52.372607 4.890418,52.372686 4.890832)";4.89063;52.37263935;
762;762;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890407 52.372455,4.890835 52.372557)";"LINESTRING(52.372455 4.890407,52.372557 4.890835)";4.89062595;52.3725001;
763;763;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890413 52.372603,4.890407 52.372455)";"LINESTRING(52.372603 4.890413,52.372455 4.890407)";4.89041495;52.372523;
764;764;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.889352 52.372301,4.889603 52.372424)";"LINESTRING(52.372301 4.889352,52.372424 4.889603)";4.88948245;52.37235515;
765;765;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.889605 52.372429,4.889584 52.372254)";"LINESTRING(52.372429 4.889605,52.372254 4.889584)";4.88959955;52.37233415;
766;766;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.889584 52.372254,4.889369 52.372205)";"LINESTRING(52.372254 4.889584,52.372205 4.889369)";4.88948155;52.3722216;
767;767;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.889366 52.372205,4.889353 52.372302)";"LINESTRING(52.372205 4.889366,52.372302 4.889353)";4.88936445;52.3722464;
768;768;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888835 52.372147,4.888665 52.372134)";"LINESTRING(52.372147 4.888835,52.372134 4.888665)";4.8887551;52.3721339;
769;769;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888689 52.372211,4.888858 52.372255)";"LINESTRING(52.372211 4.888689,52.372255 4.888858)";4.8887784;52.37222545;
770;770;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.889462 52.371557,4.889241 52.371549)";"LINESTRING(52.371557 4.889462,52.371549 4.889241)";4.8893566;52.3715445;
771;771;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890479 52.371694,4.890909 52.371722)";"LINESTRING(52.371694 4.890479,52.371722 4.890909)";4.89069915;52.37170095;
772;772;"Schoorsteenvegerssteeg";"0001";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888594 52.370977,4.888713 52.370964,4.889136 52.371091)";"LINESTRING(52.370977 4.888594,52.370964 4.888713,52.371091 4.889136)";4.88887;52.37102;
773;773;"Kolksteeg";"0001";"";"22";"2.2m";"TERRAS|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Terrassen";2;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.895038 52.376196,4.895202 52.376186,4.895453 52.376145,4.895670 52.376095)";"LINESTRING(52.376196 4.895038,52.376186 4.895202,52.376145 4.895453,52.376095 4.895670)";4.895359;52.3761393;
774;774;"Nieuwezijds Kolk";"0001";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.895038 52.376196,4.894325 52.376202,4.894054 52.376210,4.893862 52.376220)";"LINESTRING(52.376196 4.895038,52.376202 4.894325,52.376210 4.894054,52.376220 4.893862)";4.89445495;52.37620225;
775;775;"Rosmarijnsteeg";"0001";"";"06";"0.6m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.889195 52.370350,4.889303 52.370367,4.889587 52.370416,4.889738 52.370445,4.889823 52.370472)";"LINESTRING(52.370350 4.889195,52.370367 4.889303,52.370416 4.889587,52.370445 4.889738,52.370472 4.889823)";4.889514;52.37040395;
776;776;"Rosmarijnsteeg";"0002";"";"06";"0.6m";"OVERIG";"Overig";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.889809 52.370422,4.889772 52.370414,4.889586 52.370380,4.889350 52.370333,4.889233 52.370308,4.889157 52.370265)";"LINESTRING(52.370422 4.889809,52.370414 4.889772,52.370380 4.889586,52.370333 4.889350,52.370308 4.889233,52.370265 4.889157)";4.88948795;52.3703372;
777;777;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.889156 52.370264,4.888946 52.370229)";"LINESTRING(52.370264 4.889156,52.370229 4.888946)";4.889056;52.37023795;
778;778;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.889195 52.37035,4.889157 52.370266)";"LINESTRING(52.37035 4.889195,52.370266 4.889157)";4.8891809;52.37030095;
779;779;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.88844 52.370174,4.888436 52.370137)";"LINESTRING(52.370174 4.88844,52.370137 4.888436)";4.88844295;52.37014835;
780;780;"Raamsteeg";"0001";"";"06";"0.6m";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"FIETSGEENV";"Fietspad geen voetpad";"LINESTRING(4.888439 52.370157,4.888953 52.370271)";"LINESTRING(52.370157 4.888439,52.370271 4.888953)";4.8887012;52.37020555;
781;781;"Sint Luciensteeg";"0001";"";"22";"2.2m";"TERRAS|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Terrassen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890985 52.370686,4.890887 52.370673,4.890632 52.370611,4.890278 52.370549)";"LINESTRING(52.370686 4.890985,52.370673 4.890887,52.370611 4.890632,52.370549 4.890278)";4.89063645;52.3706099;
782;782;"Sint Luciensteeg";"0002";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890985 52.370686,4.891045 52.37068,4.891252 52.370698,4.891515 52.370745,4.891729 52.370777)";"LINESTRING(52.370686 4.890985,52.37068 4.891045,52.370698 4.891252,52.370745 4.891515,52.370777 4.891729)";4.89136195;52.37072245;
783;783;"Duifjessteeg";"0001";"";"09";"0.9m";"GEEN";"Geen obstakels";0;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.892478 52.370745,4.892435 52.370750,4.892147 52.370767,4.891883 52.370770,4.891729 52.370777)";"LINESTRING(52.370745 4.892478,52.370750 4.892435,52.370767 4.892147,52.370770 4.891883,52.370777 4.891729)";4.89210845;52.37075485;
784;784;"Kalverstraat";"0001";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892022 52.372682,4.892022 52.372536,4.892018 52.372347,4.892014 52.372167)";"LINESTRING(52.372682 4.892022,52.372536 4.892022,52.372347 4.892018,52.372167 4.892014)";4.89202305;52.3724162;
785;785;"Kalverstraat";"0002";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892014 52.372167,4.892037 52.371817)";"LINESTRING(52.372167 4.892014,52.371817 4.892037)";4.89203045;52.3719851;
786;786;"Kalverstraat";"0003";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892039 52.371819,4.891999 52.371449)";"LINESTRING(52.371819 4.892039,52.371449 4.891999)";4.8920238;52.3716265;
787;787;"Kalverstraat";"0004";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891999 52.371449,4.891727 52.370777)";"LINESTRING(52.371449 4.891999,52.370777 4.891727)";4.8918679;52.3711058;
788;788;"Kalverstraat";"0005";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891727 52.370777,4.891561 52.370439)";"LINESTRING(52.370777 4.891727,52.370439 4.891561)";4.891649;52.37060035;
789;789;"Kalverstraat";"0006";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891561 52.370439,4.891409 52.370057)";"LINESTRING(52.370439 4.891561,52.370057 4.891409)";4.89148995;52.3702399;
790;790;"Kalverstraat";"0007";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891411 52.370058,4.891152 52.369519)";"LINESTRING(52.370058 4.891411,52.369519 4.891152)";4.89128635;52.36978025;
791;791;"Kalverstraat";"0011";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891152 52.369519,4.891007 52.369233)";"LINESTRING(52.369519 4.891152,52.369233 4.891007)";4.8910844;52.36936825;
792;792;"Kalverstraat";"0008";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891009 52.369236,4.891028 52.368985)";"LINESTRING(52.369236 4.891009,52.368985 4.891028)";4.8910234;52.3691031;
793;793;"Kalverstraat";"0009";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.891018 52.368920,4.891172 52.368669,4.891302 52.368463,4.891642 52.368002)";"LINESTRING(52.368920 4.891018,52.368669 4.891172,52.368463 4.891302,52.368002 4.891642)";4.891335;52.3684546;
794;794;"Kalverstraat";"0010";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.891642 52.368002,4.892038 52.367754,4.892242 52.367573,4.892519 52.367440,4.892975 52.367211)";"LINESTRING(52.368002 4.891642,52.367754 4.892038,52.367573 4.892242,52.367440 4.892519,52.367211 4.892975)";4.8923135;52.3676001;
795;795;"Rokin";"0001";"";"22";"2.2m";"FIETSREG";"Geparkeerde fietsen gereguleerd - ";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892322 52.368227,4.892447 52.368118,4.892653 52.367976,4.892823 52.367830,4.893005 52.367686,4.893168 52.367554,4.893309 52.367405)";"LINESTRING(52.368227 4.892322,52.368118 4.892447,52.367976 4.892653,52.367830 4.892823,52.367686 4.893005,52.367554 4.893168,52.367405 4.893309)";4.8928206;52.367808;
796;796;"Rokin";"0002";"";"36PLUS";"3.6m of breder";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891851 52.368983,4.892005 52.368642,4.892133 52.368469,4.892322 52.368227)";"LINESTRING(52.368983 4.891851,52.368642 4.892005,52.368469 4.892133,52.368227 4.892322)";4.8920915;52.36859765;
797;797;"Rokin";"0003";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891878 52.369220,4.891845 52.369060)";"LINESTRING(52.369220 4.891878,52.369060 4.891845)";4.89186665;52.3691336;
798;798;"Rokin";"0004";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891972 52.369457,4.891878 52.369220)";"LINESTRING(52.369457 4.891972,52.369220 4.891878)";4.8919301;52.36933195;
799;799;"Rokin";"0005";"";"36PLUS";"3.6m of breder";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892169 52.369986,4.891972 52.369457)";"LINESTRING(52.369986 4.892169,52.369457 4.891972)";4.89207555;52.36971535;
800;800;"Rokin";"0006";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892344 52.370345,4.892166 52.369981)";"LINESTRING(52.370345 4.892344,52.369981 4.892166)";4.89226005;52.370156;
801;801;"Rokin";"0007";"";"36PLUS";"3.6m of breder";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892473 52.370745,4.892344 52.370345)";"LINESTRING(52.370745 4.892473,52.370345 4.892344)";4.8924136;52.37053935;
802;802;"Rokin";"0008";"";"36PLUS";"3.6m of breder";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892633 52.371421,4.892473 52.370746)";"LINESTRING(52.371421 4.892633,52.370746 4.892473)";4.8925581;52.3710772;
803;803;"Rokin";"0009";"";"36PLUS";"3.6m of breder";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892695 52.371816,4.892633 52.371421)";"LINESTRING(52.371816 4.892695,52.371421 4.892633)";4.892669;52.37161125;
804;804;"Rokin";"0010";"";"36PLUS";"3.6m of breder";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892725 52.372150,4.892695 52.371816)";"LINESTRING(52.372150 4.892725,52.371816 4.892695)";4.892715;52.37197555;
805;805;"Rokin";"0011";"";"36PLUS";"3.6m of breder";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892743 52.372354,4.892724 52.372143)";"LINESTRING(52.372354 4.892743,52.372143 4.892724)";4.89273855;52.3722407;
806;806;"Rokin";"0012";"";"36PLUS";"3.6m of breder";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892761 52.372655,4.892743 52.372354)";"LINESTRING(52.372655 4.892761,52.372354 4.892743)";4.89275715;52.3724963;
807;807;"Taksteeg";"0001";"";"18";"1.8m";"TERRAS";"Terrassen";1;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.891877 52.369218,4.891742 52.369218,4.891458 52.369222,4.891247 52.369231,4.891010 52.369221)";"LINESTRING(52.369218 4.891877,52.369218 4.891742,52.369222 4.891458,52.369231 4.891247,52.369221 4.891010)";4.8914485;52.36921755;
808;808;"Heiligeweg";"0001";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.891022 52.367772,4.891667 52.367987)";"LINESTRING(52.367772 4.891022,52.367987 4.891667)";4.89134955;52.36787285;
809;809;"Heiligeweg";"0002";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.891022 52.367772,4.890534 52.367596)";"LINESTRING(52.367772 4.891022,52.367596 4.890534)";4.89078305;52.3676764;
810;810;"Heiligeweg";"0003";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.889982 52.367400,4.890534 52.367596)";"LINESTRING(52.367400 4.889982,52.367596 4.890534)";4.89026305;52.3674914;
811;811;"Mozes En Aaronstraat";"0001";"";"36PLUS";"3.6m of breder";"MEUBEL";"Straatmeubilair";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890951 52.373615,4.891289 52.373593,4.891777 52.373582,4.892135 52.373615)";"LINESTRING(52.373615 4.890951,52.373593 4.891289,52.373582 4.891777,52.373615 4.892135)";4.89154815;52.3735911;
812;812;"Dam";"0001";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"VOETFIETS";"Voetgangersgebied, fietsen toegestaan";"LINESTRING(4.892513 52.373493,4.892035 52.373605)";"LINESTRING(52.373493 4.892513,52.373605 4.892035)";4.8922789;52.3735415;
813;813;"Dam";"0002";"";"29";"2.9m";"FIETSREG|FIETSONREG|PAAL";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Palen en masten";3;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.893124 52.373292,4.892516 52.373495)";"LINESTRING(52.373292 4.893124,52.373495 4.892516)";4.8928251;52.3733851;
814;814;"Dam";"0003";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"VOETFIETS";"Voetgangersgebied, fietsen toegestaan";"LINESTRING(4.892148 52.373579,4.892065 52.373500,4.892007 52.373321,4.892019 52.373088,4.891981 52.372756)";"LINESTRING(52.373579 4.892148,52.373500 4.892065,52.373321 4.892007,52.373088 4.892019,52.372756 4.891981)";4.89206955;52.37316005;
815;815;"Dam";"0004";"";"29";"2.9m";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892022 52.372682,4.892428 52.372678,4.892761 52.372655)";"LINESTRING(52.372682 4.892022,52.372678 4.892428,52.372655 4.892761)";4.89239665;52.37266035;
816;816;"Dam";"0005";"";"36PLUS";"3.6m of breder";"FIETSREG|BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";4;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.893600 52.373316,4.893354 52.373008,4.893213 52.372748)";"LINESTRING(52.373316 4.893600,52.373008 4.893354,52.372748 4.893213)";4.8934114;52.3730265;
817;817;"Dam";"0006";"";"29";"2.9m";"GROEN|PAAL";"Groen - Palen en masten";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893920 52.372573,4.893707 52.372621,4.893518 52.372668,4.893213 52.372749)";"LINESTRING(52.372573 4.893920,52.372621 4.893707,52.372668 4.893518,52.372749 4.893213)";4.89357135;52.3726546;
818;818;"Dam";"0007";"";"29";"2.9m";"GROEN|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894292 52.372911,4.894113 52.372797,4.894025 52.372677,4.893911 52.372574)";"LINESTRING(52.372911 4.894292,52.372797 4.894113,52.372677 4.894025,52.372574 4.893911)";4.8941064;52.3727347;
819;819;"Dam";"0008";"";"36PLUS";"3.6m of breder";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.894292 52.372911,4.893551 52.373256)";"LINESTRING(52.372911 4.894292,52.373256 4.893551)";4.8939264;52.3730761;
820;820;"Dam";"0009";"";"36PLUS";"3.6m of breder";"PAAL";"Palen en masten";1;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.892805 52.372754,4.893118 52.373295)";"LINESTRING(52.372754 4.892805,52.373295 4.893118)";4.8929665;52.37301695;
821;821;"Dam";"0010";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"VOETFIETS";"Voetgangersgebied, fietsen toegestaan";"LINESTRING(4.891981 52.372756,4.892805 52.372755)";"LINESTRING(52.372756 4.891981,52.372755 4.892805)";4.8923981;52.37274805;
822;822;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891746 52.372752,4.891981 52.37276)";"LINESTRING(52.372752 4.891746,52.37276 4.891981)";4.89186855;52.37274995;
823;823;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891898 52.372682,4.892022 52.372682)";"LINESTRING(52.372682 4.891898,52.372682 4.892022)";4.89196515;52.3726737;
824;824;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892017 52.372682,4.892022 52.372755)";"LINESTRING(52.372682 4.892017,52.372755 4.892022)";4.8920245;52.3727099;
825;825;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892761 52.372655,4.892805 52.372755)";"LINESTRING(52.372655 4.892761,52.372755 4.892805)";4.89278815;52.37269655;
826;826;"Dam";"0011";"";"22";"2.2m";"MEUBEL|GROEN|FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Groen - Palen en masten - Straatmeubilair";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893874 52.372452,4.893181 52.372590)";"LINESTRING(52.372452 4.893874,52.372590 4.893181)";4.8935325;52.37251345;
827;827;"Rokin";"0013";"";"PM";"Nog onbepaald";"OVERIG";"Overig";1;"ANDERS";"Anders";"LINESTRING(4.892998 52.372010,4.893017 52.372131,4.893048 52.372384,4.893068 52.372468,4.893099 52.372551,4.893121 52.372576,4.893181 52.372590)";"LINESTRING(52.372010 4.892998,52.372131 4.893017,52.372384 4.893048,52.372468 4.893068,52.372551 4.893099,52.372576 4.893121,52.372590 4.893181)";4.8930945;52.3722922;
828;828;"Rozenboomsteeg";"0001";"";"18";"1.8m";"GROEN";"Groen";1;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.891009 52.369234,4.890796 52.369207,4.890411 52.369109)";"LINESTRING(52.369234 4.891009,52.369207 4.890796,52.369109 4.890411)";4.8907149;52.36916415;
829;829;"Spui";"0001";"";"22";"2.2m";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"FIETSVOET";"Fietspad en voetpad";"LINESTRING(4.891028 52.368985,4.891252 52.369031,4.891581 52.369044,4.891845 52.369060)";"LINESTRING(52.368985 4.891028,52.369031 4.891252,52.369044 4.891581,52.369060 4.891845)";4.89144155;52.36901535;
830;830;"Spui";"0002";"";"36PLUS";"3.6m of breder";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"FIETSVOET";"Fietspad en voetpad";"LINESTRING(4.889353 52.368675,4.889417 52.368682,4.889741 52.368742,4.890238 52.368817,4.890459 52.368863,4.891028 52.368988)";"LINESTRING(52.368675 4.889353,52.368682 4.889417,52.368742 4.889741,52.368817 4.890238,52.368863 4.890459,52.368988 4.891028)";4.89019535;52.3688246;
831;831;"Spui";"0003";"";"09";"0.9m";"MEUBEL|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Straatmeubilair";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888847 52.368871,4.889192 52.368873,4.889195 52.368899)";"LINESTRING(52.368871 4.888847,52.368873 4.889192,52.368899 4.889195)";4.88902595;52.36887805;
832;832;"Spui";"0004";"";"09";"0.9m";"TERRAS";"Terrassen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888918 52.368545,4.888844 52.368613,4.888705 52.368826)";"LINESTRING(52.368545 4.888918,52.368613 4.888844,52.368826 4.888705)";4.88881635;52.36867965;
