OBJECTNUMMER;LABEL;BlokStraatCode;WON;VZN;WRK;TOTAAL;WON_PERC;VZN_PERC;WRK_PERC;CAT;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
273;"Wonen 71% - Voorzieningen 29% - Werken 0%";"AB46_00003232";2893;1177;0;4070;71;29;0;"WON";"MULTIPOLYGON(((4.877209 52.382915,4.877234 52.382893,4.877191 52.382846,4.877179 52.382846,4.877117 52.382846,4.877132 52.38283,4.877089 52.382783,4.877039 52.382783,4.877089 52.382731,4.877031 52.382669,4.876914 52.382668,4.876956 52.38271,4.876929 52.382727,4.876969 52.382751,4.876998 52.382738,4.877027 52.382757,4.876965 52.382792,4.876974 52.382811,4.877178 52.38294,4.877209 52.382915)),((4.876783 52.382559,4.87671 52.38248,4.876563 52.38248,4.876523 52.382522,4.87669 52.382625,4.876783 52.382559)),((4.876098 52.382106,4.876016 52.382042,4.875878 52.382027,4.87582 52.382087,4.875978 52.382184,4.876023 52.382184,4.876098 52.382106)))";"MULTIPOLYGON(((52.382915 4.877209,52.382893 4.877234,52.382846 4.877191,52.382846 4.877179,52.382846 4.877117,52.38283 4.877132,52.382783 4.877089,52.382783 4.877039,52.382731 4.877089,52.382669 4.877031,52.382668 4.876914,52.38271 4.876956,52.382727 4.876929,52.382751 4.876969,52.382738 4.876998,52.382757 4.877027,52.382792 4.876965,52.382811 4.876974,52.38294 4.877178,52.382915 4.877209)),((52.382559 4.876783,52.38248 4.87671,52.38248 4.876563,52.382522 4.876523,52.382625 4.87669,52.382559 4.876783)),((52.382106 4.876098,52.382042 4.876016,52.382027 4.875878,52.382087 4.87582,52.382184 4.875978,52.382184 4.876023,52.382106 4.876098)))";4.876532;52.3824765;
274;"Wonen 97% - Voorzieningen 3% - Werken 0%";"AB46_00003233";1414;41;0;1455;97;3;0;"WON";"MULTIPOLYGON(((4.877129 52.382354,4.876512 52.381964,4.876474 52.381962,4.876437 52.382,4.87648 52.382047,4.876546 52.3821,4.876585 52.3821,4.876612 52.382128,4.876663 52.382129,4.87675 52.382227,4.876795 52.382227,4.876954 52.382363,4.877005 52.382391,4.877093 52.382391,4.877129 52.382354)),((4.877473 52.382698,4.877486 52.382716,4.877574 52.382717,4.877631 52.382671,4.877612 52.382659,4.877335 52.382484,4.877283 52.382516,4.877326 52.382563,4.877378 52.382563,4.877473 52.382698)),((4.87641 52.381918,4.876346 52.381859,4.876273 52.381904,4.876305 52.381938,4.876374 52.381939,4.87641 52.381918)))";"MULTIPOLYGON(((52.382354 4.877129,52.381964 4.876512,52.381962 4.876474,52.382 4.876437,52.382047 4.87648,52.3821 4.876546,52.3821 4.876585,52.382128 4.876612,52.382129 4.876663,52.382227 4.87675,52.382227 4.876795,52.382363 4.876954,52.382391 4.877005,52.382391 4.877093,52.382354 4.877129)),((52.382698 4.877473,52.382716 4.877486,52.382717 4.877574,52.382671 4.877631,52.382659 4.877612,52.382484 4.877335,52.382516 4.877283,52.382563 4.877326,52.382563 4.877378,52.382698 4.877473)),((52.381918 4.87641,52.381859 4.876346,52.381904 4.876273,52.381938 4.876305,52.381939 4.876374,52.381918 4.87641)))";4.876957;52.382281;
275;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AB47_00002554";485;0;0;485;100;0;0;"WON";"POLYGON((4.878471 52.383678,4.878826 52.383468,4.878827 52.383467,4.8788 52.383437,4.878712 52.383437,4.878642 52.3835,4.878608 52.383499,4.87859 52.383517,4.878521 52.383517,4.878424 52.383633,4.878415 52.383644,4.878455 52.383687,4.878471 52.383678))";"POLYGON((52.383678 4.878471,52.383468 4.878826,52.383467 4.878827,52.383437 4.8788,52.383437 4.878712,52.3835 4.878642,52.383499 4.878608,52.383517 4.87859,52.383517 4.878521,52.383633 4.878424,52.383644 4.878415,52.383687 4.878455,52.383678 4.878471))";4.878626;52.383555;
276;"Wonen 34% - Voorzieningen 66% - Werken 0%";"AB47_00002591";358;707;0;1065;34;66;0;"WON_VZN";"POLYGON((4.877426 52.383092,4.877511 52.383094,4.877541 52.383063,4.877554 52.383049,4.877585 52.383049,4.877678 52.382978,4.877718 52.382978,4.877811 52.382906,4.877851 52.382907,4.87786 52.382898,4.877896 52.38286,4.877854 52.382814,4.877799 52.382845,4.877403 52.383067,4.877422 52.383092,4.877426 52.383092))";"POLYGON((52.383092 4.877426,52.383094 4.877511,52.383063 4.877541,52.383049 4.877554,52.383049 4.877585,52.382978 4.877678,52.382978 4.877718,52.382906 4.877811,52.382907 4.877851,52.382898 4.87786,52.38286 4.877896,52.382814 4.877854,52.382845 4.877799,52.383067 4.877403,52.383092 4.877422,52.383092 4.877426))";4.8776545;52.382947;
277;"Wonen 56% - Voorzieningen 39% - Werken 5%";"AB47_00003232";1286;898;110;2294;56;39;5;"WON_VZN";"MULTIPOLYGON(((4.877934 52.383337,4.877847 52.383236,4.877814 52.383235,4.877789 52.383208,4.877748 52.383208,4.877675 52.383157,4.877702 52.383129,4.877634 52.383104,4.877614 52.383064,4.877541 52.383063,4.877453 52.383063,4.877426 52.383092,4.877424 52.383094,4.877884 52.383383,4.877934 52.383337)),((4.878471 52.383678,4.87843 52.383634,4.878424 52.383633,4.878379 52.383633,4.878401 52.383608,4.878368 52.383572,4.878314 52.383561,4.878285 52.383525,4.878251 52.383525,4.878226 52.383498,4.878138 52.383497,4.87811 52.383526,4.878409 52.383714,4.878471 52.383678)),((4.878153 52.383454,4.878095 52.383392,4.877978 52.383392,4.877948 52.383423,4.878094 52.383516,4.878153 52.383454)))";"MULTIPOLYGON(((52.383337 4.877934,52.383236 4.877847,52.383235 4.877814,52.383208 4.877789,52.383208 4.877748,52.383157 4.877675,52.383129 4.877702,52.383104 4.877634,52.383064 4.877614,52.383063 4.877541,52.383063 4.877453,52.383092 4.877426,52.383094 4.877424,52.383383 4.877884,52.383337 4.877934)),((52.383678 4.878471,52.383634 4.87843,52.383633 4.878424,52.383633 4.878379,52.383608 4.878401,52.383572 4.878368,52.383561 4.878314,52.383525 4.878285,52.383525 4.878251,52.383498 4.878226,52.383497 4.878138,52.383526 4.87811,52.383714 4.878409,52.383678 4.878471)),((52.383454 4.878153,52.383392 4.878095,52.383392 4.877978,52.383423 4.877948,52.383516 4.878094,52.383454 4.878153)))";4.8779525;52.3833815;
278;"Wonen 61% - Voorzieningen 29% - Werken 10%";"AB47_00003233";888;418;152;1458;61;29;10;"WON_VZN";"MULTIPOLYGON(((4.878712 52.383437,4.878741 52.383468,4.878826 52.383468,4.878827 52.383468,4.878855 52.38344,4.878449 52.383182,4.878381 52.383223,4.878463 52.383296,4.878497 52.383296,4.878566 52.38335,4.878617 52.38335,4.878664 52.383398,4.878712 52.383405,4.878697 52.383421,4.878712 52.383437)),((4.878428 52.38317,4.878294 52.383086,4.87823 52.38314,4.878281 52.383195,4.878369 52.383196,4.878428 52.38317)),((4.87786 52.382898,4.877867 52.382898,4.877953 52.38297,4.878041 52.38297,4.878067 52.382944,4.877859 52.382812,4.877854 52.382814,4.877818 52.382825,4.877799 52.382845,4.877793 52.382851,4.877836 52.382898,4.87786 52.382898)))";"MULTIPOLYGON(((52.383437 4.878712,52.383468 4.878741,52.383468 4.878826,52.383468 4.878827,52.38344 4.878855,52.383182 4.878449,52.383223 4.878381,52.383296 4.878463,52.383296 4.878497,52.38335 4.878566,52.38335 4.878617,52.383398 4.878664,52.383405 4.878712,52.383421 4.878697,52.383437 4.878712)),((52.38317 4.878428,52.383086 4.878294,52.38314 4.87823,52.383195 4.878281,52.383196 4.878369,52.38317 4.878428)),((52.382898 4.87786,52.382898 4.877867,52.38297 4.877953,52.38297 4.878041,52.382944 4.878067,52.382812 4.877859,52.382814 4.877854,52.382825 4.877818,52.382845 4.877799,52.382851 4.877793,52.382898 4.877836,52.382898 4.87786)))";4.878329;52.383133;
279;"Wonen 69% - Voorzieningen 23% - Werken 9%";"AB48_00002554";396;130;50;576;69;23;9;"WON_VZN";"POLYGON((4.879013 52.38364,4.879076 52.38364,4.879127 52.383609,4.879128 52.383608,4.879032 52.38355,4.878788 52.383675,4.878797 52.383702,4.878885 52.383702,4.87891 52.383675,4.878959 52.383675,4.878993 52.38364,4.879013 52.38364))";"POLYGON((52.38364 4.879013,52.38364 4.879076,52.383609 4.879127,52.383608 4.879128,52.38355 4.879032,52.383675 4.878788,52.383702 4.878797,52.383702 4.878885,52.383675 4.87891,52.383675 4.878959,52.38364 4.878993,52.38364 4.879013))";4.878963;52.383619;
280;"Wonen 91% - Voorzieningen 9% - Werken 0%";"AB48_00003232";4448;450;0;4898;91;9;0;"WON";"MULTIPOLYGON(((4.87856 52.383809,4.878905 52.384025,4.878947 52.384035,4.87895 52.384053,4.879631 52.384478,4.879675 52.384478,4.879714 52.384432,4.87967 52.384385,4.879597 52.384384,4.879612 52.384368,4.879568 52.384321,4.879509 52.384321,4.879524 52.384305,4.879481 52.384258,4.879425 52.384258,4.879407 52.38424,4.879374 52.38424,4.879174 52.384095,4.879087 52.384005,4.878992 52.383995,4.878912 52.383896,4.878828 52.383896,4.878795 52.38386,4.878764 52.38386,4.878678 52.383769,4.878628 52.383769,4.87856 52.383809)),((4.879675 52.384478,4.879661 52.384497,4.880232 52.384851,4.880267 52.384858,4.880407 52.384959,4.880519 52.384897,4.880446 52.384851,4.880468 52.384838,4.880417 52.384837,4.8804 52.384819,4.880319 52.384819,4.880254 52.38472,4.880175 52.384719,4.880195 52.384685,4.880152 52.384639,4.880103 52.384638,4.880079 52.384611,4.879999 52.384611,4.879918 52.384503,4.87983 52.384502,4.879772 52.384475,4.879675 52.384478)))";"MULTIPOLYGON(((52.383809 4.87856,52.384025 4.878905,52.384035 4.878947,52.384053 4.87895,52.384478 4.879631,52.384478 4.879675,52.384432 4.879714,52.384385 4.87967,52.384384 4.879597,52.384368 4.879612,52.384321 4.879568,52.384321 4.879509,52.384305 4.879524,52.384258 4.879481,52.384258 4.879425,52.38424 4.879407,52.38424 4.879374,52.384095 4.879174,52.384005 4.879087,52.383995 4.878992,52.383896 4.878912,52.383896 4.878828,52.38386 4.878795,52.38386 4.878764,52.383769 4.878678,52.383769 4.878628,52.383809 4.87856)),((52.384478 4.879675,52.384497 4.879661,52.384851 4.880232,52.384858 4.880267,52.384959 4.880407,52.384897 4.880519,52.384851 4.880446,52.384838 4.880468,52.384837 4.880417,52.384819 4.8804,52.384819 4.880319,52.38472 4.880254,52.384719 4.880175,52.384685 4.880195,52.384639 4.880152,52.384638 4.880103,52.384611 4.880079,52.384611 4.879999,52.384503 4.879918,52.384502 4.87983,52.384475 4.879772,52.384478 4.879675)))";4.8795445;52.384357;
281;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AB48_00003233";3398;0;0;3398;100;0;0;"WON";"MULTIPOLYGON(((4.879013 52.38364,4.879047 52.383676,4.879136 52.383685,4.879265 52.383838,4.879344 52.383839,4.879397 52.383878,4.879367 52.383909,4.879411 52.383956,4.879528 52.383956,4.879622 52.384055,4.879791 52.384065,4.879818 52.384038,4.879127 52.383609,4.879086 52.383582,4.879048 52.383582,4.879003 52.383629,4.879013 52.38364)),((4.880812 52.384744,4.880903 52.384739,4.880904 52.384739,4.880893 52.384732,4.880874 52.38472,4.880881 52.384699,4.880337 52.384361,4.880287 52.384407,4.880307 52.38443,4.880286 52.384452,4.880337 52.384507,4.88043 52.384508,4.880447 52.384527,4.880487 52.384527,4.88052 52.384563,4.880602 52.384563,4.880578 52.384588,4.880622 52.384635,4.880662 52.384635,4.880812 52.384744)),((4.880315 52.384347,4.879887 52.38408,4.87982 52.384127,4.879845 52.384154,4.879781 52.384201,4.879907 52.384255,4.879969 52.384212,4.879995 52.38424,4.879965 52.384271,4.880009 52.384318,4.880097 52.384318,4.880113 52.3843,4.880132 52.384321,4.880111 52.384344,4.880162 52.384399,4.880265 52.384399,4.880315 52.384347)))";"MULTIPOLYGON(((52.38364 4.879013,52.383676 4.879047,52.383685 4.879136,52.383838 4.879265,52.383839 4.879344,52.383878 4.879397,52.383909 4.879367,52.383956 4.879411,52.383956 4.879528,52.384055 4.879622,52.384065 4.879791,52.384038 4.879818,52.383609 4.879127,52.383582 4.879086,52.383582 4.879048,52.383629 4.879003,52.38364 4.879013)),((52.384744 4.880812,52.384739 4.880903,52.384739 4.880904,52.384732 4.880893,52.38472 4.880874,52.384699 4.880881,52.384361 4.880337,52.384407 4.880287,52.38443 4.880307,52.384452 4.880286,52.384507 4.880337,52.384508 4.88043,52.384527 4.880447,52.384527 4.880487,52.384563 4.88052,52.384563 4.880602,52.384588 4.880578,52.384635 4.880622,52.384635 4.880662,52.384744 4.880812)),((52.384347 4.880315,52.38408 4.879887,52.384127 4.87982,52.384154 4.879845,52.384201 4.879781,52.384255 4.879907,52.384212 4.879969,52.38424 4.879995,52.384271 4.879965,52.384318 4.880009,52.384318 4.880097,52.3843 4.880113,52.384321 4.880132,52.384344 4.880111,52.384399 4.880162,52.384399 4.880265,52.384347 4.880315)))";4.8799585;52.384156;
282;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AB48_00003840";1114;0;0;1114;100;0;0;"WON";"POLYGON((4.880951 52.38477,4.880903 52.384739,4.880893 52.384732,4.880827 52.384731,4.880812 52.384744,4.880711 52.384823,4.880491 52.384928,4.880442 52.384974,4.880522 52.385005,4.880587 52.385007,4.880726 52.384914,4.880772 52.384913,4.88085 52.384843,4.880884 52.384843,4.880951 52.38477))";"POLYGON((52.38477 4.880951,52.384739 4.880903,52.384732 4.880893,52.384731 4.880827,52.384744 4.880812,52.384823 4.880711,52.384928 4.880491,52.384974 4.880442,52.385005 4.880522,52.385007 4.880587,52.384914 4.880726,52.384913 4.880772,52.384843 4.88085,52.384843 4.880884,52.38477 4.880951))";4.8807015;52.384862;
283;"Wonen 51% - Voorzieningen 49% - Werken 0%";"AB49_00002591";1232;1175;0;2407;51;49;0;"WON_VZN";"POLYGON((4.878727 52.382102,4.878698 52.382071,4.87861 52.38207,4.878592 52.382083,4.878537 52.38212,4.878594 52.382133,4.87855 52.382137,4.878481 52.382178,4.878447 52.382169,4.878422 52.382195,4.878388 52.382195,4.878303 52.382276,4.87827 52.382276,4.878252 52.382295,4.878226 52.382267,4.878137 52.382266,4.878078 52.382313,4.878019 52.382329,4.87796 52.382393,4.877901 52.382409,4.877855 52.382462,4.877795 52.382529,4.877782 52.382545,4.877833 52.3826,4.877882 52.3826,4.877947 52.382571,4.878006 52.382485,4.878062 52.382485,4.878117 52.382413,4.87818 52.382414,4.878242 52.382341,4.878268 52.382369,4.878298 52.382356,4.878727 52.382102))";"POLYGON((52.382102 4.878727,52.382071 4.878698,52.38207 4.87861,52.382083 4.878592,52.38212 4.878537,52.382133 4.878594,52.382137 4.87855,52.382178 4.878481,52.382169 4.878447,52.382195 4.878422,52.382195 4.878388,52.382276 4.878303,52.382276 4.87827,52.382295 4.878252,52.382267 4.878226,52.382266 4.878137,52.382313 4.878078,52.382329 4.878019,52.382393 4.87796,52.382409 4.877901,52.382462 4.877855,52.382529 4.877795,52.382545 4.877782,52.3826 4.877833,52.3826 4.877882,52.382571 4.877947,52.382485 4.878006,52.382485 4.878062,52.382413 4.878117,52.382414 4.87818,52.382341 4.878242,52.382369 4.878268,52.382356 4.878298,52.382102 4.878727))";4.8782595;52.382328;
284;"Wonen 89% - Voorzieningen 2% - Werken 9%";"AB49_00003233";2532;61;242;2835;89;2;9;"WON";"MULTIPOLYGON(((4.877795 52.382529,4.877826 52.382529,4.877871 52.382483,4.877855 52.382462,4.877827 52.382427,4.877683 52.382417,4.877573 52.382345,4.877535 52.382291,4.877443 52.382281,4.877214 52.382109,4.87718 52.382109,4.876689 52.381784,4.876616 52.381783,4.876479 52.381675,4.876441 52.381675,4.876409 52.381707,4.877684 52.38251,4.87772 52.382511,4.877738 52.382529,4.877795 52.382529)),((4.876397 52.381623,4.876235 52.381521,4.876178 52.381521,4.876154 52.381545,4.876344 52.381665,4.876397 52.381623)))";"MULTIPOLYGON(((52.382529 4.877795,52.382529 4.877826,52.382483 4.877871,52.382462 4.877855,52.382427 4.877827,52.382417 4.877683,52.382345 4.877573,52.382291 4.877535,52.382281 4.877443,52.382109 4.877214,52.382109 4.87718,52.381784 4.876689,52.381783 4.876616,52.381675 4.876479,52.381675 4.876441,52.381707 4.876409,52.38251 4.877684,52.382511 4.87772,52.382529 4.877738,52.382529 4.877795)),((52.381623 4.876397,52.381521 4.876235,52.381521 4.876178,52.381545 4.876154,52.381665 4.876344,52.381623 4.876397)))";4.8770175;52.382018;
285;"Wonen 98% - Voorzieningen 1% - Werken 1%";"AB49_00003391";3730;40;55;3825;98;1;1;"WON";"POLYGON((4.878592 52.382083,4.878651 52.382083,4.878668 52.382101,4.878727 52.382102,4.878773 52.382075,4.878766 52.382052,4.877931 52.381852,4.87641 52.381487,4.876384 52.381514,4.876427 52.381561,4.876483 52.381562,4.876594 52.381625,4.876688 52.381616,4.876705 52.381634,4.876761 52.381635,4.876779 52.381653,4.876893 52.381662,4.87691 52.38168,4.87704 52.381699,4.877057 52.381717,4.877171 52.381726,4.877247 52.381763,4.877486 52.3818,4.877511 52.381827,4.877625 52.381836,4.877643 52.381854,4.877699 52.381854,4.877716 52.381872,4.877808 52.381891,4.877833 52.381918,4.877887 52.381918,4.877921 52.381918,4.877939 52.3819,4.877965 52.381927,4.878021 52.381928,4.878038 52.381946,4.878094 52.381946,4.878112 52.381964,4.878175 52.381964,4.878199 52.381991,4.878329 52.382001,4.878346 52.382019,4.878402 52.382019,4.878419 52.382037,4.87849 52.382038,4.878507 52.382056,4.878556 52.382056,4.87858 52.382083,4.878592 52.382083))";"POLYGON((52.382083 4.878592,52.382083 4.878651,52.382101 4.878668,52.382102 4.878727,52.382075 4.878773,52.382052 4.878766,52.381852 4.877931,52.381487 4.87641,52.381514 4.876384,52.381561 4.876427,52.381562 4.876483,52.381625 4.876594,52.381616 4.876688,52.381634 4.876705,52.381635 4.876761,52.381653 4.876779,52.381662 4.876893,52.38168 4.87691,52.381699 4.87704,52.381717 4.877057,52.381726 4.877171,52.381763 4.877247,52.3818 4.877486,52.381827 4.877511,52.381836 4.877625,52.381854 4.877643,52.381854 4.877699,52.381872 4.877716,52.381891 4.877808,52.381918 4.877833,52.381918 4.877887,52.381918 4.877921,52.3819 4.877939,52.381927 4.877965,52.381928 4.878021,52.381946 4.878038,52.381946 4.878094,52.381964 4.878112,52.381964 4.878175,52.381991 4.878199,52.382001 4.878329,52.382019 4.878346,52.382019 4.878402,52.382037 4.878419,52.382038 4.87849,52.382056 4.878507,52.382056 4.878556,52.382083 4.87858,52.382083 4.878592))";4.8775835;52.3817875;
286;"Wonen 21% - Voorzieningen 74% - Werken 5%";"AB50_00002554";440;1574;100;2114;21;74;5;"VZN";"MULTIPOLYGON(((4.87959 52.383015,4.879561 52.382983,4.879458 52.382983,4.879406 52.383037,4.879348 52.383038,4.879288 52.3831,4.879343 52.383159,4.87959 52.383015)),((4.879935 52.382814,4.879909 52.382786,4.87985 52.382786,4.879717 52.382877,4.879754 52.382917,4.879935 52.382814)),((4.879213 52.383234,4.87917 52.383187,4.879104 52.383187,4.879022 52.383231,4.879005 52.383241,4.878949 52.383249,4.878937 52.383262,4.878915 52.383285,4.879005 52.383343,4.879213 52.383234)))";"MULTIPOLYGON(((52.383015 4.87959,52.382983 4.879561,52.382983 4.879458,52.383037 4.879406,52.383038 4.879348,52.3831 4.879288,52.383159 4.879343,52.383015 4.87959)),((52.382814 4.879935,52.382786 4.879909,52.382786 4.87985,52.382877 4.879717,52.382917 4.879754,52.382814 4.879935)),((52.383234 4.879213,52.383187 4.87917,52.383187 4.879104,52.383231 4.879022,52.383241 4.879005,52.383249 4.878949,52.383262 4.878937,52.383285 4.878915,52.383343 4.879005,52.383234 4.879213)))";4.87943;52.3830575;
287;"Wonen 24% - Voorzieningen 16% - Werken 60%";"AB50_00002591";780;513;1974;3267;24;16;60;"GEMENGD";"MULTIPOLYGON(((4.878194 52.382603,4.878236 52.382648,4.878324 52.382648,4.878352 52.382619,4.878442 52.382622,4.878485 52.382577,4.878516 52.382577,4.878559 52.382532,4.87859 52.382532,4.878664 52.382468,4.878661 52.382448,4.878752 52.382452,4.878797 52.382406,4.878734 52.382358,4.878695 52.382331,4.878652 52.382331,4.878194 52.382603)),((4.879073 52.382622,4.879015 52.38256,4.878919 52.382617,4.878894 52.382602,4.878828 52.382641,4.878874 52.382692,4.879006 52.382692,4.879073 52.382622)),((4.878734 52.382358,4.878827 52.382354,4.878871 52.382307,4.878828 52.38226,4.878774 52.38226,4.878695 52.382305,4.878734 52.382358)))";"MULTIPOLYGON(((52.382603 4.878194,52.382648 4.878236,52.382648 4.878324,52.382619 4.878352,52.382622 4.878442,52.382577 4.878485,52.382577 4.878516,52.382532 4.878559,52.382532 4.87859,52.382468 4.878664,52.382448 4.878661,52.382452 4.878752,52.382406 4.878797,52.382358 4.878734,52.382331 4.878695,52.382331 4.878652,52.382603 4.878194)),((52.382622 4.879073,52.38256 4.879015,52.382617 4.878919,52.382602 4.878894,52.382641 4.878828,52.382692 4.878874,52.382692 4.879006,52.382622 4.879073)),((52.382358 4.878734,52.382354 4.878827,52.382307 4.878871,52.38226 4.878828,52.38226 4.878774,52.382305 4.878695,52.382358 4.878734)))";4.8786385;52.382469;
288;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AB50_00003233";1990;0;0;1990;100;0;0;"WON";"MULTIPOLYGON(((4.878512 52.382944,4.878462 52.38289,4.878492 52.38286,4.87847 52.382845,4.878393 52.382807,4.878313 52.382842,4.878337 52.382799,4.878294 52.382743,4.878257 52.382743,4.878221 52.382689,4.878177 52.382671,4.878089 52.38267,4.878044 52.382717,4.878079 52.382755,4.878114 52.382764,4.878218 52.382843,4.878278 52.382846,4.878264 52.382872,4.87846 52.382997,4.878512 52.382944)),((4.878937 52.383262,4.878993 52.383262,4.879022 52.383231,4.879037 52.383216,4.878948 52.38315,4.878906 52.38315,4.878872 52.383186,4.878832 52.383186,4.878804 52.383215,4.878906 52.38328,4.878937 52.383262)),((4.878877 52.383107,4.878805 52.38306,4.878745 52.38306,4.878674 52.383132,4.878777 52.383198,4.878877 52.383107)),((4.878716 52.383016,4.878663 52.382969,4.878585 52.382969,4.878525 52.383025,4.878605 52.38309,4.878642 52.38309,4.878716 52.383016)))";"MULTIPOLYGON(((52.382944 4.878512,52.38289 4.878462,52.38286 4.878492,52.382845 4.87847,52.382807 4.878393,52.382842 4.878313,52.382799 4.878337,52.382743 4.878294,52.382743 4.878257,52.382689 4.878221,52.382671 4.878177,52.38267 4.878089,52.382717 4.878044,52.382755 4.878079,52.382764 4.878114,52.382843 4.878218,52.382846 4.878278,52.382872 4.878264,52.382997 4.87846,52.382944 4.878512)),((52.383262 4.878937,52.383262 4.878993,52.383231 4.879022,52.383216 4.879037,52.38315 4.878948,52.38315 4.878906,52.383186 4.878872,52.383186 4.878832,52.383215 4.878804,52.38328 4.878906,52.383262 4.878937)),((52.383107 4.878877,52.38306 4.878805,52.38306 4.878745,52.383132 4.878674,52.383198 4.878777,52.383107 4.878877)),((52.383016 4.878716,52.382969 4.878663,52.382969 4.878585,52.383025 4.878525,52.38309 4.878605,52.38309 4.878642,52.383016 4.878716)))";4.8785455;52.382968;
