OBJECTNUMMER;Adres;Soort;Datum;Omschrijving;Foto;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
423;"Krommeniestraat 21";"Omgevingsschade";"27/8/42";"Schade";"";"POINT(4.875325,52.3912932)";"POINT(52.3912932,4.875325)";4.875325;52.3912932;
424;"Ouderkerkerdijk";"Overig";"2/10/42";"Gedeeltelijk ontbrand. Geen schade en geen persoonlijke ongevallen";"";"POINT(4.9008148,52.3302924)";"POINT(52.3302924,4.9008148)";4.9008148;52.3302924;
425;"Ouderkerkerdijk 150";"Bom, granaat, afweergeschut";"21/10/42";"Ongeveer 40 staafbrandbommen. Een schuurtje op het sportterrein licht beschadigd";"";"POINT(4.905225,52.3283927)";"POINT(52.3283927,4.905225)";4.905225;52.3283927;
426;"Osdorperweg 333";"Overig";"10/10/42";"Op het land van Cornelis Roos, , Een gescheurde gummiballon gedaald met een springlading ter grootte van een conservenblik met lont Geen schade.";"";"POINT(4.7876451,52.3609931)";"POINT(52.3609931,4.7876451)";4.7876451;52.3609931;
427;"Nieuwemeerdijk";"Luchtaanval";"12/12/42";"Schepen beschoten door Engelse vliegtuigen met boordwapens. 9 gewonden.";"";"POINT(4.8050849,52.3318946)";"POINT(52.3318946,4.8050849)";4.8050849;52.3318946;
428;"Volewijkspark";"Vliegtuig(onderdeel) neergestort";"20/12/42";"Vliegtuig brandend neergeschoten . Schade aan plantsoen.  Archief 5225-6488 Politie dagrapporten. 2 december 1942. 22.40  Ip. De Vries Humel rapporteert dat te 21.15 uur een vliegtuig brandend is neergestort in het Volewijkspark, alhier. Een vermoedelijk Engels marconist kwam terecht in een dakkamertje van perceel Adelaarsweg 116, alhier. En werd daar dood aangetroffen terwijl een been op den Adelaarsweg voor perceel 116 lag. De brand werd door de brandweer gebluscht met 30 stralen en twee schuimapparaten. De bewaking van het vliegtuig is overgenomen door de Duitsche Weermacht, eveneens het lijk van den marconist. Op last van de Duitse weermacht wordt het Volewijkspark door een detachement van het Politie-Bataljon afgezet. Tot nu toe werd slechts schade vastgesteld aan het dak van het perceel Adelaarsweg 116, alhier, in gebruik bij H. J. Licher, Brigadier van politie. Een afschrift van dit rapprt naar H.B. kamer 16 verzonden.  ";"";"POINT(4.9217551,52.3935935)";"POINT(52.3935935,4.9217551)";4.9217551;52.3935935;
429;"Noorderweg 192";"Bom, granaat, afweergeschut";"29/1/43";"5 brisantbommen gevallen en geëxplodeerd. Op het land van A. van Woerkom.";"";"POINT(4.740865,52.4286925)";"POINT(52.4286925,4.740865)";4.740865;52.4286925;
430;"Durgerdammergouw 157";"Mitrailleurvuur";"12/3/43";"Vermoedelijk door mitrailleurvuur brand ontstaan in de schuur waarin stro en landbouwwerktuigen waren opgeslagen De houten schuur met inhoud totaal verbrand.";"";"POINT(5.002125,52.381993)";"POINT(52.381993,5.002125)";5.002125;52.381993;
431;"Sieringweg";"Bom, granaat, afweergeschut";"26/3/43";"Granaat van het luchtdoelgeschut neergekomen en geëxplodeerd. Geen schade en geen persoonlijke ongelukken.";"";"POINT(4.7320249,52.429093)";"POINT(52.429093,4.7320249)";4.7320249;52.429093;
432;"Insulindeweg 154";"Bom, granaat, afweergeschut";"8/4/43";"Brandbommen.Zolder verbrand door brandbommen, door bewoners geblust";"";"POINT(4.9363749,52.3609931)";"POINT(52.3609931,4.9363749)";4.9363749;52.3609931;
433;"Javaplantsoen";"Bom, granaat, afweergeschut";"8/4/43";"Brandbom uitgebrand.";"";"POINT(4.9453952,52.3627936)";"POINT(52.3627936,4.9453952)";4.9453952;52.3627936;
434;"Ooster Ringdijk 18";"Bom, granaat, afweergeschut";"8/4/43";"Brandbommen. 1 tuinhuisje door brandbommen getroffen en vernield";"";"POINT(4.962455,52.3564917)";"POINT(52.3564917,4.962455)";4.962455;52.3564917;
435;"Zuider IJdijk 10";"Bom, granaat, afweergeschut";"8/4/43";"8 brandbommen. Tuinen. Geen schade.";"";"POINT(4.9586952,52.3650939)";"POINT(52.3650939,4.9586952)";4.9586952;52.3650939;
436;"Zuider IJdijk 12";"Bom, granaat, afweergeschut";"8/4/43";"1 brandbom door het dak van de schuur geslagen. Schuur: `Schade: een gat in het dak, een brandgat in de vloermat en in de vloer, alsmede een voorwiel van een rijwiel met band beschadigd.`";"";"POINT(4.9588849,52.3649947)";"POINT(52.3649947,4.9588849)";4.9588849;52.3649947;
437;"Zuider IJdijk 6";"Bom, granaat, afweergeschut";"8/4/43";"9 brandbommen. Geen schade";"";"POINT(4.9581449,52.3656928)";"POINT(52.3656928,4.9581449)";4.9581449;52.3656928;
438;"Zuider IJdijk";"Bom, granaat, afweergeschut";"8/4/43";"3 brandbommen. 3 gaten in het wegdek van de brug";"";"POINT(4.9581048,52.3659941)";"POINT(52.3659941,4.9581048)";4.9581048;52.3659941;
439;"Petroleumhaven";"Mitrailleurvuur";"10/4/43";"Beschieting met boordwapens door Engelse vliegtuigen. `2 Engelsche vliegtuigen hebben Petroleumhaven beschoten met boordwapens; 2 tanks getroffen evenals ketelhuis 1 en 2. Geen brand en geen slachtoffers.`";"";"POINT(4.856395,52.4120947)";"POINT(52.4120947,4.856395)";4.856395;52.4120947;
440;"Hemweg";"Vliegtuig(onderdeel) neergestort";"3/5/43";"2 vliegtuigen neergekomen.";"";"POINT(4.8303449,52.4094931)";"POINT(52.4094931,4.8303449)";4.8303449;52.4094931;
441;"Watertorenplein";"Bom, granaat, afweergeschut";"3/5/43";"2 niet-ontplofte bommen, waaronder 1 van ongeveer 500 kg. Op 7 mei opgeruimd";"";"POINT(4.8679049,52.3845946)";"POINT(52.3845946,4.8679049)";4.8679049;52.3845946;
442;"Stavangerweg 890";"Bom, granaat, afweergeschut";"3/5/43";"1 niet-ontplofte bom.";"";"POINT(4.8816049,52.3932921)";"POINT(52.3932921,4.8816049)";4.8816049;52.3932921;
443;"Korte Ouderkerkerdijk 10";"Luchtaanval";"17/5/43";"Vier vliegtuigen voerden een aanval met mitrailleurvuur uit. 12 tijdbommen uitgeworpen, waarvan 2 ontploften. Schade door granaatinslag en scherven van granaten van het afweergeschut: Middenweg 54; Zacharias Jansestraat 20, Transvaalkade 69, Transvaalstraat 81, Pretoriusstraat 71. Schade door mitrailleurvuur: Chasséstraat 100, Amstellaan 17, Amstellaan 64, A.M.V.J.-gebouw, Gebouw Atlanta en gebouw van de Duitse Veldpost. Voorts werd glasschade gemeld aan Rivierenlaan 2-28 en Boterdiepstraat 50-60. 4 lichtgewonden door mitrailleurkogels en granaatscherven. Lichte glasschade aan de Zuidergasfabriek";"";"POINT(4.9169052,52.3404929)";"POINT(52.3404929,4.9169052)";4.9169052;52.3404929;
444;"Ringdijk 68";"Bom, granaat, afweergeschut";"17/5/43";"Niet-geëxplodeerde 3,7 cm granaat van het afweergeschut gevonden op het dak.";"";"POINT(4.9191549,52.3508917)";"POINT(52.3508917,4.9191549)";4.9191549;52.3508917;
445;"Zeeburgerdijk 228";"Vliegtuig(onderdeel) neergestort";"11/6/43";"Onderdeeltje van een vliegtuig gevonden. `Het dak van de loods, bestaande uit gegalvaniseerde platen, is beschadigd.`";"";"POINT(4.9395449,52.3661925)";"POINT(52.3661925,4.9395449)";4.9395449;52.3661925;
446;"Ransdorp";"Bom, granaat, afweergeschut";"11/6/43";"Onbekend projectiel op het dak terecht gekomen. 3 dakpannen en 2 ruiten gesprongen.";"";"POINT(4.9924352,52.393994)";"POINT(52.393994,4.9924352)";4.9924352;52.393994;
447;"Schellingwouderdijk 420";"Vliegtuig(onderdeel) neergestort";"15/6/43";"Vliegtuig brandend neergestort.";"";"POINT(4.9676449,52.3803946)";"POINT(52.3803946,4.9676449)";4.9676449;52.3803946;
448;"Mercatorstraat";"Bom, granaat, afweergeschut";"24/6/43";"Projectiel. waarschijnlijk afkomstig van het afweergeschut van 4 cm afgenomen van kinderen.";"";"POINT(4.8500149,52.3727919)";"POINT(52.3727919,4.8500149)";4.8500149;52.3727919;
449;"Petroleumhavenweg 112";"Mitrailleurvuur";"3/7/43";"Huizen door mitrailleurvuur beschoten. Geen persoonlijke ongelukken.";"";"POINT(4.8586252,52.4140936)";"POINT(52.4140936,4.8586252)";4.8586252;52.4140936;
450;"Arntzeniusweg 65";"Omgevingsschade";"3/7/43";"1 ruit vernield";"";"POINT(4.936125,52.3547942)";"POINT(52.3547942,4.936125)";4.936125;52.3547942;
451;"Bothastraat 42, nu Luthulistraat.";"Bom, granaat, afweergeschut";"7/7/43";"Granaat van het afweergeschut kaliber ca. 5 cm gevonden in leegstaande joodse woning";"";"POINT(4.9187648,52.3524939)";"POINT(52.3524939,4.9187648)";4.9187648;52.3524939;
452;"Amsterdam-Noord tussen Meeuwenlaan en Buiksloterkanaal";"Luchtaanval";"17/7/43";"`Om 8.55 uur zijn naar schatting een vijftigtal brisantbommen afgeworpen door een veertigtal vliegtuigen boven Amsterdam Noord, in het stadsgedeelte liggende tusschen Meeuwenlaan en Buiksloterkanaal.`  Op 21 juli was de totale schade:  106 huizen vernield. 206 huizen beschadigd 667 huizen met glas- en dakschade 158 doden";"Ritakerk.jpg";"POINT(4.9183652,52.3867919)";"POINT(52.3867919,4.9183652)";4.9183652;52.3867919;
453;"Kwartelstraat 43 en 47";"Bom, granaat, afweergeschut";"3/7/43";"Kwartelstraat 34 en 37 vernietigd, alle nummers zware glas- en dakschade";"";"POINT(4.9201748,52.3874938)";"POINT(52.3874938,4.9201748)";4.9201748;52.3874938;
454;"Buiksloterdijk";"Bom, granaat, afweergeschut";"17/7/43";"3 bommen in dijk en op wegdek.";"";"POINT(4.9208252,52.399594)";"POINT(52.399594,4.9208252)";4.9208252;52.399594;
455;"Floraparkweg";"Bom, granaat, afweergeschut";"17/7/43";"Ongeveer 10 bommen geëxplodeerd";"";"POINT(4.9208252,52.3955924)";"POINT(52.3955924,4.9208252)";4.9208252;52.3955924;
456;"Floraparkweg";"Bom, granaat, afweergeschut";"17/7/43";"1 blindganger";"";"POINT(4.9205749,52.3952948)";"POINT(52.3952948,4.9205749)";4.9205749;52.3952948;
457;"Meidoornplein 2";"Bom, granaat, afweergeschut";"17/7/43";"1 blindganger";"";"POINT(4.911545,52.3876921)";"POINT(52.3876921,4.911545)";4.911545;52.3876921;
458;"Nieuwendammerdijk 1";"Luchtaanval";"17/7/43";"Ongeveer 20 blindgangers";"";"POINT(4.9248249,52.3912932)";"POINT(52.3912932,4.9248249)";4.9248249;52.3912932;
459;"Zunderdorp";"Overig";"21/7/43";"3 onbeschadigde flessen met fosforrubberoplossing gevonden.";"";"POINT(5.0025651,52.4105918)";"POINT(52.4105918,5.0025651)";5.0025651;52.4105918;
460;"Schiphol";"Bom, granaat, afweergeschut";"25/7/43";"Bommen neergekomen. Zware brand.";"";"POINT(4.8012049,52.3127944)";"POINT(52.3127944,4.8012049)";4.8012049;52.3127944;
461;"Nieuwe Batavierstraat 2";"Bom, granaat, afweergeschut";"27/7/43";"Niet-ontplofte granaat van het afweergeschut van circa 7 cm.";"";"POINT(4.9040348,52.3706938)";"POINT(52.3706938,4.9040348)";4.9040348;52.3706938;
462;"Schiphol";"Bom, granaat, afweergeschut";"27/7/43";"Een aantal bommen neergekomen.";"";"POINT(4.8082449,52.3093917)";"POINT(52.3093917,4.8082449)";4.8082449;52.3093917;
463;"Distelweg 96";"Bom, granaat, afweergeschut";"28/7/43";"Brisantbom. [In totaal 9 woonhuizen vernietigd, 11 zwaar beschadigd, 207 met glas- en dakschade; 13 doden, 22 zwaargewonden en 36 lichtgewonden]";"";"POINT(4.9029548,52.3935935)";"POINT(52.3935935,4.9029548)";4.9029548;52.3935935;
464;"Floraparkweg";"Bom, granaat, afweergeschut";"5/8/43";"Blindganger gevonden";"";"POINT(4.9189851,52.3958937)";"POINT(52.3958937,4.9189851)";4.9189851;52.3958937;
465;"Frogerweg 179";"Vliegtuig(onderdeel) neergestort";"7/8/43";"Benzinetank van een vliegtuig gevonden.";"";"POINT(4.7361448,52.4253928)";"POINT(52.4253928,4.7361448)";4.7361448;52.4253928;
466;"Zunderdorp";"Vliegtuig(onderdeel) neergestort";"10/8/43";"Benzinetank van een vliegtuig gevonden.";"";"POINT(4.9620449,52.4077918)";"POINT(52.4077918,4.9620449)";4.9620449;52.4077918;
467;"Nieuwe Brugsteeg 13";"Bom, granaat, afweergeschut";"16/8/43";"Engelse staafbrandbom (thermiet-elektron) neergekomen. Brand geblust met zand; geen schade.";"";"POINT(4.899595,52.3761946)";"POINT(52.3761946,4.899595)";4.899595;52.3761946;
468;"Frogerweg 179";"Vliegtuig(onderdeel) neergestort";"20/8/43";"Benzinetank van een vliegtuig gevonden.";"";"POINT(4.729965,52.4264914)";"POINT(52.4264914,4.729965)";4.729965;52.4264914;
469;"Schiphol";"Bom, granaat, afweergeschut";"3/10/43";"Een aantal bommen neergekomen.";"";"POINT(4.8097851,52.3126914)";"POINT(52.3126914,4.8097851)";4.8097851;52.3126914;
470;"Nieuwe Kalfjeslaan 21";"Bom, granaat, afweergeschut";"3/10/43";"Een aantal bommen neergekomen";"";"POINT(4.8490951,52.3215949)";"POINT(52.3215949,4.8490951)";4.8490951;52.3215949;
471;"Osdorperbinnenpolder";"Vliegtuig(onderdeel) neergestort";"7/10/43";"Vliegtuig neergekomen.";"";"POINT(4.8406851,52.384194)";"POINT(52.384194,4.8406851)";4.8406851;52.384194;
472;"Diamantstraat 60";"Bom, granaat, afweergeschut";"7/10/43";"Granaat van het afweergeschut ingeslagen en ontploft. Aanzienlijke schade.";"";"POINT(4.9057949,52.3515936)";"POINT(52.3515936,4.9057949)";4.9057949;52.3515936;
473;"Osdorperweg 416";"Bom, granaat, afweergeschut";"10/10/43";"Benzinetank gevonden.";"";"POINT(4.7881148,52.3600928)";"POINT(52.3600928,4.7881148)";4.7881148;52.3600928;
474;"Ooster ringdijk 18";"Vliegtuig(onderdeel) neergestort";"10/10/43";"Benzinetank ter grootte van ongeveer 1,5 meter en met een inhoud van ongeveer 10 liter gevonden";"";"POINT(4.9630349,52.3563925)";"POINT(52.3563925,4.9630349)";4.9630349;52.3563925;
475;"Buikslotermeerdijk 302";"Vliegtuig(onderdeel) neergestort";"11/11/43";"Lege benzinetank neergekomen.";"";"POINT(4.9485552,52.4085929)";"POINT(52.4085929,4.9485552)";4.9485552;52.4085929;
476;"Uitweg 722 ";"Vliegtuig(onderdeel) neergestort";"11/11/43";"Lege benzinetank neergekomen";"";"POINT(4.7962048,52.3448912)";"POINT(52.3448912,4.7962048)";4.7962048;52.3448912;
477;"Schiphol";"Vliegtuig(onderdeel) neergestort";"4/12/43";"Vliegtuig neergeschoten.";"";"POINT(4.8061349,52.3084914)";"POINT(52.3084914,4.8061349)";4.8061349;52.3084914;
478;"Schiphol";"Bom, granaat, afweergeschut";"13/12/43";"Bomaanval. 1 dode en 1 gewonde";"";"POINT(4.806185,52.3100936)";"POINT(52.3100936,4.806185)";4.806185;52.3100936;
479;"Barnegat";"Vliegtuig(onderdeel) neergestort";"25/12/43";"Benzinetank van een vliegtuig gezien";"";"POINT(4.8578451,52.4191939)";"POINT(52.4191939,4.8578451)";4.8578451;52.4191939;
480;"Dorpsstraat, Holysloot";"Vliegtuig(onderdeel) neergestort";"30/1/44";"Een lege benzinetank van een vliegtuig neergekomen";"";"POINT(5.0304549,52.4125945)";"POINT(52.4125945,5.0304549)";5.0304549;52.4125945;
481;"Volewijkspark";"Vliegtuig(onderdeel) neergestort";"21/2/44";"Een lege benzinetank neergekomen";"";"POINT(4.9211452,52.3927924)";"POINT(52.3927924,4.9211452)";4.9211452;52.3927924;
482;"Velserweg";"Vliegtuig(onderdeel) neergestort";"22/2/44";"Op het land van boer Reinierse aan de Velserweg hoek Middenweg. Een lege benzinetank gevonden.";"";"POINT(4.8436048,52.3866927)";"POINT(52.3866927,4.8436048)";4.8436048;52.3866927;
483;"Sloterweg 532";"Vliegtuig(onderdeel) neergestort";"3/3/44";"Een benzinetank neergekomen";"";"POINT(4.8215649,52.3419921)";"POINT(52.3419921,4.8215649)";4.8215649;52.3419921;
484;"Riekerweg";"Vliegtuig(onderdeel) neergestort";"6/3/44";"Een lege benzinetank neergekomen";"";"POINT(4.8356249,52.3372923)";"POINT(52.3372923,4.8356249)";4.8356249;52.3372923;
485;"Riekerweg";"Vliegtuig(onderdeel) neergestort";"6/3/44";"Een lege benzinetank neergekomen";"";"POINT(4.836735,52.3368918)";"POINT(52.3368918,4.836735)";4.836735;52.3368918;
486;"Zunderdorp";"Vliegtuig(onderdeel) neergestort";"6/3/44";"Op het erf van de Teunishoeve bij Broekergouw. Een aluminium deurtje van een vliegtuig gevonden";"";"POINT(4.9672849,52.4106948)";"POINT(52.4106948,4.9672849)";4.9672849;52.4106948;
487;"Zunderdorp";"Vliegtuig(onderdeel) neergestort";"6/3/44";"Op het land van boer Kubbe. Een aluminium deurtje van een vliegtuig gevonden";"";"POINT(4.9667652,52.4085929)";"POINT(52.4085929,4.9667652)";4.9667652;52.4085929;
488;"Noorderweg";"Bom, granaat, afweergeschut";"6/3/44";"Een granaat ingeslagen en geëxplodeerd. Een gat van ongeveer 1 meter middellijn in de grond geslagen. Op het land op ongeveer 100 meter van boerderij Dijt aan Noorderweg.";"";"POINT(4.7388852,52.4279944)";"POINT(52.4279944,4.7388852)";4.7388852;52.4279944;
489;"Zunderdorp";"Overig";"6/3/44";"Onbekend. `Een gat van ongeveer ½ m middellijn geslagen door een onbekend voorwerp, dat in de grond is weggezakt.`";"";"POINT(4.9617951,52.4062926)";"POINT(52.4062926,4.9617951)";4.9617951;52.4062926;
490;"Noorder Ijpolder";"Vliegtuig(onderdeel) neergestort";"8/3/44";"In het complex volkstuinen aan de Melkweg in de Noorder IJ-polder. Een lege benzinetank naar beneden gekomen. Geen schade";"";"POINT(4.8692648,52.4285933)";"POINT(52.4285933,4.8692648)";4.8692648;52.4285933;
491;"Kinselmeer";"Vliegtuig(onderdeel) neergestort";"10/3/44";"Een lege benzinetank gevonden.";"";"POINT(5.0152652,52.3945929)";"POINT(52.3945929,5.0152652)";5.0152652;52.3945929;
492;"Holysloot 56";"Vliegtuig(onderdeel) neergestort";"10/4/44";"Een benzinetank neergekomen ";"";"POINT(5.0241949,52.4124915)";"POINT(52.4124915,5.0241949)";5.0241949;52.4124915;
493;"Ransdorp";"Overig";"3/4/44";"Een gordel met mitrailleurpatronen neergekomen en in de grond gedrongen";"";"POINT(4.9928148,52.3919913)";"POINT(52.3919913,4.9928148)";4.9928148;52.3919913;
494;"Noorderweg 179";"Bom, granaat, afweergeschut";"11/4/44";"Op het land van boer Stolwijk, een niet-ontplofte granaat in de grond gedrongen ongeveer 60 meter van de weg.";"";"POINT(4.7347252,52.4277922)";"POINT(52.4277922,4.7347252)";4.7347252;52.4277922;
495;"Euterpestraat, nu Gerrit van der Veenstraat.";"Luchtaanval";"26/11/44";"Luchtaanval in duikvlucht op Amsterdam-Zuid. Bominslag in Euterpestraat en omgeving, waardoor verwoest werden: Memlingstraat 23-29 totaal verwoest. Euterpestraat 90-100 totaal verwoest (= Gerrit van der Veenstraat). Euterpestraat 71-75 totaal verwoest. Euterpestraat 83-91 totaal verwoest. Euterpestraat 91-109 totaal verwoest (gebouw S.D.). Albrecht Dürerstraat 23 totaal verwoest. Adema van Scheltemaplein (Christ. H.B.S.) totaal verwoest. Händelltraat 17 tot 19 volledig uitgebrand. Antonie van Dijkstraat: 6 huizen door luchtdruk totaal verwoest. Brahmsstraat 13 blindganger. Euterpestraat 13 [?], 18 en 20 blindganger. Bachstraat Conservatorium grote glasschade. Minervalaan en omgeving glasschade. Voorlopige slachtoffers: 6. Aantal zwaar gewonden: 7. Aantal lichtgewonden: 7.";"010003041062.jpg";"POINT(4.876785,52.3488928)";"POINT(52.3488928,4.876785)";4.876785;52.3488928;
496;"Stadionplein";"Overig";"26/11/44";"Onbekend voorwerp. Een onbekend voorwerp gevonden, vermoedelijk behorend bij een in de nabijheid liggende hoeveelheid Duitse vlugschriften die ’s nachts uit een vliegtuig geworpen waren [`Nachrichten für die Truppen`]";"";"POINT(4.8562248,52.344792)";"POINT(52.344792,4.8562248)";4.8562248;52.344792;
497;"Stadionplein 26";"Bom, granaat, afweergeschut";"15/10/44";"Een Duitse staafbrandbom gevonden.";"";"POINT(4.8562248,52.3439948)";"POINT(52.3439948,4.8562248)";4.8562248;52.3439948;
498;"Haarlemmerweg";"Mitrailleurvuur";"10/9/44";"Haarlemse tram beschoten. 2 lichtgewonden. Nadat te pl.m. 20 uur, aan deze afdeeling bericht was binnengekomen van beschieting van een tram der N.Z.H. op den Haarlemmerweg voorbij 2e molen, bleek bij onderzoek ter plaatse alles reeds vertrokken te zijn. Van marechaussee Halfweg kwam daarna Tel. Meededeling dat een tram was beschoten door een Engelsch vliegtuig met boordwapens waarbij twee personen genaamd: Nelly Maarschalkerwaard en Jan Wilner gewond geraakt waren en door de G.G. en G.D. naar het W.G. vervoerd en aldaar opgenomen zijn, Nelly Maarschalkerwaard had een schotwond aan linkerdijbeen , Jan Wilner schotwond aan rechterenkel. Verdere gegevens niet bekend.";"";"POINT(4.8074248,52.3840949)";"POINT(52.3840949,4.8074248)";4.8074248;52.3840949;
499;"Spoorpad Diemen";"Mitrailleurvuur";"11/8/44";"Trein met nationaalsocialistische vluchtelingen door geallieerde vliegtuigen beschoten. Enkele wagons uitgebrand. 32 doden.";"";"POINT(4.963505,52.3465926)";"POINT(52.3465926,4.963505)";4.963505;52.3465926;
500;"Leeuwarderweg 103";"Bom, granaat, afweergeschut";"1/8/40";"3 bommen.";"";"POINT(4.9243448,52.3943946)";"POINT(52.3943946,4.9243448)";4.9243448;52.3943946;
501;"Akerdijk, Lijnden";"Vliegtuig(onderdeel) neergestort";"21/6/44";"Vliegtuig brandend neergestort.";"";"POINT(4.7730248,52.348992)";"POINT(52.348992,4.7730248)";4.7730248;52.348992;
502;"Haarlemmerweg";"Mitrailleurvuur";"30/9/44";"Een tram van de N.Z.H.T.M. bestaande uit 3 wagens, rijdend van Amsterdam naar Halfweg, door vliegtuigen met boordwapens beschoten. De bovenleiding van het elektrische net en de tweede en derde tramwagen beschadigd. 2 gewonden.";"";"POINT(4.791075,52.3839919)";"POINT(52.3839919,4.791075)";4.791075;52.3839919;
503;"Zijkanaal F";"Bom, granaat, afweergeschut";"7/10/44";"Een projectiel van het afweergeschut ontploft. Geen schade. Geen persoonlijke ongelukken.";"";"POINT(4.8131349,52.4220931)";"POINT(52.4220931,4.8131349)";4.8131349;52.4220931;
504;"Haarlemmermeerstraat";"Bom, granaat, afweergeschut";"8/10/44";"Een brandbom van Hollands of Duits fabricaat en een staartstuk van een brandbom gevonden.";"";"POINT(4.8503749,52.3539931)";"POINT(52.3539931,4.8503749)";4.8503749;52.3539931;
505;"Hemweg";"Vliegtuig(onderdeel) neergestort";"1/11/44";"Brokstukken van een vliegtuig omlaag gekomen.";"";"POINT(4.8417551,52.4042937)";"POINT(52.4042937,4.8417551)";4.8417551;52.4042937;
507;"Diemen";"Mitrailleurvuur";"27/11/44";"Trein beschoten. 2 doden en 7 gewonden.";"";"POINT(4.9660852,52.3453948)";"POINT(52.3453948,4.9660852)";4.9660852;52.3453948;
508;"Jennerstraat";"Vliegtuig(onderdeel) neergestort";"29/11/44";"Een lege bordpapieren benzinetank neergekomen.";"";"POINT(4.9384949,52.3477942)";"POINT(52.3477942,4.9384949)";4.9384949;52.3477942;
509;"IJselmeer";"Mitrailleurvuur";"23/12/44";"Een boot van de Stanfriesreederij met boordwapens beschoten. 1 opvarende gedood en 1 gewond.";"";"POINT(5.0636752,52.3758933)";"POINT(52.3758933,5.0636752)";5.0636752;52.3758933;
510;"Frogerweg";"Vliegtuig(onderdeel) neergestort";"16/12/44";"Een vliegtuig van onbekende nationaliteit neergestort Ten oosten van de Frogerweg en 150 meter van de Middenweg in de Groote IJpolder.";"";"POINT(4.728245,52.424092)";"POINT(52.424092,4.728245)";4.728245;52.424092;
512;"Ransdorp";"Vliegtuig(onderdeel) neergestort";"1/1/45";"Vliegtuig neergestort, nationaliteit onbekend. Schuur verwoest en achterzijde van perceel C 27 gedeeltelijk beschadigd. Geen slachtoffers. Een kalf gedood.";"";"POINT(4.996815,52.3929946)";"POINT(52.3929946,4.996815)";4.996815;52.3929946;
513;"Adema van Scheltemaplein";"Luchtaanval";"26/11/44";"Christ. H.B.S. totaal verwoest.";"";"POINT(4.8766649,52.3495947)";"POINT(52.3495947,4.8766649)";4.8766649;52.3495947;
514;"Anthonie van Dijkstraat";"Omgevingsschade";"26/11/44";"Antonie van Dijkstraat: 6 huizen door luchtdruk totaal verwoest.";"";"POINT(4.8751452,52.3482939)";"POINT(52.3482939,4.8751452)";4.8751452;52.3482939;
515;"Bachstraat";"Omgevingsschade";"26/11/44";"Bachstraat Conservatorium grote glasschade";"";"POINT(4.879885,52.3494917)";"POINT(52.3494917,4.879885)";4.879885;52.3494917;
516;"Warmoesstraat 142";"Omgevingsschade";"13/12/43";"N.V. Handelsver. v/h S.I. de Vries: alle ruiten stuk.";"";"POINT(4.8955152,52.373593)";"POINT(52.373593,4.8955152)";4.8955152;52.373593;
517;"Polderweg";"Mitrailleurvuur";"28/02/45";"Beschieting met boordwapens uit vliegtuigen. 2 gewonden.";"";"POINT(4.9313252,52.3580939)";"POINT(52.3580939,4.9313252)";4.9313252;52.3580939;
518;"Haarlemmerweg";"Vliegtuig(onderdeel) neergestort";"25/9/44";"2 lege benzinetanks neergekomen.";"";"POINT(4.8617151,52.3850943)";"POINT(52.3850943,4.8617151)";4.8617151;52.3850943;
519;"Sloterdijk";"Vliegtuig(onderdeel) neergestort";"25/9/44";"2 lege benzinetanks neergekomen.";"";"POINT(4.8480651,52.3870932)";"POINT(52.3870932,4.8480651)";4.8480651;52.3870932;
520;"Velserweg 218";"Mitrailleurvuur";"14/9/44";"Een wagen met 2 paarden, geladen met aardappelen, door 4 Anglo-Amerikaansche jachtvliegtuigen met boordwapens beschoten. Een niet-ontplofte 2 cm granaat gevonden. Wagen beschadigd; paarden moesten worden afgemaakt De draad van de bovenleiding van het elektrische net aan de Velserweg is beschadigd.";"";"POINT(4.8472049,52.3864943)";"POINT(52.3864943,4.8472049)";4.8472049;52.3864943;
521;"IJdijk, Schellingwoude";"Bom, granaat, afweergeschut";"26/11/44";"IJdijk Schellingwoude, 2 bommen van licht kaliber neergekomen; enkele bommen in het water. Ongeveer 25 huizen beschadigd, 10 à 12 huizen aan de Durgerdammerdijk met glas- en dakschade, 10 personen heel licht gewond.  Rapp. De onderl. Hofstra, dat te pm. 13.20 uur, twee bommen zijn gevallen nabij de Oranje Sluizen, voor zoover bekend geen dooden, wel eenige licht gewonden. De omliggende huizen hebben veel glasschade. Ook zijn verschillende daken beschadigd. De omgeving is afgezet. Nadere bijzonderheden volgen. Opperluitenant Haarsman verleende de eerste assistentie. Alsmede de V.L.D. van Schellingwoude. In aansluiting op mut. 14.30 uur rapp. De Ow. Honing, veldwachter te Schellingwoude het navolgende: Door het vallen van de 2 bommen zijn gewond, J. Lagerweg, 57 jaar, sluisknecht, won. IJdijk 73. Alhier, J. Lagerweg, 18 jaar, kantoorbediende, won. IJdijk 73 alhier, een lichte hoofdwonde, M. Lagerweg, 24 jaar, won. IJdijk 73, alh. Een hoofdwonde, Nelly Moms, oud 18 jaar, won, IJdijk 97 alh. Een lichte wonde aan het linkeronderbeen, Albert Arp, 42 jaar, sluisknecht, won. IJdijk 69. Alh. Een hoofdwonde, 26 rijkswoningen van Rijkswaterstaat werden licht beschadigd, 40 woningen gelegen aan den Schellingwouderdijk bekwamen glasschade. Ook een kabel gelegen in Ijdijk verm. Van het gem. Energiebedrijf werd midden doorgeslagen";"";"POINT(4.9654748,52.3820922)";"POINT(52.3820922,4.9654748)";4.9654748;52.3820922;
