"�..OBJECTNUMMER";"SELECTIE";"Besluitnummer";"Status";"Omschrijving";"WKT_LNG_LAT";"WKT_LAT_LNG";"LNG";"LAT";"X"
479;"BLAUW";"1. West 1 - P1";"OK";"Jan van Galenstraat, zuidzijde, tussen Tweede Hugo de Grootstraat en Marcantilaan, in beide richtingen";"LINESTRING(4.8689790 52.3755520,4.8687050 52.3756050,4.8685620 52.3756280,4.8684260 52.3756440,4.8681180 52.3756740,4.8679660 52.3756810,4.8678080 52.3756830,4.8674750 52.3756710)";"LINESTRING(52.3755520 4.8689790,52.3756050 4.8687050,52.3756280 4.8685620,52.3756440 4.8684260,52.3756740 4.8681180,52.3756810 4.8679660,52.3756830 4.8678080,52.3756710 4.8674750)";4.868232;52.3756105;NA
480;"BLAUW";"1. West 1 - P3";"OK";"Jan van Galenstraat, noordzijde, tussen Tweede Hugo de Grootstraat en Willem de Zwijgerlaan";"LINESTRING(4.8691090 52.3757290,4.8689570 52.3757650,4.8686940 52.3758140,4.8685480 52.3758380,4.8683730 52.3758610,4.8681480 52.3758810,4.8679010 52.3758960,4.8677460 52.3759010,4.8674800 52.3758960,4.8673100 52.3758880,4.8671090 52.3758740,4.8661780 52.3757500)";"LINESTRING(52.3757290 4.8691090,52.3757650 4.8689570,52.3758140 4.8686940,52.3758380 4.8685480,52.3758610 4.8683730,52.3758810 4.8681480,52.3758960 4.8679010,52.3759010 4.8677460,52.3758960 4.8674800,52.3758880 4.8673100,52.3758740 4.8671090,52.3757500 4.8661780)";4.8676485;52.375808;NA
486;"BLAUW";"1. Zuid 1 - G1";"OK";"Apollolaan, weerszijden";"LINESTRING(4.8668340 52.3505880,4.8678120 52.3506220,4.8699670 52.3507050)";"LINESTRING(52.3505880 4.8668340,52.3506220 4.8678120,52.3507050 4.8699670)";4.8684055;52.3506395;NA
487;"BLAUW";"1. West 1 - H";"OK";"Van Hallstraat, weerszijden";"LINESTRING(4.8697170 52.3846410,4.8694800 52.3851340,4.8694390 52.3851760,4.8693720 52.3852070)";"LINESTRING(52.3846410 4.8697170,52.3851340 4.8694800,52.3851760 4.8694390,52.3852070 4.8693720)";4.8695495;52.384917;NA
489;"BLAUW";"1. West 1 - H";"OK";"Van Hallstraat, weerszijden";"LINESTRING(4.8697341 52.3853047,4.8697148 52.3852851,4.8697131 52.3852662,4.8698040 52.3850010,4.8699650 52.3846630)";"LINESTRING(52.3853047 4.8697341,52.3852851 4.8697148,52.3852662 4.8697131,52.3850010 4.8698040,52.3846630 4.8699650)";4.86984405;52.38497685;NA
490;"BLAUW";"1. West 1 - K2";"OK";"Tweede Hugo de Grootstraat, zuidzijde, tussen Jan van Galenstraat en Van Oldenbarneveldtstraat";"LINESTRING(4.8701830 52.3752210,4.8700150 52.3752750,4.8695620 52.3754180,4.8694190 52.3754430,4.8693430 52.3754600,4.8691380 52.3755170,4.8689790 52.3755520)";"LINESTRING(52.3752210 4.8701830,52.3752750 4.8700150,52.3754180 4.8695620,52.3754430 4.8694190,52.3754600 4.8693430,52.3755170 4.8691380,52.3755520 4.8689790)";4.869586;52.3753795;NA
491;"ROOD";"1. West 1 - M";"OK";"Tussen Van Reigersbergenstraat en Tweede Hugo de Grootstraat, in beide richtingen";"LINESTRING(4.8702060 52.3747470,4.8701140 52.3747640,4.8700700 52.3747800,4.8700410 52.3748020,4.8700170 52.3748310,4.8699910 52.3748750,4.8699800 52.3749330,4.8699900 52.3749860,4.8700260 52.3750430,4.8701830 52.3752210)";"LINESTRING(52.3747470 4.8702060,52.3747640 4.8701140,52.3747800 4.8700700,52.3748020 4.8700410,52.3748310 4.8700170,52.3748750 4.8699910,52.3749330 4.8699800,52.3749860 4.8699900,52.3750430 4.8700260,52.3752210 4.8701830)";4.870098;52.374977;NA
492;"BLAUW";"1. West 3 - A1";"OK";"De Clercqstraat, zuidzijde, tussen Da Costastraat en Admiraal de Ruijterweg";"LINESTRING(4.8702670 52.3708430,4.8701570 52.3708180,4.8689670 52.3705490,4.8686650 52.3704850,4.8686260 52.3704750,4.8680540 52.3703450,4.8679780 52.3703290,4.8672120 52.3701620,4.8670780 52.3701270,4.8666790 52.3700370,4.8662250 52.3699430,4.8660890 52.3699290,4.8658330 52.3699170,4.8657510 52.3699160,4.8655900 52.3699250,4.8654180 52.3699450,4.8653010 52.3699680,4.8652510 52.3699830,4.8652280 52.3699890)";"LINESTRING(52.3708430 4.8702670,52.3708180 4.8701570,52.3705490 4.8689670,52.3704850 4.8686650,52.3704750 4.8686260,52.3703450 4.8680540,52.3703290 4.8679780,52.3701620 4.8672120,52.3701270 4.8670780,52.3700370 4.8666790,52.3699430 4.8662250,52.3699290 4.8660890,52.3699170 4.8658330,52.3699160 4.8657510,52.3699250 4.8655900,52.3699450 4.8654180,52.3699680 4.8653010,52.3699830 4.8652510,52.3699890 4.8652280)";4.8677525;52.3703725;NA
493;"BLAUW";"1. West 3 - A2";"OK";"De Clercqstraat, noordzijde, tussen huisnummer 4 en Admiraal de Ruijterweg";"LINESTRING(4.8653490 52.3701190,4.8653760 52.3701140,4.8656890 52.3700710,4.8658300 52.3700670,4.8660330 52.3700770,4.8661530 52.3700930,4.8662720 52.3701160,4.8665590 52.3701830,4.8670400 52.3702900,4.8672510 52.3703250,4.8679620 52.3704880,4.8682050 52.3705430,4.8684160 52.3705970,4.8685300 52.3706180,4.8687040 52.3706500,4.8703030 52.3710180)";"LINESTRING(52.3701190 4.8653490,52.3701140 4.8653760,52.3700710 4.8656890,52.3700670 4.8658300,52.3700770 4.8660330,52.3700930 4.8661530,52.3701160 4.8662720,52.3701830 4.8665590,52.3702900 4.8670400,52.3703250 4.8672510,52.3704880 4.8679620,52.3705430 4.8682050,52.3705970 4.8684160,52.3706180 4.8685300,52.3706500 4.8687040,52.3710180 4.8703030)";4.867831;52.3705355;NA
494;"ROOD";"1. West 3 - L2";"OK";"Kinkerstraat, noordzijde, tussen huisnummer 56 en Jan Pieter Heijestraat";"LINESTRING(4.8704510 52.3667900,4.8702720 52.3667380,4.8695320 52.3665420,4.8682600 52.3661980,4.8680770 52.3661640,4.8673080 52.3659610,4.8671740 52.3659200,4.8670030 52.3658780,4.8662030 52.3656880,4.8655740 52.3655330,4.8655280 52.3655220,4.8654530 52.3655040,4.8634640 52.3650300,4.8632900 52.3650010,4.8631470 52.3649720,4.8628990 52.3649110,4.8627170 52.3648600)";"LINESTRING(52.3667900 4.8704510,52.3667380 4.8702720,52.3665420 4.8695320,52.3661980 4.8682600,52.3661640 4.8680770,52.3659610 4.8673080,52.3659200 4.8671740,52.3658780 4.8670030,52.3656880 4.8662030,52.3655330 4.8655740,52.3655220 4.8655280,52.3655040 4.8654530,52.3650300 4.8634640,52.3650010 4.8632900,52.3649720 4.8631470,52.3649110 4.8628990,52.3648600 4.8627170)";4.866589;52.365818;NA
495;"BLAUW";"1. Zuid 1 - G1";"OK";"Apollolaan, weerszijden";"LINESTRING(4.8706640 52.3507350,4.8706580 52.3507350,4.8699610 52.3507050)";"LINESTRING(52.3507350 4.8706640,52.3507350 4.8706580,52.3507050 4.8699610)";4.8703175;52.350713;NA
496;"BLAUW";"1. Zuid 1 - J";"OK";"Willem Witsenstraat, weerszijden";"LINESTRING(4.8703390 52.3523150,4.8704210 52.3522080,4.8704610 52.3521310,4.8705190 52.3519420,4.8705650 52.3517230,4.8706280 52.3510530,4.8706640 52.3507420,4.8706640 52.3507350)";"LINESTRING(52.3523150 4.8703390,52.3522080 4.8704210,52.3521310 4.8704610,52.3519420 4.8705190,52.3517230 4.8705650,52.3510530 4.8706280,52.3507420 4.8706640,52.3507350 4.8706640)";4.8705065;52.351518;NA
497;"ROOD";"1. West 1 - O";"OK";"Tussen Buyskade en Jan van Galenstraat, in beide richtingen";"LINESTRING(4.8703810 52.3765540,4.8703120 52.3764660,4.8701080 52.3762340,4.8700960 52.3762110,4.8698730 52.3760680,4.8696000 52.3760310,4.8695360 52.3760140,4.8692260 52.3758160,4.8691640 52.3757860,4.8691090 52.3757290)";"LINESTRING(52.3765540 4.8703810,52.3764660 4.8703120,52.3762340 4.8701080,52.3762110 4.8700960,52.3760680 4.8698730,52.3760310 4.8696000,52.3760140 4.8695360,52.3758160 4.8692260,52.3757860 4.8691640,52.3757290 4.8691090)";4.86975;52.3761345;NA
498;"BLAUW";"1. Zuid 1 - G1";"OK";"Apollolaan, weerszijden";"LINESTRING(4.8707040 52.3502450,4.8706990 52.3502480,4.8706270 52.3502730,4.8705670 52.3502890,4.8705220 52.3502960,4.8704680 52.3502970,4.8704040 52.3502960,4.8698590 52.3502720,4.8698260 52.3502750,4.8695650 52.3503090,4.8695130 52.3503080,4.8688060 52.3502710,4.8669640 52.3502050,4.8669640 52.3502050)";"LINESTRING(52.3502450 4.8707040,52.3502480 4.8706990,52.3502730 4.8706270,52.3502890 4.8705670,52.3502960 4.8705220,52.3502970 4.8704680,52.3502960 4.8704040,52.3502720 4.8698590,52.3502750 4.8698260,52.3503090 4.8695650,52.3503080 4.8695130,52.3502710 4.8688060,52.3502050 4.8669640,52.3502050 4.8669640)";4.868839;52.35025;NA
500;"BLAUW";"1. West 3 - R1";"OK";"Jan Pieter Heijestraat, weerszijden, tussen Kinkerstraat en Overtoom";"LINESTRING(4.8655520 52.3604060,4.8655160 52.3604600,4.8654840 52.3605160,4.8654610 52.3606060,4.8654490 52.3606320,4.8653390 52.3607950,4.8652200 52.3609820,4.8649000 52.3614890,4.8640060 52.3628670,4.8638010 52.3631690,4.8637610 52.3632530,4.8631010 52.3642920,4.8628544 52.3646819,4.8628145 52.3647216)";"LINESTRING(52.3604060 4.8655520,52.3604600 4.8655160,52.3605160 4.8654840,52.3606060 4.8654610,52.3606320 4.8654490,52.3607950 4.8653390,52.3609820 4.8652200,52.3614890 4.8649000,52.3628670 4.8640060,52.3631690 4.8638010,52.3632530 4.8637610,52.3642920 4.8631010,52.3646819 4.8628544,52.3647216 4.8628145)";4.86418825;52.3625568;NA
501;"ROOD";"1. Zuid 1 - J";"OK";"Willem Witsenstraat, weerszijden";"LINESTRING(4.8704003 52.3525152,4.8705340 52.3523140,4.8706260 52.3521380,4.8706710 52.3520210,4.8707070 52.3518860,4.8707410 52.3518100,4.8707850 52.3517380,4.8708120 52.3515010,4.8708760 52.3507750,4.8708870 52.3507410)";"LINESTRING(52.3525152 4.8704003,52.3523140 4.8705340,52.3521380 4.8706260,52.3520210 4.8706710,52.3518860 4.8707070,52.3518100 4.8707410,52.3517380 4.8707850,52.3515010 4.8708120,52.3507750 4.8708760,52.3507410 4.8708870)";4.87064865;52.3516211;NA
502;"BLAUW";"1. Zuid 1 - G1";"OK";"Apollolaan, weerszijden";"LINESTRING(4.8709750 52.3501640,4.8707040 52.3502450)";"LINESTRING(52.3501640 4.8709750,52.3502450 4.8707040)";4.8708445;52.3501975;NA
503;"BLAUW";"1. West 1 - H";"OK";"Van Hallstraat, weerszijden";"LINESTRING(4.8706020 52.3829570,4.8706140 52.3829850,4.8706100 52.3830070,4.8705450 52.3831820,4.8702350 52.3839650,4.8699650 52.3846630)";"LINESTRING(52.3829570 4.8706020,52.3829850 4.8706140,52.3830070 4.8706100,52.3831820 4.8705450,52.3839650 4.8702350,52.3846630 4.8699650)";4.8702945;52.383803;NA
504;"ROOD";"1. West 3 - V";"OK";"Tussen Tweede Constantijn Huygensstraat en Bilderdijkkade, in beide richtingen";"LINESTRING(4.8719750 52.3647960,4.8718260 52.3649940,4.8715980 52.3652670)";"LINESTRING(52.3647960 4.8719750,52.3649940 4.8718260,52.3652670 4.8715980)";4.8717915;52.3650245;NA
505;"ROOD";"1. West 3 - L2";"OK";"Kinkerstraat, noordzijde, tussen huisnummer 56 en Jan Pieter Heijestraat";"LINESTRING(4.8716640 52.3671490,4.8717650 52.3671850,4.8719810 52.3672480)";"LINESTRING(52.3671490 4.8716640,52.3671850 4.8717650,52.3672480 4.8719810)";4.8718275;52.3671915;NA
506;"BLAUW";"1. West 3 - E1";"OK";"Bilderdijkstraat, weerszijden";"LINESTRING(4.8719810 52.3672480,4.8718410 52.3674590,4.8710790 52.3685660,4.8709110 52.3687990,4.8708350 52.3689110,4.8706450 52.3691920,4.8704200 52.3695800,4.8703310 52.3698250,4.8702720 52.3700370,4.8702260 52.3703560,4.8702270 52.3706130,4.8702310 52.3706680,4.8702670 52.3708430)";"LINESTRING(52.3672480 4.8719810,52.3674590 4.8718410,52.3685660 4.8710790,52.3687990 4.8709110,52.3689110 4.8708350,52.3691920 4.8706450,52.3695800 4.8704200,52.3698250 4.8703310,52.3700370 4.8702720,52.3703560 4.8702260,52.3706130 4.8702270,52.3706680 4.8702310,52.3708430 4.8702670)";4.8711085;52.3690385;NA
507;"ROOD";"1. Zuid 3 - J1";"OK";"Strawinskylaan, noordzijde, in beide richtingen";"LINESTRING(4.8729970 52.3410503,4.8727497 52.3410423,4.8726380 52.3410230,4.8725410 52.3409890,4.8716450 52.3409540,4.8714590 52.3409550,4.8713650 52.3409690,4.8712660 52.3409780,4.8707510 52.3409600,4.8697960 52.3409180,4.8687430 52.3408800)";"LINESTRING(52.3410503 4.8729970,52.3410423 4.8727497,52.3410230 4.8726380,52.3409890 4.8725410,52.3409540 4.8716450,52.3409550 4.8714590,52.3409690 4.8713650,52.3409780 4.8712660,52.3409600 4.8707510,52.3409180 4.8697960,52.3408800 4.8687430)";4.870875;52.34095815;NA
508;"BLAUW";"1. West 1 - K2";"OK";"Tweede Hugo de Grootstraat, zuidzijde, tussen Jan van Galenstraat en Van Oldenbarneveldtstraat";"LINESTRING(4.8701830 52.3752210,4.8702200 52.3752000,4.8708430 52.3750370,4.8712140 52.3749600,4.8713760 52.3749220,4.8718250 52.3748180,4.8722740 52.3747140,4.8723280 52.3746970,4.8723623 52.3746836)";"LINESTRING(52.3752210 4.8701830,52.3752000 4.8702200,52.3750370 4.8708430,52.3749600 4.8712140,52.3749220 4.8713760,52.3748180 4.8718250,52.3747140 4.8722740,52.3746970 4.8723280,52.3746836 4.8723623)";4.87127765;52.3749453;NA
510;"BLAUW";"1. West 3 - E1";"OK";"Bilderdijkstraat, weerszijden";"LINESTRING(4.8713050 52.3727370,4.8723990 52.3743850,4.8724110 52.3744380,4.8724140 52.3745390)";"LINESTRING(52.3727370 4.8713050,52.3743850 4.8723990,52.3744380 4.8724110,52.3745390 4.8724140)";4.8718645;52.373631;NA
511;"BLAUW";"1. West 1 - N";"OK";"Hugo de Grootplein, rondom";"LINESTRING(4.8724140 52.3745390,4.8723922 52.3745759,4.8723713 52.3746205,4.8723631 52.3746529,4.8723623 52.3746836)";"LINESTRING(52.3745390 4.8724140,52.3745759 4.8723922,52.3746205 4.8723713,52.3746529 4.8723631,52.3746836 4.8723623)";4.87239315;52.3746043;NA
512;"ROOD";"1. Zuid 3 - Y";"OK";"De brug tussen Stadionkade en Prinses Margrietstraat, in beide richtingen";"LINESTRING(4.8727850 52.3441100,4.8727280 52.3447630)";"LINESTRING(52.3441100 4.8727850,52.3447630 4.8727280)";4.8727615;52.3444295;NA
513;"BLAUW";"1. West 1 - K1";"OK";"Tweede Hugo de Grootstraat, noordzijde";"LINESTRING(4.8691090 52.3757290,4.8693080 52.3756760,4.8694040 52.3756440,4.8695010 52.3756070,4.8696280 52.3755350,4.8699980 52.3754170,4.8701070 52.3753860,4.8702590 52.3753670,4.8710340 52.3751590,4.8710910 52.3751370,4.8711440 52.3751160,4.8712640 52.3750640,4.8719370 52.3749110,4.8721580 52.3748580,4.8722500 52.3748430,4.8723390 52.3748374,4.8724267 52.3748367,4.8724706 52.3748328)";"LINESTRING(52.3757290 4.8691090,52.3756760 4.8693080,52.3756440 4.8694040,52.3756070 4.8695010,52.3755350 4.8696280,52.3754170 4.8699980,52.3753860 4.8701070,52.3753670 4.8702590,52.3751590 4.8710340,52.3751370 4.8710910,52.3751160 4.8711440,52.3750640 4.8712640,52.3749110 4.8719370,52.3748580 4.8721580,52.3748430 4.8722500,52.3748374 4.8723390,52.3748367 4.8724267,52.3748328 4.8724706)";4.8707948;52.3752739;NA
516;"ROOD";"1. Zuid 3 - J3";"RECTIF";"Strawinskylaan, tussen Prinses Irenestraat en de fietsparkeergarage op Zuidplein, in beide richtingen";"LINESTRING(4.8730840 52.3400930,4.8729961 52.3410493)";"LINESTRING(52.3400930 4.8730840,52.3410493 4.8729961)";4.87304505;52.34056415;NA
517;"BLAUW";"1. West 1 - N";"OK";"Hugo de Grootplein, rondom";"LINESTRING(4.8727250 52.3749052,4.8726551 52.3748963,4.8725892 52.3748819,4.8725279 52.3748601,4.8724706 52.3748328)";"LINESTRING(52.3749052 4.8727250,52.3748963 4.8726551,52.3748819 4.8725892,52.3748601 4.8725279,52.3748328 4.8724706)";4.8726028;52.374862;NA
518;"BLAUW";"1. West 3 - E1";"OK";"Bilderdijkstraat, weerszijden";"LINESTRING(4.8727593 52.3744200,4.8727130 52.3743510,4.8726380 52.3742300,4.8720370 52.3733310,4.8717333 52.3728591)";"LINESTRING(52.3744200 4.8727593,52.3743510 4.8727130,52.3742300 4.8726380,52.3733310 4.8720370,52.3728591 4.8717333)";4.8722513;52.37363255;NA
519;"BLAUW";"1. West 1 - H";"OK";"Van Hallstraat, weerszijden";"LINESTRING(4.8697170 52.3846410,4.8697360 52.3845760,4.8697410 52.3844120,4.8698260 52.3841810,4.8698700 52.3841200,4.8699600 52.3840250,4.8699700 52.3840090,4.8705380 52.3825690,4.8706510 52.3824050,4.8707820 52.3820010,4.8709140 52.3816260,4.8711860 52.3808320,4.8716020 52.3796650,4.8717160 52.3793310,4.8717370 52.3793090,4.8717920 52.3792910,4.8718550 52.3792740,4.8724850 52.3790660,4.8725270 52.3790590,4.8726760 52.3790560,4.8727300 52.3790450)";"LINESTRING(52.3846410 4.8697170,52.3845760 4.8697360,52.3844120 4.8697410,52.3841810 4.8698260,52.3841200 4.8698700,52.3840250 4.8699600,52.3840090 4.8699700,52.3825690 4.8705380,52.3824050 4.8706510,52.3820010 4.8707820,52.3816260 4.8709140,52.3808320 4.8711860,52.3796650 4.8716020,52.3793310 4.8717160,52.3793090 4.8717370,52.3792910 4.8717920,52.3792740 4.8718550,52.3790660 4.8724850,52.3790590 4.8725270,52.3790560 4.8726760,52.3790450 4.8727300)";4.8712285;52.381836;NA
520;"BLAUW";"1. West 1 - H";"OK";"Van Hallstraat, weerszijden";"LINESTRING(4.8727910 52.3791170,4.8725400 52.3792070,4.8722590 52.3792970,4.8720360 52.3793750,4.8719730 52.3794060,4.8719070 52.3794470,4.8718750 52.3794810,4.8718510 52.3795130,4.8717690 52.3797470,4.8717360 52.3797880,4.8717230 52.3798210,4.8717100 52.3798650,4.8717110 52.3798980,4.8716030 52.3802220,4.8712800 52.3811580,4.8711010 52.3816520,4.8709890 52.3819990,4.8708070 52.3824980)";"LINESTRING(52.3791170 4.8727910,52.3792070 4.8725400,52.3792970 4.8722590,52.3793750 4.8720360,52.3794060 4.8719730,52.3794470 4.8719070,52.3794810 4.8718750,52.3795130 4.8718510,52.3797470 4.8717690,52.3797880 4.8717360,52.3798210 4.8717230,52.3798650 4.8717100,52.3798980 4.8717110,52.3802220 4.8716030,52.3811580 4.8712800,52.3816520 4.8711010,52.3819990 4.8709890,52.3824980 4.8708070)";4.871804;52.3808005;NA
521;"BLAUW";"1. Zuid 1 - G1";"OK";"Apollolaan, weerszijden";"LINESTRING(4.8732950 52.3508350,4.8723480 52.3508010,4.8718050 52.3507800,4.8709490 52.3507430,4.8708870 52.3507410)";"LINESTRING(52.3508350 4.8732950,52.3508010 4.8723480,52.3507800 4.8718050,52.3507430 4.8709490,52.3507410 4.8708870)";4.872096;52.350781;NA
523;"BLAUW";"1. West 1 - N";"OK";"Hugo de Grootplein, rondom";"LINESTRING(4.8730310 52.3744960,4.8729600 52.3744650,4.8729024 52.3744455,4.8728280 52.3744315,4.8727593 52.3744200)";"LINESTRING(52.3744960 4.8730310,52.3744650 4.8729600,52.3744455 4.8729024,52.3744315 4.8728280,52.3744200 4.8727593)";4.87290015;52.374451;NA
524;"BLAUW";"1. Zuid 1 - K";"OK";"Breitnerstraat, weerszijden";"LINESTRING(4.8731310 52.3523840,4.8731950 52.3522380,4.8732310 52.3517310,4.8732330 52.3516110,4.8732760 52.3512640,4.8733060 52.3508710,4.8732950 52.3508350)";"LINESTRING(52.3523840 4.8731310,52.3522380 4.8731950,52.3517310 4.8732310,52.3516110 4.8732330,52.3512640 4.8732760,52.3508710 4.8733060,52.3508350 4.8732950)";4.8732235;52.3516025;NA
525;"BLAUW";"1. West 1 - N";"OK";"Hugo de Grootplein, rondom";"LINESTRING(4.8730890 52.3747956,4.8731220 52.3747370,4.8731358 52.3746979,4.8731446 52.3746485)";"LINESTRING(52.3747956 4.8730890,52.3747370 4.8731220,52.3746979 4.8731358,52.3746485 4.8731446)";4.8731218;52.37471505;NA
526;"ROOD";"1. Zuid 3 - J1";"OK";"Strawinskylaan, noordzijde, in beide richtingen";"LINESTRING(4.8736954 52.3410705,4.8729967 52.3410509)";"LINESTRING(52.3410705 4.8736954,52.3410509 4.8729967)";4.87335105;52.3410537;NA
527;"ROOD";"1. Zuid 3 - J3";"RECTIF";"Strawinskylaan, tussen Prinses Irenestraat en de fietsparkeergarage op Zuidplein, in beide richtingen";"LINESTRING(4.8729967 52.3410509,4.8729347 52.3416726)";"LINESTRING(52.3410509 4.8729967,52.3416726 4.8729347)";4.8729707;52.34135475;NA
529;"BLAUW";"1. Zuid 1 - K";"OK";"Breitnerstraat, weerszijden";"LINESTRING(4.8735880 52.3508470,4.8734910 52.3513590,4.8734830 52.3514260,4.8735000 52.3514580,4.8734900 52.3515980,4.8734140 52.3522760,4.8734050 52.3523030)";"LINESTRING(52.3508470 4.8735880,52.3513590 4.8734910,52.3514260 4.8734830,52.3514580 4.8735000,52.3515980 4.8734900,52.3522760 4.8734140,52.3523030 4.8734050)";4.8735015;52.351568;NA
530;"ROOD";"1. Zuid 3 - X1";"OK";"Stadionkade, tussen Minervalaan en Rubensstraat, in beide richtingen ";"LINESTRING(4.8740530 52.3447860,4.8739970 52.3447550,4.8739490 52.3447450,4.8737190 52.3447290,4.8735490 52.3447270,4.8734870 52.3447340,4.8734280 52.3447620,4.8733080 52.3448140,4.8731950 52.3448200,4.8730030 52.3448090,4.8729360 52.3447830)";"LINESTRING(52.3447860 4.8740530,52.3447550 4.8739970,52.3447450 4.8739490,52.3447290 4.8737190,52.3447270 4.8735490,52.3447340 4.8734870,52.3447620 4.8734280,52.3448140 4.8733080,52.3448200 4.8731950,52.3448090 4.8730030,52.3447830 4.8729360)";4.8734995;52.3447665;NA
531;"BLAUW";"1. West 3 - G2";"OK";"Eerste Constantijn Huygensstraat, tussen Bosboom Toussaintstraat huisnummer 7 en 21, in beide richtingen";"LINESTRING(4.8741343 52.3646859,4.8739659 52.3649323,4.8738515 52.3650985,4.8737693 52.3651787)";"LINESTRING(52.3646859 4.8741343,52.3649323 4.8739659,52.3650985 4.8738515,52.3651787 4.8737693)";4.8739568;52.3649253;NA
532;"BLAUW";"1. West 1 - K1";"OK";"Tweede Hugo de Grootstraat, noordzijde";"LINESTRING(4.8731446 52.3746485,4.8738870 52.3744680,4.8741950 52.3743900,4.8748430 52.3742330)";"LINESTRING(52.3746485 4.8731446,52.3744680 4.8738870,52.3743900 4.8741950,52.3742330 4.8748430)";4.8739988;52.37443375;NA
533;"BLAUW";"1. West 3 - G1";"OK";"Eerste Constantijn Huygensstraat, weerszijden";"LINESTRING(4.8750810 52.3628130,4.8750640 52.3628300,4.8748430 52.3631610,4.8743670 52.3638460,4.8738820 52.3645430,4.8738420 52.3645970,4.8737810 52.3646660,4.8736840 52.3648040,4.8736050 52.3648990,4.8735990 52.3649140,4.8735600 52.3649670)";"LINESTRING(52.3628130 4.8750810,52.3628300 4.8750640,52.3631610 4.8748430,52.3638460 4.8743670,52.3645430 4.8738820,52.3645970 4.8738420,52.3646660 4.8737810,52.3648040 4.8736840,52.3648990 4.8736050,52.3649140 4.8735990,52.3649670 4.8735600)";4.8743255;52.363883;NA
534;"BLAUW";"1. West 3 - J1";"OK";"Overtoom, noordzijde, tussen huisnummer 40 en Surinamestraat";"LINESTRING(4.8750810 52.3628130,4.8749400 52.3627750,4.8738200 52.3624930,4.8735960 52.3624290,4.8734250 52.3623790,4.8722870 52.3620720,4.8715910 52.3618910,4.8712580 52.3618000,4.8710370 52.3617390,4.8709100 52.3616920,4.8707020 52.3616430,4.8701030 52.3614880,4.8699490 52.3614520,4.8697940 52.3614060,4.8696000 52.3613530,4.8694560 52.3613180,4.8692880 52.3612820,4.8691580 52.3612410,4.8687520 52.3611310,4.8684840 52.3610590,4.8683410 52.3610260,4.8680530 52.3609520,4.8677570 52.3608910,4.8659310 52.3604920,4.8655520 52.3604060)";"LINESTRING(52.3628130 4.8750810,52.3627750 4.8749400,52.3624930 4.8738200,52.3624290 4.8735960,52.3623790 4.8734250,52.3620720 4.8722870,52.3618910 4.8715910,52.3618000 4.8712580,52.3617390 4.8710370,52.3616920 4.8709100,52.3616430 4.8707020,52.3614880 4.8701030,52.3614520 4.8699490,52.3614060 4.8697940,52.3613530 4.8696000,52.3613180 4.8694560,52.3612820 4.8692880,52.3612410 4.8691580,52.3611310 4.8687520,52.3610590 4.8684840,52.3610260 4.8683410,52.3609520 4.8680530,52.3608910 4.8677570,52.3604920 4.8659310,52.3604060 4.8655520)";4.8703215;52.3616025;NA
