OBJECTNUMMER;Soort;Plantjaar;Stamdiameter;Hoogte;Beplantingssituatie;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
12574;"Ulmus hol. `Wredei`";0;"20 - 30 cm";"";"";"POINT(4.8826058,52.4128348)";"POINT(52.4128348,4.8826058)";4.8826058;52.4128348;
12589;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.8828471,52.4134299)";"POINT(52.4134299,4.8828471)";4.8828471;52.4134299;
12594;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.8828809,52.4134108)";"POINT(52.4134108,4.8828809)";4.8828809;52.4134108;
12647;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.8839991,52.4138304)";"POINT(52.4138304,4.8839991)";4.8839991;52.4138304;
12716;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.8845618,52.4148032)";"POINT(52.4148032,4.8845618)";4.8845618;52.4148032;
12825;"Ulmus x hollandica";0;"50 - 100 cm";"";"";"POINT(4.8858802,52.4145629)";"POINT(52.4145629,4.8858802)";4.8858802;52.4145629;
12857;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.886399,52.4224478)";"POINT(52.4224478,4.886399)";4.886399;52.4224478;
12884;"Ulmus x hollandica";0;"0 - 20 cm";"";"";"POINT(4.886872,52.4217612)";"POINT(52.4217612,4.886872)";4.886872;52.4217612;
12890;"Ulmus x hollandica";0;"20 - 30 cm";"";"";"POINT(4.8870609,52.4147269)";"POINT(52.4147269,4.8870609)";4.8870609;52.4147269;
12914;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.887347,52.4218794)";"POINT(52.4218794,4.887347)";4.887347;52.4218794;
12944;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.8879969,52.4133345)";"POINT(52.4133345,4.8879969)";4.8879969;52.4133345;
13011;"Ulmus x hollandica";0;"30 - 50 cm";"";"";"POINT(4.8893011,52.4150015)";"POINT(52.4150015,4.8893011)";4.8893011;52.4150015;
13013;"Ulmus x hollandica";0;"30 - 50 cm";"";"";"POINT(4.8893821,52.4150054)";"POINT(52.4150054,4.8893821)";4.8893821;52.4150054;
13018;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.8893921,52.4243552)";"POINT(52.4243552,4.8893921)";4.8893921;52.4243552;
13116;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.8917892,52.4145094)";"POINT(52.4145094,4.8917892)";4.8917892;52.4145094;
13145;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.8930051,52.4139487)";"POINT(52.4139487,4.8930051)";4.8930051;52.4139487;
13163;"Ulmus hol. `Wredei`";0;"20 - 30 cm";"";"";"POINT(4.8941681,52.4194838)";"POINT(52.4194838,4.8941681)";4.8941681;52.4194838;
13176;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.8960411,52.4235198)";"POINT(52.4235198,4.8960411)";4.8960411;52.4235198;
13180;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.896527,52.4181983)";"POINT(52.4181983,4.896527)";4.896527;52.4181983;
13287;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.8996642,52.4151656)";"POINT(52.4151656,4.8996642)";4.8996642;52.4151656;
13291;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.8996608,52.4193427)";"POINT(52.4193427,4.8996608)";4.8996608;52.4193427;
13364;"Ulmus x hollandica";0;"20 - 30 cm";"";"";"POINT(4.9009831,52.4173056)";"POINT(52.4173056,4.9009831)";4.9009831;52.4173056;
13374;"Ulmus hol. `Wredei`";0;"20 - 30 cm";"";"";"POINT(4.901253,52.4177252)";"POINT(52.4177252,4.901253)";4.901253;52.4177252;
13419;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.9021022,52.4172865)";"POINT(52.4172865,4.9021022)";4.9021022;52.4172865;
13459;"Ulmus minor";0;"20 - 30 cm";"";"";"POINT(4.9030082,52.4192282)";"POINT(52.4192282,4.9030082)";4.9030082;52.4192282;
13495;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.9039619,52.4204146)";"POINT(52.4204146,4.9039619)";4.9039619;52.4204146;
13524;"Ulmus x hollandica";1950;"> 100 cm";"";"Gras";"POINT(4.9046948,52.3838622)";"POINT(52.3838622,4.9046948)";4.9046948;52.3838622;
13537;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.9044521,52.419007)";"POINT(52.419007,4.9044521)";4.9044521;52.419007;
13567;"Ulmus x hol. `Belgica`";0;"> 100 cm";"";"Gras";"POINT(4.9053929,52.383969)";"POINT(52.383969,4.9053929)";4.9053929;52.383969;
13659;"Ulmus x hollandica";0;"20 - 30 cm";"";"";"POINT(4.9064481,52.3907401)";"POINT(52.3907401,4.9064481)";4.9064481;52.3907401;
13665;"Ulmus x hollandica";0;"20 - 30 cm";"";"";"POINT(4.906471,52.390763)";"POINT(52.390763,4.906471)";4.906471;52.390763;
13734;"Ulmus x hol. `Belgica`";1950;"> 100 cm";"";"";"POINT(4.907376,52.3845183)";"POINT(52.3845183,4.907376)";4.907376;52.3845183;
13742;"Ulmus x hollandica";0;"30 - 50 cm";"";"";"POINT(4.907429,52.38506)";"POINT(52.38506,4.907429)";4.907429;52.38506;
13753;"Ulmus x hollandica";0;"30 - 50 cm";"";"";"POINT(4.9075129,52.3849722)";"POINT(52.3849722,4.9075129)";4.9075129;52.3849722;
13755;"Ulmus x hollandica";1950;"50 - 100 cm";"";"";"POINT(4.9075258,52.3844573)";"POINT(52.3844573,4.9075258)";4.9075258;52.3844573;
13763;"Ulmus minor";0;"20 - 30 cm";"";"";"POINT(4.907243,52.4163252)";"POINT(52.4163252,4.907243)";4.907243;52.4163252;
13764;"Ulmus minor";0;"20 - 30 cm";"";"";"POINT(4.9072578,52.4163367)";"POINT(52.4163367,4.9072578)";4.9072578;52.4163367;
13767;"Ulmus minor";0;"20 - 30 cm";"";"";"POINT(4.9072668,52.4163214)";"POINT(52.4163214,4.9072668)";4.9072668;52.4163214;
13771;"Ulmus minor";0;"20 - 30 cm";"";"";"POINT(4.9072902,52.4163252)";"POINT(52.4163252,4.9072902)";4.9072902;52.4163252;
13784;"Ulmus minor";0;"20 - 30 cm";"";"";"POINT(4.9073951,52.4163062)";"POINT(52.4163062,4.9073951)";4.9073951;52.4163062;
13806;"Ulmus x hollandica";1980;"30 - 50 cm";"";"Heesters";"POINT(4.9079158,52.3923041)";"POINT(52.3923041,4.9079158)";4.9079158;52.3923041;
13959;"Ulmus hol. `Wredei`";2000;"0 - 20 cm";"";"Heesters";"POINT(4.909198,52.4157149)";"POINT(52.4157149,4.909198)";4.909198;52.4157149;
14010;"Ulmus minor";0;"0 - 20 cm";"";"";"POINT(4.9097741,52.4056899)";"POINT(52.4056899,4.9097741)";4.9097741;52.4056899;
14427;"Ulmus x hollandica";0;"30 - 50 cm";"";"";"POINT(4.9141209,52.4073187)";"POINT(52.4073187,4.9141209)";4.9141209;52.4073187;
15357;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"";"POINT(4.9231489,52.4073531)";"POINT(52.4073531,4.9231489)";4.9231489;52.4073531;
15586;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9265768,52.3886839)";"POINT(52.3886839,4.9265768)";4.9265768;52.3886839;
15603;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.926718,52.3885466)";"POINT(52.3885466,4.926718)";4.926718;52.3885466;
15630;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9269531,52.3888098)";"POINT(52.3888098,4.9269531)";4.9269531;52.3888098;
15634;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9270379,52.3886916)";"POINT(52.3886916,4.9270379)";4.9270379;52.3886916;
15636;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.927067,52.3887221)";"POINT(52.3887221,4.927067)";4.927067;52.3887221;
15640;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.927109,52.3885466)";"POINT(52.3885466,4.927109)";4.927109;52.3885466;
15658;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9273279,52.3884665)";"POINT(52.3884665,4.9273279)";4.9273279;52.3884665;
15663;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.927367,52.3885962)";"POINT(52.3885962,4.927367)";4.927367;52.3885962;
15671;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9274619,52.3884284)";"POINT(52.3884284,4.9274619)";4.9274619;52.3884284;
15684;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9276569,52.3885237)";"POINT(52.3885237,4.9276569)";4.9276569;52.3885237;
15690;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9277151,52.3884131)";"POINT(52.3884131,4.9277151)";4.9277151;52.3884131;
15691;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.927717,52.3885085)";"POINT(52.3885085,4.927717)";4.927717;52.3885085;
15694;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9277732,52.3884017)";"POINT(52.3884017,4.9277732)";4.9277732;52.3884017;
15713;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9280732,52.3883368)";"POINT(52.3883368,4.9280732)";4.9280732;52.3883368;
15715;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9280941,52.3883292)";"POINT(52.3883292,4.9280941)";4.9280941;52.3883292;
15718;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.928129,52.3883216)";"POINT(52.3883216,4.928129)";4.928129;52.3883216;
15725;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9281642,52.3883139)";"POINT(52.3883139,4.9281642)";4.9281642;52.3883139;
15727;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9281909,52.3883063)";"POINT(52.3883063,4.9281909)";4.9281909;52.3883063;
15730;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9282172,52.3882987)";"POINT(52.3882987,4.9282172)";4.9282172;52.3882987;
15751;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9284642,52.3883139)";"POINT(52.3883139,4.9284642)";4.9284642;52.3883139;
15764;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9285362,52.3882948)";"POINT(52.3882948,4.9285362)";4.9285362;52.3882948;
15766;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9285428,52.38823)";"POINT(52.38823,4.9285428)";4.9285428;52.38823;
15788;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.928755,52.3881537)";"POINT(52.3881537,4.928755)";4.928755;52.3881537;
15796;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9288351,52.388272)";"POINT(52.388272,4.9288351)";4.9288351;52.388272;
15801;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9288642,52.3881156)";"POINT(52.3881156,4.9288642)";4.9288642;52.3881156;
15806;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.928901,52.3882033)";"POINT(52.3882033,4.928901)";4.928901;52.3882033;
15807;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9289191,52.3882987)";"POINT(52.3882987,4.9289191)";4.9289191;52.3882987;
15814;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.928971,52.3878829)";"POINT(52.3878829,4.928971)";4.928971;52.3878829;
15815;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.928971,52.3878485)";"POINT(52.3878485,4.928971)";4.928971;52.3878485;
15817;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.928983,52.3882262)";"POINT(52.3882262,4.928983)";4.928983;52.3882262;
15822;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9289982,52.387921)";"POINT(52.387921,4.9289982)";4.9289982;52.387921;
15827;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9290149,52.3878295)";"POINT(52.3878295,4.9290149)";4.9290149;52.3878295;
15828;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9290168,52.3882186)";"POINT(52.3882186,4.9290168)";4.9290168;52.3882186;
15832;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9290469,52.3882071)";"POINT(52.3882071,4.9290469)";4.9290469;52.3882071;
15834;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9290512,52.3879286)";"POINT(52.3879286,4.9290512)";4.9290512;52.3879286;
15838;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9290779,52.3881995)";"POINT(52.3881995,4.9290779)";4.9290779;52.3881995;
15839;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9290979,52.3879172)";"POINT(52.3879172,4.9290979)";4.9290979;52.3879172;
15842;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9290979,52.3881919)";"POINT(52.3881919,4.9290979)";4.9290979;52.3881919;
15844;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9291351,52.3881842)";"POINT(52.3881842,4.9291351)";4.9291351;52.3881842;
15845;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9291451,52.3879019)";"POINT(52.3879019,4.9291451)";4.9291451;52.3879019;
15851;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9291718,52.3881766)";"POINT(52.3881766,4.9291718)";4.9291718;52.3881766;
15852;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9291818,52.3877722)";"POINT(52.3877722,4.9291818)";4.9291818;52.3877722;
15854;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9291971,52.3878905)";"POINT(52.3878905,4.9291971)";4.9291971;52.3878905;
15856;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9292118,52.3881613)";"POINT(52.3881613,4.9292118)";4.9292118;52.3881613;
15858;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9292462,52.3881537)";"POINT(52.3881537,4.9292462)";4.9292462;52.3881537;
15859;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9292562,52.3878714)";"POINT(52.3878714,4.9292562)";4.9292562;52.3878714;
15861;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9292819,52.3881461)";"POINT(52.3881461,4.9292819)";4.9292819;52.3881461;
15863;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.929302,52.38786)";"POINT(52.38786,4.929302)";4.929302;52.38786;
15865;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9293148,52.3881384)";"POINT(52.3881384,4.9293148)";4.9293148;52.3881384;
15868;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.929353,52.3881308)";"POINT(52.3881308,4.929353)";4.929353;52.3881308;
15869;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9293649,52.3878485)";"POINT(52.3878485,4.9293649)";4.9293649;52.3878485;
15876;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.929405,52.3881842)";"POINT(52.3881842,4.929405)";4.929405;52.3881842;
15877;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.929415,52.3878333)";"POINT(52.3878333,4.929415)";4.929415;52.3878333;
15880;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.929466,52.387818)";"POINT(52.387818,4.929466)";4.929466;52.387818;
15881;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.929465,52.3881232)";"POINT(52.3881232,4.929465)";4.929465;52.3881232;
15884;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.929527,52.3878028)";"POINT(52.3878028,4.929527)";4.929527;52.3878028;
15887;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.929568,52.3877913)";"POINT(52.3877913,4.929568)";4.929568;52.3877913;
15896;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9296548,52.3877684)";"POINT(52.3877684,4.9296548)";4.9296548;52.3877684;
15897;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9296901,52.3877532)";"POINT(52.3877532,4.9296901)";4.9296901;52.3877532;
15901;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9297759,52.3877379)";"POINT(52.3877379,4.9297759)";4.9297759;52.3877379;
15903;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9298298,52.3877112)";"POINT(52.3877112,4.9298298)";4.9298298;52.3877112;
15911;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.930011,52.387551)";"POINT(52.387551,4.930011)";4.930011;52.387551;
15919;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9301569,52.387406)";"POINT(52.387406,4.9301569)";4.9301569;52.387406;
15923;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9301951,52.3875624)";"POINT(52.3875624,4.9301951)";4.9301951;52.3875624;
15926;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.930238,52.3874671)";"POINT(52.3874671,4.930238)";4.930238;52.3874671;
15937;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9303682,52.3874594)";"POINT(52.3874594,4.9303682)";4.9303682;52.3874594;
15964;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9304941,52.3878409)";"POINT(52.3878409,4.9304941)";4.9304941;52.3878409;
15986;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9306428,52.3878028)";"POINT(52.3878028,4.9306428)";4.9306428;52.3878028;
15988;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9306462,52.3878676)";"POINT(52.3878676,4.9306462)";4.9306462;52.3878676;
15993;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9306929,52.3878523)";"POINT(52.3878523,4.9306929)";4.9306929;52.3878523;
15996;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9307649,52.3877684)";"POINT(52.3877684,4.9307649)";4.9307649;52.3877684;
16002;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9307988,52.3878295)";"POINT(52.3878295,4.9307988)";4.9307988;52.3878295;
16003;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9308221,52.3876883)";"POINT(52.3876883,4.9308221)";4.9308221;52.3876883;
16007;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9308731,52.3877417)";"POINT(52.3877417,4.9308731)";4.9308731;52.3877417;
16012;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9309022,52.3877303)";"POINT(52.3877303,4.9309022)";4.9309022;52.3877303;
16014;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9309351,52.3877265)";"POINT(52.3877265,4.9309351)";4.9309351;52.3877265;
16016;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9309642,52.3877188)";"POINT(52.3877188,4.9309642)";4.9309642;52.3877188;
16018;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9309952,52.3877074)";"POINT(52.3877074,4.9309952)";4.9309952;52.3877074;
16042;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9313762,52.3874175)";"POINT(52.3874175,4.9313762)";4.9313762;52.3874175;
16054;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9315131,52.3873107)";"POINT(52.3873107,4.9315131)";4.9315131;52.3873107;
16063;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.931577,52.3875739)";"POINT(52.3875739,4.931577)";4.931577;52.3875739;
16070;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9316528,52.3875739)";"POINT(52.3875739,4.9316528)";4.9316528;52.3875739;
16083;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9317901,52.3868872)";"POINT(52.3868872,4.9317901)";4.9317901;52.3868872;
16084;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9317849,52.3875739)";"POINT(52.3875739,4.9317849)";4.9317849;52.3875739;
16085;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9317858,52.3874785)";"POINT(52.3874785,4.9317858)";4.9317858;52.3874785;
16094;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9318378,52.3868758)";"POINT(52.3868758,4.9318378)";4.9318378;52.3868758;
16103;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9319541,52.3867995)";"POINT(52.3867995,4.9319541)";4.9319541;52.3867995;
16108;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9319951,52.387448)";"POINT(52.387448,4.9319951)";4.9319951;52.387448;
16114;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9320972,52.3869864)";"POINT(52.3869864,4.9320972)";4.9320972;52.3869864;
16115;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9320962,52.3874022)";"POINT(52.3874022,4.9320962)";4.9320962;52.3874022;
16118;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9322388,52.3871733)";"POINT(52.3871733,4.9322388)";4.9322388;52.3871733;
16139;"Ulmus";0;"0 - 20 cm";"";"";"POINT(4.9325192,52.3874213)";"POINT(52.3874213,4.9325192)";4.9325192;52.3874213;
16331;"Ulmus x hollandica";0;"> 100 cm";"";"";"POINT(4.9351132,52.3913733)";"POINT(52.3913733,4.9351132)";4.9351132;52.3913733;
17807;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9680841,52.3834464)";"POINT(52.3834464,4.9680841)";4.9680841;52.3834464;
17808;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9689462,52.3910071)";"POINT(52.3910071,4.9689462)";4.9689462;52.3910071;
17810;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9697268,52.3886763)";"POINT(52.3886763,4.9697268)";4.9697268;52.3886763;
17811;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9698722,52.3884741)";"POINT(52.3884741,4.9698722)";4.9698722;52.3884741;
17812;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9698689,52.3907706)";"POINT(52.3907706,4.9698689)";4.9698689;52.3907706;
17813;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.969959,52.3909155)";"POINT(52.3909155,4.969959)";4.969959;52.3909155;
17814;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.970041,52.3884741)";"POINT(52.3884741,4.970041)";4.970041;52.3884741;
17815;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9700282,52.3902938)";"POINT(52.3902938,4.9700282)";4.9700282;52.3902938;
17816;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9700291,52.3908125)";"POINT(52.3908125,4.9700291)";4.9700291;52.3908125;
17817;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9700611,52.3900229)";"POINT(52.3900229,4.9700611)";4.9700611;52.3900229;
17818;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.970154,52.3881728)";"POINT(52.3881728,4.970154)";4.970154;52.3881728;
17819;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.970175,52.3883826)";"POINT(52.3883826,4.970175)";4.970175;52.3883826;
17820;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9702179,52.388188)";"POINT(52.388188,4.9702179)";4.9702179;52.388188;
17821;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9702771,52.3903624)";"POINT(52.3903624,4.9702771)";4.9702771;52.3903624;
17822;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9703138,52.3900344)";"POINT(52.3900344,4.9703138)";4.9703138;52.3900344;
17823;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9704392,52.3910834)";"POINT(52.3910834,4.9704392)";4.9704392;52.3910834;
17824;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9705589,52.390042)";"POINT(52.390042,4.9705589)";4.9705589;52.390042;
17827;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.970875,52.3910224)";"POINT(52.3910224,4.970875)";4.970875;52.3910224;
17828;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9710982,52.3880507)";"POINT(52.3880507,4.9710982)";4.9710982;52.3880507;
17829;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.971101,52.387715)";"POINT(52.387715,4.971101)";4.971101;52.387715;
17831;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.971144,52.3905188)";"POINT(52.3905188,4.971144)";4.971144;52.3905188;
17832;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.971143,52.3907057)";"POINT(52.3907057,4.971143)";4.971143;52.3907057;
17833;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.971163,52.3905303)";"POINT(52.3905303,4.971163)";4.971163;52.3905303;
17834;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9712388,52.3905493)";"POINT(52.3905493,4.9712388)";4.9712388;52.3905493;
17835;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9712808,52.3906409)";"POINT(52.3906409,4.9712808)";4.9712808;52.3906409;
17837;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.971349,52.3903891)";"POINT(52.3903891,4.971349)";4.971349;52.3903891;
17842;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9715378,52.3882987)";"POINT(52.3882987,4.9715378)";4.9715378;52.3882987;
17849;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9717758,52.3885314)";"POINT(52.3885314,4.9717758)";4.9717758;52.3885314;
17852;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9718168,52.3885428)";"POINT(52.3885428,4.9718168)";4.9718168;52.3885428;
17854;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9718478,52.3888747)";"POINT(52.3888747,4.9718478)";4.9718478;52.3888747;
17868;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9721138,52.3886801)";"POINT(52.3886801,4.9721138)";4.9721138;52.3886801;
17872;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9722211,52.3887717)";"POINT(52.3887717,4.9722211)";4.9722211;52.3887717;
17875;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9723899,52.3888518)";"POINT(52.3888518,4.9723899)";4.9723899;52.3888518;
17876;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9728482,52.3843085)";"POINT(52.3843085,4.9728482)";4.9728482;52.3843085;
17877;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9728982,52.3843085)";"POINT(52.3843085,4.9728982)";4.9728982;52.3843085;
17879;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9729569,52.3843276)";"POINT(52.3843276,4.9729569)";4.9729569;52.3843276;
17880;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.973789,52.3823325)";"POINT(52.3823325,4.973789)";4.973789;52.3823325;
17881;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9741661,52.3811537)";"POINT(52.3811537,4.9741661)";4.9741661;52.3811537;
17882;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9741499,52.3844)";"POINT(52.3844,4.9741499)";4.9741499;52.3844;
17883;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9742091,52.381108)";"POINT(52.381108,4.9742091)";4.9742091;52.381108;
