OBJECTNUMMER;ABSREL;Stemdistrict;Stemlocatie;Opgeroepenen;Geldig;Blanco;Ongeldig;Opkomstpercentage;Grootste_partij;Grootste_aantal;Grootste_percentage;Tweede_partij;Tweede_aantal;Tweede_percentage;Verschil_aantal;Verschil_percentage;GROENLINKS;PvdA;D66;VVD;Partij_voor_de_Dieren;Forum_voor_Democratie;VOLT;DENK;SP;CDA;PVV;ChristenUnie_SGP;50PLUS;JEZUS_LEEFT;De_Groenen;vandeRegio_Piratenpartij;_GROENLINKS;_PvdA;_D66;_VVD;_Partij_voor_de_Dieren;_Forum_voor_Democratie;_VOLT;_DENK;_SP;_CDA;_PVV;_ChristenUnie_SGP;_50PLUS;_JEZUS_LEEFT;_De_Groenen;_vandeRegio_Piratenpartij;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
37;"REL";"040";"Het Cromhouthuis";716;603;1;0;84.4;"VVD";0;22.1;"GROENLINKS";0;19.7;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.7;15.8;14.9;22.1;5.8;5.6;9.3;0.2;0.7;3.3;0.5;1.0;0.5;0.2;0.3;0.2;"POINT(4.8863308,52.3685271)";"POINT(52.3685271,4.8863308)";4.8863308;52.3685271;
38;"ABS";"041";"Architectuur Centrum Amsterdam (ARCAM)";1231;540;0;1;43.9;"GROENLINKS";188;0;"PvdA";125;0;63;0;188;125;68;32;47;15;23;1;13;3;3;11;7;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9124792,52.3715026)";"POINT(52.3715026,4.9124792)";4.9124792;52.3715026;
39;"REL";"041";"Architectuur Centrum Amsterdam (ARCAM)";1231;540;0;1;43.9;"GROENLINKS";0;34.8;"PvdA";0;23.1;0;11.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.8;23.1;12.6;5.9;8.7;2.8;4.3;0.2;2.4;0.6;0.6;2.0;1.3;0;0.6;0.2;"POINT(4.9124792,52.3715026)";"POINT(52.3715026,4.9124792)";4.9124792;52.3715026;
40;"ABS";"042";"Akhnaton";895;376;1;2;42.3;"GROENLINKS";81;0;"D66";59;0;22;0;81;49;59;46;33;31;33;3;10;10;10;3;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8941762,52.3761374)";"POINT(52.3761374,4.8941762)";4.8941762;52.3761374;
41;"REL";"042";"Akhnaton";895;376;1;2;42.3;"GROENLINKS";0;21.5;"D66";0;15.7;0;5.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5;13.0;15.7;12.2;8.8;8.2;8.8;0.8;2.7;2.7;2.7;0.8;1.1;0;0.5;0.5;"POINT(4.8941762,52.3761374)";"POINT(52.3761374,4.8941762)";4.8941762;52.3761374;
42;"ABS";"045";"NH Caransa";824;388;0;0;47.1;"GROENLINKS";98;0;"PvdA";77;0;21;0;98;77;58;60;17;24;30;0;6;9;3;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.897043,52.3664443)";"POINT(52.3664443,4.897043)";4.897043;52.3664443;
43;"REL";"045";"NH Caransa";824;388;0;0;47.1;"GROENLINKS";0;25.3;"PvdA";0;19.8;0;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.3;19.8;14.9;15.5;4.4;6.2;7.7;0;1.5;2.3;0.8;0.5;0.3;0.3;0;0.5;"POINT(4.897043,52.3664443)";"POINT(52.3664443,4.897043)";4.897043;52.3664443;
44;"ABS";"051";"De Toneelmakerij";1146;486;1;3;42.8;"GROENLINKS";125;0;"PvdA";105;0;20;0;125;105;49;45;54;21;22;1;32;5;13;5;6;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8787448,52.3707244)";"POINT(52.3707244,4.8787448)";4.8787448;52.3707244;
45;"REL";"051";"De Toneelmakerij";1146;486;1;3;42.8;"GROENLINKS";0;25.7;"PvdA";0;21.6;0;4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.7;21.6;10.1;9.3;11.1;4.3;4.5;0.2;6.6;1.0;2.7;1.0;1.2;0;0.2;0.4;"POINT(4.8787448,52.3707244)";"POINT(52.3707244,4.8787448)";4.8787448;52.3707244;
46;"ABS";"052";"Galerie Fontana";1016;518;1;0;51.1;"GROENLINKS";135;0;"PvdA";114;0;21;0;135;114;65;53;46;24;31;0;23;12;6;2;3;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8821409,52.3715827)";"POINT(52.3715827,4.8821409)";4.8821409;52.3715827;
47;"REL";"052";"Galerie Fontana";1016;518;1;0;51.1;"GROENLINKS";0;26.1;"PvdA";0;22.0;0;4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.1;22.0;12.5;10.2;8.9;4.6;6.0;0;4.4;2.3;1.2;0.4;0.6;0;0.4;0.4;"POINT(4.8821409,52.3715827)";"POINT(52.3715827,4.8821409)";4.8821409;52.3715827;
48;"ABS";"056";"Het Marnix";960;551;0;1;57.5;"GROENLINKS";138;0;"PvdA";114;0;24;0;138;114;55;51;45;37;21;1;36;11;13;8;13;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.878485,52.3779837)";"POINT(52.3779837,4.878485)";4.878485;52.3779837;
49;"REL";"056";"Het Marnix";960;551;0;1;57.5;"GROENLINKS";0;25.0;"PvdA";0;20.7;0;4.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.0;20.7;10.0;9.3;8.2;6.7;3.8;0.2;6.5;2.0;2.4;1.5;2.4;0;0.9;0.5;"POINT(4.878485,52.3779837)";"POINT(52.3779837,4.878485)";4.878485;52.3779837;
50;"ABS";"063";"Het Bushuis";1201;950;4;3;79.7;"GROENLINKS";288;0;"PvdA";207;0;81;0;288;207;125;102;60;27;81;0;25;16;2;3;6;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8981259,52.3707968)";"POINT(52.3707968,4.8981259)";4.8981259;52.3707968;
51;"REL";"063";"Het Bushuis";1201;950;4;3;79.7;"GROENLINKS";0;30.3;"PvdA";0;21.8;0;8.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.3;21.8;13.2;10.7;6.3;2.8;8.5;0;2.6;1.7;0.2;0.3;0.6;0.2;0.2;0.4;"POINT(4.8981259,52.3707968)";"POINT(52.3707968,4.8981259)";4.8981259;52.3707968;
52;"ABS";"064";"UvA - locatie P.C. Hoofthuis";758;795;1;3;105.4;"GROENLINKS";267;0;"PvdA";159;0;108;0;267;159;96;106;47;28;50;3;10;14;2;3;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.889837,52.3740965)";"POINT(52.3740965,4.889837)";4.889837;52.3740965;
53;"REL";"064";"UvA - locatie P.C. Hoofthuis";758;795;1;3;105.4;"GROENLINKS";0;33.6;"PvdA";0;20.0;0;13.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.6;20.0;12.1;13.3;5.9;3.5;6.3;0.4;1.3;1.8;0.3;0.4;0.4;0;0.9;0;"POINT(4.889837,52.3740965)";"POINT(52.3740965,4.889837)";4.889837;52.3740965;
54;"ABS";"066";"De Rode Hoed";1184;908;1;3;77.0;"PvdA";218;0;"D66";166;0;52;0;148;218;166;160;65;45;51;0;8;24;5;4;5;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.887275,52.3773505)";"POINT(52.3773505,4.887275)";4.887275;52.3773505;
55;"REL";"066";"De Rode Hoed";1184;908;1;3;77.0;"PvdA";0;24.0;"D66";0;18.3;0;5.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.3;24.0;18.3;17.6;7.2;5.0;5.6;0;0.9;2.6;0.6;0.4;0.6;0;0.8;0.2;"POINT(4.887275,52.3773505)";"POINT(52.3773505,4.887275)";4.887275;52.3773505;
56;"ABS";"070";"Amsterdam Museum";647;458;0;3;71.3;"GROENLINKS";135;0;"PvdA";99;0;36;0;135;99;43;55;30;15;25;2;13;16;8;10;2;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8907139,52.3704878)";"POINT(52.3704878,4.8907139)";4.8907139;52.3704878;
57;"REL";"070";"Amsterdam Museum";647;458;0;3;71.3;"GROENLINKS";0;29.5;"PvdA";0;21.6;0;7.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.5;21.6;9.4;12.0;6.6;3.3;5.5;0.4;2.8;3.5;1.7;2.2;0.4;0;0.2;0.9;"POINT(4.8907139,52.3704878)";"POINT(52.3704878,4.8907139)";4.8907139;52.3704878;
58;"ABS";"073";"Academie voor Theater en Dans";1269;860;0;1;67.8;"GROENLINKS";293;0;"PvdA";200;0;93;0;293;200;101;52;70;30;50;3;21;9;9;5;6;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9016631,52.369599)";"POINT(52.369599,4.9016631)";4.9016631;52.369599;
59;"REL";"073";"Academie voor Theater en Dans";1269;860;0;1;67.8;"GROENLINKS";0;34.1;"PvdA";0;23.3;0;10.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.1;23.3;11.7;6.0;8.1;3.5;5.8;0.3;2.4;1.0;1.0;0.6;0.7;0;0.8;0.5;"POINT(4.9016631,52.369599)";"POINT(52.369599,4.9016631)";4.9016631;52.369599;
60;"ABS";"074";"Conservatorium van Amsterdam ";363;417;0;2;115.4;"GROENLINKS";153;0;"PvdA";80;0;73;0;153;80;51;40;35;3;17;8;5;8;8;3;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9089072,52.3759543)";"POINT(52.3759543,4.9089072)";4.9089072;52.3759543;
61;"REL";"074";"Conservatorium van Amsterdam ";363;417;0;2;115.4;"GROENLINKS";0;36.7;"PvdA";0;19.2;0;17.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.7;19.2;12.2;9.6;8.4;0.7;4.1;1.9;1.2;1.9;1.9;0.7;0.7;0;0.5;0.2;"POINT(4.9089072,52.3759543)";"POINT(52.3759543,4.9089072)";4.9089072;52.3759543;
62;"ABS";"076";"Ateliers Westerdok";1328;877;0;4;66.3;"PvdA";202;0;"GROENLINKS";192;0;10;0;192;202;137;110;55;48;56;5;15;20;12;10;8;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8916471,52.3843123)";"POINT(52.3843123,4.8916471)";4.8916471;52.3843123;
63;"REL";"076";"Ateliers Westerdok";1328;877;0;4;66.3;"PvdA";0;23.0;"GROENLINKS";0;21.9;0;1.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.9;23.0;15.6;12.5;6.3;5.5;6.4;0.6;1.7;2.3;1.4;1.1;0.9;0;0.7;0.1;"POINT(4.8916471,52.3843123)";"POINT(52.3843123,4.8916471)";4.8916471;52.3843123;
64;"ABS";"080";"De Noorderspeeltuin";1019;667;0;0;65.5;"PvdA";163;0;"GROENLINKS";151;0;12;0;151;163;83;76;62;40;35;1;16;12;19;1;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.882447,52.3795401)";"POINT(52.3795401,4.882447)";4.882447;52.3795401;
65;"REL";"080";"De Noorderspeeltuin";1019;667;0;0;65.5;"PvdA";0;24.4;"GROENLINKS";0;22.6;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.6;24.4;12.4;11.4;9.3;6.0;5.2;0.1;2.4;1.8;2.8;0.1;0.7;0;0.4;0;"POINT(4.882447,52.3795401)";"POINT(52.3795401,4.882447)";4.882447;52.3795401;
66;"ABS";"081";"OBA Javaplein";1640;984;1;4;60.3;"GROENLINKS";347;0;"PvdA";161;0;186;0;347;161;122;65;89;22;56;52;19;18;10;6;7;2;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9387639,52.3641554)";"POINT(52.3641554,4.9387639)";4.9387639;52.3641554;
67;"REL";"081";"OBA Javaplein";1640;984;1;4;60.3;"GROENLINKS";0;35.3;"PvdA";0;16.4;0;18.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.3;16.4;12.4;6.6;9.0;2.2;5.7;5.3;1.9;1.8;1.0;0.6;0.7;0.2;0.5;0.3;"POINT(4.9387639,52.3641554)";"POINT(52.3641554,4.9387639)";4.9387639;52.3641554;
68;"ABS";"082";"Kindervreugd";2464;808;2;5;33.1;"GROENLINKS";193;0;"PvdA";177;0;16;0;193;177;63;38;62;39;23;68;52;22;27;15;23;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9464509,52.3647772)";"POINT(52.3647772,4.9464509)";4.9464509;52.3647772;
69;"REL";"082";"Kindervreugd";2464;808;2;5;33.1;"GROENLINKS";0;23.9;"PvdA";0;21.9;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.9;21.9;7.8;4.7;7.7;4.8;2.8;8.4;6.4;2.7;3.3;1.9;2.8;0;0.4;0.4;"POINT(4.9464509,52.3647772)";"POINT(52.3647772,4.9464509)";4.9464509;52.3647772;
70;"ABS";"084";"Flevoparkschool";2050;720;2;2;35.3;"GROENLINKS";236;0;"PvdA";120;0;116;0;236;120;71;50;52;22;37;75;22;13;8;6;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9439671,52.3635527)";"POINT(52.3635527,4.9439671)";4.9439671;52.3635527;
71;"REL";"084";"Flevoparkschool";2050;720;2;2;35.3;"GROENLINKS";0;32.8;"PvdA";0;16.7;0;16.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.8;16.7;9.9;6.9;7.2;3.1;5.1;10.4;3.1;1.8;1.1;0.8;0.6;0;0.1;0.4;"POINT(4.9439671,52.3635527)";"POINT(52.3635527,4.9439671)";4.9439671;52.3635527;
72;"ABS";"087";"Verenigingsgebouw Batavia";1810;492;1;9;27.7;"GROENLINKS";116;0;"PvdA";105;0;11;0;116;105;44;18;39;12;15;74;31;4;20;4;2;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.940738,52.3605391)";"POINT(52.3605391,4.940738)";4.940738;52.3605391;
73;"REL";"087";"Verenigingsgebouw Batavia";1810;492;1;9;27.7;"GROENLINKS";0;23.6;"PvdA";0;21.3;0;2.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.6;21.3;8.9;3.7;7.9;2.4;3.0;15.0;6.3;0.8;4.1;0.8;0.4;0;0.4;1.2;"POINT(4.940738,52.3605391)";"POINT(52.3605391,4.940738)";4.940738;52.3605391;
74;"ABS";"088";"Havo De Hof";1556;699;1;3;45.2;"GROENLINKS";215;0;"PvdA";167;0;48;0;215;167;71;55;60;27;34;10;23;9;9;3;6;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9290812,52.3606497)";"POINT(52.3606497,4.9290812)";4.9290812;52.3606497;
75;"REL";"088";"Havo De Hof";1556;699;1;3;45.2;"GROENLINKS";0;30.8;"PvdA";0;23.9;0;6.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.8;23.9;10.2;7.9;8.6;3.9;4.9;1.4;3.3;1.3;1.3;0.4;0.9;0;0.4;1.0;"POINT(4.9290812,52.3606497)";"POINT(52.3606497,4.9290812)";4.9290812;52.3606497;
76;"ABS";"091";"Loods 6";1193;830;0;3;69.8;"GROENLINKS";248;0;"PvdA";208;0;40;0;248;208;100;71;52;60;38;1;14;14;12;3;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9387782,52.3772666)";"POINT(52.3772666,4.9387782)";4.9387782;52.3772666;
77;"REL";"091";"Loods 6";1193;830;0;3;69.8;"GROENLINKS";0;29.9;"PvdA";0;25.1;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.9;25.1;12.0;8.6;6.3;7.2;4.6;0.1;1.7;1.7;1.4;0.4;0.8;0;0.1;0.1;"POINT(4.9387782,52.3772666)";"POINT(52.3772666,4.9387782)";4.9387782;52.3772666;
78;"ABS";"092";"OBS De Kleine Kapitein";1125;769;0;0;68.4;"GROENLINKS";213;0;"PvdA";186;0;27;0;213;186;108;87;40;34;45;2;14;17;7;5;5;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9227951,52.3792082)";"POINT(52.3792082,4.9227951)";4.9227951;52.3792082;
79;"REL";"092";"OBS De Kleine Kapitein";1125;769;0;0;68.4;"GROENLINKS";0;27.7;"PvdA";0;24.2;0;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.7;24.2;14.0;11.3;5.2;4.4;5.9;0.3;1.8;2.2;0.9;0.7;0.7;0;0.4;0.4;"POINT(4.9227951,52.3792082)";"POINT(52.3792082,4.9227951)";4.9227951;52.3792082;
80;"ABS";"094";"De Nieuwe KHL ";517;702;0;4;136.6;"GROENLINKS";189;0;"PvdA";171;0;18;0;189;171;90;79;40;31;33;3;26;9;8;8;13;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9362848,52.3740508)";"POINT(52.3740508,4.9362848)";4.9362848;52.3740508;
81;"REL";"094";"De Nieuwe KHL ";517;702;0;4;136.6;"GROENLINKS";0;26.9;"PvdA";0;24.4;0;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.9;24.4;12.8;11.3;5.7;4.4;4.7;0.4;3.7;1.3;1.1;1.1;1.9;0;0.1;0.1;"POINT(4.9362848,52.3740508)";"POINT(52.3740508,4.9362848)";4.9362848;52.3740508;
82;"ABS";"095";"A08 Events Amsterdam";1031;374;0;0;36.3;"PvdA";108;0;"GROENLINKS";78;0;30;0;78;108;41;45;30;22;10;1;8;14;7;1;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.946346,52.3767668)";"POINT(52.3767668,4.946346)";4.946346;52.3767668;
83;"REL";"095";"A08 Events Amsterdam";1031;374;0;0;36.3;"PvdA";0;28.9;"GROENLINKS";0;20.9;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.9;28.9;11.0;12.0;8.0;5.9;2.7;0.3;2.1;3.7;1.9;0.3;1.9;0;0;0.5;"POINT(4.946346,52.3767668)";"POINT(52.3767668,4.946346)";4.946346;52.3767668;
84;"ABS";"097";"Basisschool Onze Toekomst";1118;378;1;3;34.2;"GROENLINKS";116;0;"PvdA";66;0;50;0;116;66;39;31;24;13;17;33;18;3;7;4;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9421699,52.3612296)";"POINT(52.3612296,4.9421699)";4.9421699;52.3612296;
85;"REL";"097";"Basisschool Onze Toekomst";1118;378;1;3;34.2;"GROENLINKS";0;30.7;"PvdA";0;17.5;0;13.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.7;17.5;10.3;8.2;6.3;3.4;4.5;8.7;4.8;0.8;1.9;1.1;1.3;0;0.5;0;"POINT(4.9421699,52.3612296)";"POINT(52.3612296,4.9421699)";4.9421699;52.3612296;
86;"ABS";"098";"BAC Amsterdam";1287;752;0;1;58.5;"GROENLINKS";218;0;"PvdA";195;0;23;0;218;195;132;72;40;18;33;0;16;17;4;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9465992,52.3720557)";"POINT(52.3720557,4.9465992)";4.9465992;52.3720557;
87;"REL";"098";"BAC Amsterdam";1287;752;0;1;58.5;"GROENLINKS";0;29.0;"PvdA";0;25.9;0;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.0;25.9;17.6;9.6;5.3;2.4;4.4;0;2.1;2.3;0.5;0.5;0.1;0;0.3;0;"POINT(4.9465992,52.3720557)";"POINT(52.3720557,4.9465992)";4.9465992;52.3720557;
88;"ABS";"100";"De Eester";1869;952;1;1;51.0;"GROENLINKS";307;0;"PvdA";226;0;81;0;307;226;89;58;72;44;44;23;26;17;9;11;8;6;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9381249,52.3707129)";"POINT(52.3707129,4.9381249)";4.9381249;52.3707129;
89;"REL";"100";"De Eester";1869;952;1;1;51.0;"GROENLINKS";0;32.2;"PvdA";0;23.7;0;8.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.2;23.7;9.3;6.1;7.6;4.6;4.6;2.4;2.7;1.8;0.9;1.2;0.8;0.6;0.4;0.8;"POINT(4.9381249,52.3707129)";"POINT(52.3707129,4.9381249)";4.9381249;52.3707129;
90;"ABS";"101";"Stichting Meevaart";1368;562;1;3;41.4;"GROENLINKS";206;0;"PvdA";100;0;106;0;206;100;59;37;40;10;34;42;10;10;5;2;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9339011,52.3630225)";"POINT(52.3630225,4.9339011)";4.9339011;52.3630225;
91;"REL";"101";"Stichting Meevaart";1368;562;1;3;41.4;"GROENLINKS";0;36.7;"PvdA";0;17.8;0;18.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.7;17.8;10.5;6.6;7.1;1.8;6.0;7.5;1.8;1.8;0.9;0.4;0.5;0.5;0.2;0;"POINT(4.9339011,52.3630225)";"POINT(52.3630225,4.9339011)";4.9339011;52.3630225;
92;"ABS";"103";"Basisschool de Waaier";2423;642;5;6;27.0;"GROENLINKS";208;0;"PvdA";105;0;103;0;208;105;58;23;38;22;18;81;30;11;14;8;16;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9388158,52.360459)";"POINT(52.360459,4.9388158)";4.9388158;52.360459;
93;"REL";"103";"Basisschool de Waaier";2423;642;5;6;27.0;"GROENLINKS";0;32.4;"PvdA";0;16.4;0;16.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.4;16.4;9.0;3.6;5.9;3.4;2.8;12.6;4.7;1.7;2.2;1.2;2.5;0.8;0.3;0.5;"POINT(4.9388158,52.360459)";"POINT(52.360459,4.9388158)";4.9388158;52.360459;
94;"ABS";"107";"De Indische Buurt School";1183;639;1;3;54.4;"GROENLINKS";219;0;"PvdA";104;0;115;0;219;104;89;51;45;15;38;36;9;10;7;5;3;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9347069,52.3632208)";"POINT(52.3632208,4.9347069)";4.9347069;52.3632208;
95;"REL";"107";"De Indische Buurt School";1183;639;1;3;54.4;"GROENLINKS";0;34.3;"PvdA";0;16.3;0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.3;16.3;13.9;8.0;7.0;2.3;5.9;5.6;1.4;1.6;1.1;0.8;0.5;0.2;0.8;0.3;"POINT(4.9347069,52.3632208)";"POINT(52.3632208,4.9347069)";4.9347069;52.3632208;
96;"ABS";"108";"Stichting Flexbieb IJburg ";1522;746;2;1;49.2;"GROENLINKS";168;0;"GROENLINKS";168;0;0;0;168;168;100;87;41;58;29;14;19;15;16;5;17;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9946239,52.3577544)";"POINT(52.3577544,4.9946239)";4.9946239;52.3577544;
97;"REL";"108";"Stichting Flexbieb IJburg ";1522;746;2;1;49.2;"GROENLINKS - PvdA";0;22.5;"PvdA - GROENLINKS";0;22.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.5;22.5;13.4;11.7;5.5;7.8;3.9;1.9;2.5;2.0;2.1;0.7;2.3;0.1;0.5;0.5;"POINT(4.9946239,52.3577544)";"POINT(52.3577544,4.9946239)";4.9946239;52.3577544;
98;"ABS";"109";"De Binnenwaai";1263;307;0;1;24.4;"PvdA";72;0;"GROENLINKS";52;0;20;0;52;72;47;29;16;25;3;15;6;11;7;12;7;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9959409,52.3566176)";"POINT(52.3566176,4.9959409)";4.9959409;52.3566176;
99;"REL";"109";"De Binnenwaai";1263;307;0;1;24.4;"PvdA";0;23.5;"GROENLINKS";0;16.9;0;6.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.9;23.5;15.3;9.4;5.2;8.1;1.0;4.9;2.0;3.6;2.3;3.9;2.3;0.7;1.0;0;"POINT(4.9959409,52.3566176)";"POINT(52.3566176,4.9959409)";4.9959409;52.3566176;
100;"ABS";"110";"Basisschool De Archipel";925;317;0;0;34.3;"GROENLINKS";68;0;"PvdA";64;0;4;0;68;64;44;37;16;11;24;21;12;8;1;5;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(5.0072582,52.3531577)";"POINT(52.3531577,5.0072582)";5.0072582;52.3531577;
101;"REL";"110";"Basisschool De Archipel";925;317;0;0;34.3;"GROENLINKS";0;21.5;"PvdA";0;20.2;0;1.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5;20.2;13.9;11.7;5.0;3.5;7.6;6.6;3.8;2.5;0.3;1.6;1.6;0;0;0.3;"POINT(5.0072582,52.3531577)";"POINT(52.3531577,5.0072582)";5.0072582;52.3531577;
102;"ABS";"111";"OBA IJburg";1706;679;3;1;40.0;"PvdA";151;0;"GROENLINKS";140;0;11;0;140;151;98;95;43;46;18;11;20;11;12;11;22;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9969389,52.3566138)";"POINT(52.3566138,4.9969389)";4.9969389;52.3566138;
103;"REL";"111";"OBA IJburg";1706;679;3;1;40.0;"PvdA";0;22.2;"GROENLINKS";0;20.6;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.6;22.2;14.4;14.0;6.3;6.8;2.7;1.6;2.9;1.6;1.8;1.6;3.2;0;0;0.1;"POINT(4.9969389,52.3566138)";"POINT(52.3566138,4.9969389)";4.9969389;52.3566138;
104;"ABS";"112";"Montessorischool Steigereiland";1828;904;0;2;49.6;"PvdA";211;0;"GROENLINKS";202;0;9;0;202;211;136;115;66;39;39;12;35;13;12;13;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9822051,52.3609854)";"POINT(52.3609854,4.9822051)";4.9822051;52.3609854;
105;"REL";"112";"Montessorischool Steigereiland";1828;904;0;2;49.6;"PvdA";0;23.3;"GROENLINKS";0;22.3;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.3;23.3;15.0;12.7;7.3;4.3;4.3;1.3;3.9;1.4;1.3;1.4;1.0;0;0.1;0.1;"POINT(4.9822051,52.3609854)";"POINT(52.3609854,4.9822051)";4.9822051;52.3609854;
106;"ABS";"113";"abbs De Zuiderzee";1208;431;0;3;35.9;"PvdA";100;0;"GROENLINKS";99;0;1;0;99;100;66;55;17;36;13;5;8;10;4;4;11;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9875328,52.3627364)";"POINT(52.3627364,4.9875328)";4.9875328;52.3627364;
