OBJECTNUMMER;SELECTIE;Legenda;Bijschrift;Adres;Foto_put;Foto_object;Website;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
64;"VONDST";"Vondsten Waterlooplein";"vishaak, koper, 1700-1800";"Lange Houtstraat 40";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP70.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9013789,52.3675887)";"POINT(52.3675887,4.9013789)";4.9013789;52.3675887;
65;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"grape, aardewerk, 1725-1750";"Lange Houtstraat 40";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP71.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP71.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9013388,52.3675772)";"POINT(52.3675772,4.9013388)";4.9013388;52.3675772;
66;"VONDST";"Vondsten Waterlooplein";"kan, aardewerk, 1725-1750";"Lange Houtstraat 42";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP72.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9014509,52.3675543)";"POINT(52.3675543,4.9014509)";4.9014509;52.3675543;
67;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"kandelaar, koperlegering,  1590-1610";"Lange Houtstraat 42";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP73.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP73.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9014218,52.3675696)";"POINT(52.3675696,4.9014218)";4.9014218;52.3675696;
68;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"kom, porselein, China, 1700-1800";"Lange Houtstraat 44";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP74.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP74.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9014871,52.3675315)";"POINT(52.3675315,4.9014871)";4.9014871;52.3675315;
69;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"bord, faience, Portugal, 1610-1625";"Lange Houtstraat 52";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP75.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP75.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9016039,52.3674971)";"POINT(52.3674971,4.9016039)";4.9016039;52.3674971;
70;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"tabaksdoos, latoenkoper, 1700-1750";"Lange Houtstraat 54";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP76.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP76.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9016778,52.3674704)";"POINT(52.3674704,4.9016778)";4.9016778;52.3674704;
71;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"kippenbot met kosjerlood, 1675-1725";"Leprozengracht 28";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP77.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP77.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9017212,52.3674094)";"POINT(52.3674094,4.9017212)";4.9017212;52.3674094;
72;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"zonnewijzer, ivoor, 1612";"Leprozengracht 26";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP78.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP78.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.901746,52.3674361)";"POINT(52.3674361,4.901746)";4.901746;52.3674361;
73;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"pot, aardewerk, Spanje/Portugal, 1600-1625";"Leprozengracht 30";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP79.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP79.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.901685,52.367375)";"POINT(52.367375,4.901685)";4.901685;52.367375;
74;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"beker, steengoed, Westerwald Duitsland, 1725-1750";"Lange Houtstraat 56";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP80.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP80.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9017699,52.3674246)";"POINT(52.3674246,4.9017699)";4.9017699;52.3674246;
75;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"vonkendover, aardewerk, 1575-1625";"Zwanenburgerstraat 49";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP81.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP81.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9014261,52.3674552)";"POINT(52.3674552,4.9014261)";4.9014261;52.3674552;
76;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"deksel, aardewerk, 1600-1625";"Lange Houtstraat 46";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP82.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP82.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9014661,52.3674361)";"POINT(52.3674361,4.9014661)";4.9014661;52.3674361;
77;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"bord, faience, Holland, 1655-1665";"Lange Houtstraat 48";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP83.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP83.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.901551,52.3674208)";"POINT(52.3674208,4.901551)";4.901551;52.3674208;
78;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"kelkglas, glas, 1650-1675";"Lange Houtstraat 42";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP86.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP86.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.901375,52.3674933)";"POINT(52.3674933,4.901375)";4.901375;52.3674933;
79;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"figuur, pijpaarde, 1700-1800";"Zwanenburgerstraat 53";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP87.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP87.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9013731,52.3673064)";"POINT(52.3673064,4.9013731)";4.9013731;52.3673064;
80;"BEERPUT";"Beerput Waterlooplein";"beerput";"Zwanenburgerstraat 53";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP88.jpg";"";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9014099,52.3673102)";"POINT(52.3673102,4.9014099)";4.9014099;52.3673102;
81;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"vensterglas, gebrandschilderd glas, 1550-1600";"Zwanenburgerstraat 57";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP89.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP89.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.901437,52.3672835)";"POINT(52.3672835,4.901437)";4.901437;52.3672835;
82;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"luizenkam, ivoor, 1700-1750";"Zwanenburgerstraat 57";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP90.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP90.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9015019,52.3672911)";"POINT(52.3672911,4.9015019)";4.9015019;52.3672911;
83;"VONDST";"Vondsten Waterlooplein";"bakpan, aardewerk, 1675-1700";"Zwanenburgerstraat 59";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP91.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9015391,52.3672835)";"POINT(52.3672835,4.9015391)";4.9015391;52.3672835;
84;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"pispot, tin, 1750-1775";"Zwanenburgerstraat 59";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP92.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP92.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9015171,52.3672682)";"POINT(52.3672682,4.9015171)";4.9015171;52.3672682;
85;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"wandtegel, faience, 1625-1650";"Zwanenburgerstraat 61";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP93.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP93.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9015968,52.3672606)";"POINT(52.3672606,4.9015968)";4.9015968;52.3672606;
86;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"zalfpot, aardewerk, Westerwald Duitsland, 1625-1700";"Zwanenburgerstraat 61";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP94.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP94.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.901644,52.3672644)";"POINT(52.3672644,4.901644)";4.901644;52.3672644;
87;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"bord, aardewerk, 1625-1700";"Leprozengracht 32";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP95.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP95.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9015682,52.3673407)";"POINT(52.3673407,4.9015682)";4.9015682;52.3673407;
88;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"kom, aardewerk, Werraregio Duitsland, 1608";"Leprozengracht 34";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP96.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP96.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9017041,52.3672453)";"POINT(52.3672453,4.9017041)";4.9017041;52.3672453;
89;"BEERPUT";"Beerput Waterlooplein";"beerput";"Leprozengracht 36";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP97.jpg";"";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9016411,52.3672263)";"POINT(52.3672263,4.9016411)";4.9016411;52.3672263;
90;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"kan, aardewerk, 1600-1625";"Leprozengracht 36";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP98.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP98.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9016249,52.3672453)";"POINT(52.3672453,4.9016249)";4.9016249;52.3672453;
91;"VONDST";"Vondsten Waterlooplein";"bord, aardewerk, 1700-1800";"Zwanenburgerstraat 15";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP56.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9001381,52.3678824)";"POINT(52.3678824,4.9001381)";4.9001381;52.3678824;
92;"VONDST";"Vondsten Waterlooplein";"roemer, waldglas, 1650-1660";"Zwanenburgerstraat 17";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP55.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9001911,52.3678786)";"POINT(52.3678786,4.9001911)";4.9001911;52.3678786;
93;"VONDST";"Vondsten Waterlooplein";"bord, faience, Holland, 1690-1710";"Zwanenburgerstraat 19";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP54.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9002402,52.3678557)";"POINT(52.3678557,4.9002402)";4.9002402;52.3678557;
94;"VONDST";"Vondsten Waterlooplein";"bord, faience, holland, 1750-1775";"Zwanenburgerstraat 19";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP53.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9002531,52.3678443)";"POINT(52.3678443,4.9002531)";4.9002531;52.3678443;
96;"VONDST";"Vondsten";"paard, vurenhout, 1750-1800";"Nieuwendijk 150";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/NDK5.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8948629,52.3756873)";"POINT(52.3756873,4.8948629)";4.8948629;52.3756873;
98;"VONDST";"Vondsten";"lepel, tin, 1550-1575";"Nieuwezijds Kolk 5";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/NZK1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8949082,52.3760954)";"POINT(52.3760954,4.8949082)";4.8949082;52.3760954;
99;"VONDST";"Vondsten";"zeepbak, faience, Holland, 1700-1725";"Nieuwezijds Kolk 13";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/NZK2.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8946578,52.376084)";"POINT(52.376084,4.8946578)";4.8946578;52.376084;
100;"VONDST";"Vondsten";"kop, faience Holland, 1675-1725";"Nieuwezijds Kolk 9";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/NZK4.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8948281,52.3761145)";"POINT(52.3761145,4.8948281)";4.8948281;52.3761145;
101;"VONDST";"Vondsten";"vogelfluitje, vurenhout, 1750-1800";"Singel 165";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/SIN9.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.889785,52.3743483)";"POINT(52.3743483,4.889785)";4.889785;52.3743483;
102;"VONDST";"Vondsten";"bril, glas en koper, 1600-1625";"Singel 171";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/SIN8.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.889621,52.3740164)";"POINT(52.3740164,4.889621)";4.889621;52.3740164;
103;"VONDST";"Vondsten";"kelk, tin, 1450-1500";"Warmoesstraat 35-43";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/WA6.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8986928,52.3755042)";"POINT(52.3755042,4.8986928)";4.8986928;52.3755042;
104;"BEERPUT_VONDST";"Beerput en vondsten";"voorraadpot, steengoed, Frechen Duitsland, 1750-1775";"Oudekerksplein 6-14/Slaperssteeg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/bp_OKP1.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/OKP1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8985112,52.3747183)";"POINT(52.3747183,4.8985112)";4.8985112;52.3747183;
107;"BEERPUT";"Beerputten";"beerput";"Oudezijds Achterburgwal 84-90, 94-98";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/bp_OZA.jpg";"";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8981311,52.372956)";"POINT(52.372956,4.8981311)";4.8981311;52.372956;
108;"VONDST";"Vondsten";"servies, porselein, China, 1600-1625";"Kloveniersburgwal 20 (Trippenhuis)";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/KLO2.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8989708,52.3717162)";"POINT(52.3717162,4.8989708)";4.8989708;52.3717162;
109;"VONDST";"Vondsten";"voorraadbus, tin, 1600-1650";"Rokin 99";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/ROK2.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8929541,52.3698584)";"POINT(52.3698584,4.8929541)";4.8929541;52.3698584;
111;"VONDST";"Vondsten";"pelgrimshoorn, aardewerk, Langerwehe Duitsland, 1350-1400";"Warmoesstraat 203/Dam 13";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/WA8.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8942988,52.3724944)";"POINT(52.3724944,4.8942988)";4.8942988;52.3724944;
113;"BEERPUT_VONDST";"Beerput en vondsten";"huisraad 1725-1775";"Nieuwe Jonkerstraat 4/Nieuwe Ridderstraat 5";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/bp_NJ.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/NJ.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.902066,52.373532)";"POINT(52.373532,4.902066)";4.902066;52.373532;
114;"VONDST";"Vondsten";"bord, faience, Holland, 1650-1675";"Prins Hendrikkade 155";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/PH6.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9070432,52.3729178)";"POINT(52.3729178,4.9070432)";4.9070432;52.3729178;
115;"BEERPUT_VONDST";"Beerputten en vondsten";"olielamp, aardewerk, 1375-1425";"Oudezijds Armsteeg 14";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/nw/ARMb2.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/ARMb2.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8993199,52.375508)";"POINT(52.375508,4.8993199)";4.8993199;52.375508;
116;"VONDST";"Vondsten";"roemer, waldglas, 1675-1725";"Egelantiersgracht 66";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/EG.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8825238,52.3763777)";"POINT(52.3763777,4.8825238)";4.8825238;52.3763777;
117;"VONDST";"Vondsten";"beursbeugel, koper, 1600-1700";"Grote Bickersstraat 92";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/GRB.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.889879,52.3868834)";"POINT(52.3868834,4.889879)";4.889879;52.3868834;
118;"VONDST";"Vondsten";"pan, latoenkoper, 1600-1650";"Grote Houtstraat 16-18";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/HO.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.884279,52.3852736)";"POINT(52.3852736,4.884279)";4.884279;52.3852736;
120;"VONDST";"Vondsten";"kandelaar, aardewerk, 1650-1675";"Haarlemmerplein 12-16";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/HAP1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8845651,52.3847586)";"POINT(52.3847586,4.8845651)";4.8845651;52.3847586;
121;"VONDST";"Vondsten";"bord, faience, Holland, 1650-1675";"Haarlemmerplein 17";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/HP1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8834989,52.384133)";"POINT(52.384133,4.8834989)";4.8834989;52.384133;
122;"VONDST";"Vondsten";"plooischotel, faience Holland, 1625-1650";"Vinkenstraat 150";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/VIN8.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8850968,52.3833739)";"POINT(52.3833739,4.8850968)";4.8850968;52.3833739;
123;"VONDST";"Vondsten";"toneelkijker, been en glas, 1650-1700";"Vinkenstraat 136";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/VIN9.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8852889,52.3832633)";"POINT(52.3832633,4.8852889)";4.8852889;52.3832633;
124;"VONDST";"Vondsten";"vuurstolp, aardewerk, 1575-1625";"Buiten Dommersstraat 15";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/BDO.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8864119,52.3834044)";"POINT(52.3834044,4.8864119)";4.8864119;52.3834044;
125;"VONDST";"Vondsten";"lepel, tin, 1575-1625";"Haarlemmerdijk 124/Buiten Dommersstraat";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/HAD.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8860872,52.3834273)";"POINT(52.3834273,4.8860872)";4.8860872;52.3834273;
126;"VONDST";"Vondsten";"messchede, leer, 1600-1625";"Haarlemmerdijk 128";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/HAD3.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8860099,52.383496)";"POINT(52.383496,4.8860099)";4.8860099;52.383496;
127;"VONDST";"Vondsten";"kom, porselein, China, 1600-1625";"Haarlemmerdijk 82";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/HAD4.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8872192,52.3828703)";"POINT(52.3828703,4.8872192)";4.8872192;52.3828703;
128;"VONDST";"Vondsten";"voetkop, porselein, China, 1635-1645";"Buiten Oranjestraat 18";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/BOR1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8876269,52.3826338)";"POINT(52.3826338,4.8876269)";4.8876269;52.3826338;
129;"VONDST";"Vondsten";"bord, faience, Portugal, 1625-1650";"Vinkenstraat 79";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/VIN10.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8862579,52.3824622)";"POINT(52.3824622,4.8862579)";4.8862579;52.3824622;
130;"VONDST";"Vondsten";"theepot, steengoed,  Yixing China, 1700-1750";"Vinkenstraat 77";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/VIN5.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.886378,52.3824011)";"POINT(52.3824011,4.886378)";4.886378;52.3824011;
131;"VONDST";"Vondsten";"komfoor, aardewerk, Saintonge Frankrijk, 1575-1625";"Vinkenstraat 73";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/VIN4.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8864429,52.3823668)";"POINT(52.3823668,4.8864429)";4.8864429;52.3823668;
133;"VONDST";"Vondsten";"wasteil, latoenkoper, 1750-1800";"Vinkenstraat 65";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/VIN14.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.886646,52.3822524)";"POINT(52.3822524,4.886646)";4.886646;52.3822524;
134;"VONDST";"Vondsten";"bord, faience, Ligurië Italië, 1580-1600";"Haarlemmerdijk 54";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/HAD2.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.887996,52.3824393)";"POINT(52.3824393,4.887996)";4.887996;52.3824393;
135;"VONDST";"Vondsten";"scheerbekken, porselein, Arita Japan, 1700-1740";"Buiten Oranjestraat 17";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/BOR.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8878882,52.3825728)";"POINT(52.3825728,4.8878882)";4.8878882;52.3825728;
136;"VONDST";"Vondsten";"kop, faience, Italië, 1600-1625";"Haarlemmerdijk 30-40";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/HAD5.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8884618,52.3821341)";"POINT(52.3821341,4.8884618)";4.8884618;52.3821341;
