OBJECTNUMMER;Stemlocatie;Opgeroepenen;Blanco;Ongeldig;Geldig;Opkomstpercentage;Grootste_partij;Grootste_aantal;Grootste_percentage;Tweede_partij;Tweede_aantal;Tweede_percentage;_1__VVD;_2__PvdA;_3__PVV;_4__SP;_5__CDA;_6__D66;_7__ChristenUnie;_8__GroenLinks;_9__SGP;_10__Partij_voor_de_Dieren;_11__50PLUS;_12__OndernemersPartij;_13__VoorNederland;_14__DENK;_15__NIEUWE_WEGEN;_16__Forum_voor_Democratie;_17__De_Burger_Beweging;_18__Vrijzinnige_Partij;_19__GeenPeil;_20__Piratenpartij;_21__Artikel_1;_22__Niet_Stemmers;_23__Libertarische_Partij;_24__Lokaal_in_de_Kamer;_Overig_totaal;__1__VVD;__2__PvdA;__3__PVV;__4__SP;__5__CDA;__6__D66;__7__ChristenUnie;__8__GroenLinks;__9__SGP;__10__Partij_voor_de_Dieren;__11__50PLUS;__12__OndernemersPartij;__13__VoorNederland;__14__DENK;__15__NIEUWE_WEGEN;__16__Forum_voor_Democratie;__17__De_Burger_Beweging;__18__Vrijzinnige_Partij;__19__GeenPeil;__20__Piratenpartij;__21__Artikel_1;__22__Niet_Stemmers;__23__Libertarische_Partij;__24__Lokaal_in_de_Kamer;__Overig_totaal;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
409;"Centrum Karunika";3098;2;9;2036;66.1;"D66";0;22;"GroenLinks";0;20.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;8.1;5.2;6.7;2.9;22;0.9;20.8;0;7.6;1.7;0.2;0.2;4.6;0;1.3;0;0;0.2;0.6;1.8;0.1;0;0;1.4;"POINT(4.9082358,52.3473746)";"POINT(52.3473746,4.9082358)";4.9082358;52.3473746;
410;"Centrum voor Ouderen De Boeg";1414;4;7;1384;98.7;"D66";0;22.5;"GroenLinks";0;21.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.5;4.5;5;5.4;3;22.5;1.2;21.7;0.2;6.8;2.5;0.3;0.1;9.6;0.3;1.7;0;0.1;0;0.9;1.6;0.1;0.1;0;2.0;"POINT(4.8466442,52.3761374)";"POINT(52.3761374,4.8466442)";4.8466442;52.3761374;
411;"Cordaan";1504;2;13;1226;82.5;"DENK";0;28.8;"GroenLinks";0;14.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5;6.2;7.3;5.5;2.4;13.5;1.8;14.4;0.4;3.3;2.1;0.1;0.2;28.8;0.1;0.7;0.1;0.1;0.1;0.1;2.1;0;0;0;1.1;"POINT(4.8329508,52.3495871)";"POINT(52.3495871,4.8329508)";4.8329508;52.3495871;
412;"Cordaan de Oostoever";1466;1;6;888;61.1;"GroenLinks";0;16.7;"D66";0;14.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.2;13.7;10.6;8.1;7.4;14.5;1.4;16.7;0.1;3.4;4.3;0.2;0.1;4.1;0.1;0.3;0;0.1;0;0.7;1.7;0.3;0;0;1.7;"POINT(4.829139,52.3656203)";"POINT(52.3656203,4.829139)";4.829139;52.3656203;
413;"Cornelis Vrijschool";1030;2;3;1118;109.0;"VVD";0;33.7;"D66";0;22.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.7;8.8;2.4;2.1;3;22.7;1.1;18.2;0.3;4.4;0.6;0;0.1;0.1;0;1.7;0.2;0;0.1;0.4;0;0.1;0;0;1.2;"POINT(4.8798168,52.3595778)";"POINT(52.3595778,4.8798168)";4.8798168;52.3595778;
414;"Crea Cultureel Studentencentrum";1239;3;8;1898;154.1;"GroenLinks";0;36.6;"D66";0;27.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.3;5;1.1;3.7;0.8;27.5;1.1;36.6;0;8.3;0.8;0.1;0.1;0.4;0.2;1.2;0.1;0;0;0.4;1.4;0.1;0;0;0.8;"POINT(4.9128358,52.3633086)";"POINT(52.3633086,4.9128358)";4.9128358;52.3633086;
415;"Cygnus Gymnasium";3232;7;13;2033;63.5;"GroenLinks";0;25.6;"D66";0;21.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.1;6.9;3.4;5.7;2.1;21.6;0.8;25.6;0;7.5;1.3;0;0.1;7.2;0.3;1;0.1;0;0;0.7;3.5;0;0;0;1.4;"POINT(4.9125879,52.3549391)";"POINT(52.3549391,4.9125879)";4.9125879;52.3549391;
416;"d`Oude Raai";1286;5;5;1178;92.4;"D66";0;21.4;"VVD";0;19.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.4;8.3;5.4;8.1;3.8;21.4;0.7;15.7;0.2;8.1;2.1;0.1;0;2.9;0.2;1.1;0;0;0.1;0.3;2;0;0.1;0;0.9;"POINT(4.8917038,52.3493086)";"POINT(52.3493086,4.8917038)";4.8917038;52.3493086;
417;"Dansschool Meneer de Wit";1323;2;2;960;72.9;"GroenLinks";0;25.1;"D66";0;23.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.4;5.5;2.9;4.5;1.8;23.5;1.7;25.1;0.1;6.4;0.8;0.1;0.1;11.7;0;0.5;0.1;0;0.1;0.6;1.8;0.1;0.1;0.1;1.5;"POINT(4.860254,52.3653151)";"POINT(52.3653151,4.860254)";4.860254;52.3653151;
418;"Dansschool Oostveen";2834;4;14;1705;60.8;"D66";0;27.8;"VVD";0;24.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.8;8;4;3;3.6;27.8;1.1;17;0.2;6.1;1.2;0;0.1;0.2;0;1.5;0.1;0.1;0.1;0.6;0.6;0;0;0;1.1;"POINT(4.8553479,52.3544089)";"POINT(52.3544089,4.8553479)";4.8553479;52.3544089;
419;"De Balie";1596;2;6;1877;118.1;"D66";0;27.7;"GroenLinks";0;23.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.5;7.1;2.9;3;2.1;27.7;0.6;23.9;0.1;6.4;0.5;0.1;0.2;0.1;0.1;1.3;0;0;0.1;0.9;0.4;0.1;0;0;1.5;"POINT(4.8827569,52.3630759)";"POINT(52.3630759,4.8827569)";4.8827569;52.3630759;
420;"De Binnenwaai";1283;4;10;611;48.7;"D66";0;21.3;"VVD";0;16.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.4;8.5;5.6;4.9;3.1;21.3;3.9;13.4;0.3;4.6;1.3;0.2;0.3;8.3;0.2;2;0;0;0;0.3;5.2;0;0;0.2;1.5;"POINT(4.9959462,52.35661)";"POINT(52.35661,4.9959462)";4.9959462;52.35661;
421;"De Bogt Westerbeer";2921;11;16;2386;82.6;"GroenLinks";0;23.4;"D66";0;15.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.5;8.4;10.7;9;2.1;15.2;1;23.4;0.3;7.8;2.8;0.1;0.2;4.3;0.1;0.9;0;0.1;0;0.8;3;0;0.1;0.2;1.9;"POINT(4.8783352,52.3889968)";"POINT(52.3889968,4.8783352)";4.8783352;52.3889968;
422;"De Clutch";1390;1;3;972;70.2;"GroenLinks";0;25.8;"D66";0;25.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.4;12.3;2.9;4.8;1.6;25.4;0.6;25.8;0.1;6.9;0.6;0.1;0.2;3.3;0;1;0;0;0;0.5;1.2;0;0;0;0.9;"POINT(4.930896,52.3702284)";"POINT(52.3702284,4.930896)";4.930896;52.3702284;
423;"De Coenen";2117;1;4;1839;87.1;"D66";0;24.5;"GroenLinks";0;21.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.4;14.6;2.9;5.8;2.5;24.5;0.9;21.5;0.2;6.4;1;0;0.1;0.7;0;1.5;0;0;0.1;0.4;0.4;0.1;0;0;0.8;"POINT(4.8815401,52.3526198)";"POINT(52.3526198,4.8815401)";4.8815401;52.3526198;
424;"De Derde Schinkel";1193;0;4;909;76.5;"VVD";0;26.1;"D66";0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.1;5.8;3.3;4.2;3;26;1.1;18.6;0.1;6.9;1.7;0;0.1;0.6;0.3;1;0;0;0.1;0.8;0.4;0;0;0;1.4;"POINT(4.8552339,52.3528983)";"POINT(52.3528983,4.8552339)";4.8552339;52.3528983;
425;"De Die";1226;4;7;892;73.7;"VVD";0;14.8;"PVV";0;14.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.8;11.9;14.5;9.1;5.3;10.1;1.6;12.4;0.1;5.3;3.8;0.3;0.4;5.9;0.1;1.3;0.1;0;0.1;0.6;1.8;0.3;0.1;0;2.2;"POINT(4.9320409,52.3989035)";"POINT(52.3989035,4.9320409)";4.9320409;52.3989035;
426;"De Edelsteen";2919;3;19;1993;69.0;"GroenLinks";0;22.6;"D66";0;18.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.8;7.6;6.3;8.4;2.1;18.5;0.9;22.6;0.2;7.5;1.1;0;0.3;7.4;0.1;0.8;0.1;0.1;0;0.5;2.6;0.3;0;0;1.4;"POINT(4.9056742,52.3508841)";"POINT(52.3508841,4.9056742)";4.9056742;52.3508841;
427;"De Keyzer";1289;0;6;1495;116.4;"GroenLinks";0;25.4;"D66";0;19.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.2;9.9;4.9;6.6;1.9;19.7;1.8;25.4;0.1;6.8;0.9;0.1;0.3;4.6;0.1;0.9;0.2;0.1;0.1;0.6;3.4;0.1;0.1;0;1.8;"POINT(4.9269502,52.3683783)";"POINT(52.3683783,4.9269502)";4.9269502;52.3683783;
428;"De Kikker";4303;7;28;2447;57.7;"DENK";0;31.3;"D66";0;11.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.8;6.6;9;7.2;3.2;11.6;1.2;11.2;0.2;2.5;3.4;0;0.3;31.3;0.4;0.6;0.2;0.1;0;0.3;2.6;0.2;0;0;1.8;"POINT(4.793092,52.355931)";"POINT(52.355931,4.793092)";4.793092;52.355931;
429;"De Koperen Knoop";2225;8;13;1940;88.1;"GroenLinks";0;26.5;"D66";0;16.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6;8.1;8.1;8.4;2.1;16.4;0.6;26.5;0.1;9.6;2.1;0;0.3;4.4;0.1;1.3;0.1;0;0;0.4;1.8;0.1;0;0;1.0;"POINT(4.8767092,52.3834502)";"POINT(52.3834502,4.8767092)";4.8767092;52.3834502;
430;"De Meevaart";1434;2;12;882;62.5;"GroenLinks";0;29.4;"D66";0;21.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.2;6.9;2.5;5.7;0.9;21.1;1.7;29.4;0;5.6;0.7;0;0.1;13.3;0;0.6;0;0.1;0.1;0.2;1.8;0.1;0;0.1;0.8;"POINT(4.9339058,52.3630149)";"POINT(52.3630149,4.9339058)";4.9339058;52.3630149;
431;"De Nieuwe Liefde";2089;0;0;1467;70.2;"GroenLinks";0;26.2;"D66";0;21.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.5;7.2;3.7;5.5;2.9;21.9;0.5;26.2;0.3;9.1;1.1;0;0.1;1.2;0;1.1;0.1;0;0.1;0.5;0.7;0.1;0.1;0;1.3;"POINT(4.8716528,52.3697974)";"POINT(52.3697974,4.8716528)";4.8716528;52.3697974;
432;"De Noorderspeeltuin";1324;4;2;1022;77.6;"GroenLinks";0;20.8;"D66";0;17.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.5;9.3;9;7.1;1.5;17.4;1.1;20.8;0;11.6;2.5;0.1;0.1;0.8;0.1;1.1;0.1;0;0;0.3;0.5;0;0;0;0.7;"POINT(4.8824518,52.3795325)";"POINT(52.3795325,4.8824518)";4.8824518;52.3795325;
433;"De Parel";1973;7;7;1584;81.0;"GroenLinks";0;27.3;"D66";0;16.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.4;9.7;5.9;8.2;1.3;16.6;1.8;27.3;0.1;8.5;1.3;0;0.1;2.9;0.1;1.6;0.1;0.1;0;0.9;3.1;0.1;0;0.1;1.4;"POINT(4.9209359,52.3706938)";"POINT(52.3706938,4.9209359)";4.9209359;52.3706938;
434;"De Rode Hoed";1060;0;8;1024;97.4;"D66";0;28.9;"VVD";0;23.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.3;10.3;2.3;2.3;2.4;28.9;0.6;20.4;0;5.4;0.7;0;0.2;0.3;0;2;0;0;0;0.2;0.6;0;0;0.1;0.5;"POINT(4.8872802,52.3773429)";"POINT(52.3773429,4.8872802)";4.8872802;52.3773429;
435;"De Schutse";1399;4;9;1062;76.8;"GroenLinks";0;18.1;"D66";0;14.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.3;9;9;6.2;7.4;14.7;1.8;18.1;0.4;5.1;3.5;0.1;0;8.5;0;0.7;0;0.1;0;0.5;0.5;0.1;0;0.1;1.2;"POINT(4.8225958,52.3594367)";"POINT(52.3594367,4.8225958)";4.8225958;52.3594367;
436;"De Spaarndammerhout";2997;2;9;1311;44.1;"GroenLinks";0;26.9;"D66";0;20.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6;6.6;8;6.8;1.8;20.1;1.3;26.9;0.2;7.5;1.8;0;0.1;4.9;0.1;1.1;0;0;0;0.8;2.3;0.2;0;0.1;1.4;"POINT(4.878761,52.3927809)";"POINT(52.3927809,4.878761)";4.878761;52.3927809;
437;"De Toneelmakerij";2081;0;4;1221;58.9;"GroenLinks";0;24.3;"D66";0;20.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.5;8.5;4.1;7;1.5;20.5;0.7;24.3;0.2;11.5;1;0.2;0.3;0.2;0.1;1.7;0;0.1;0;0.9;0.7;0.1;0;0;1.8;"POINT(4.8787501,52.3707167)";"POINT(52.3707167,4.8787501)";4.8787501;52.3707167;
438;"De Volksuniversiteit";1564;2;23;1366;88.9;"DENK";0;27.2;"GroenLinks";0;20.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.9;4.7;2.8;5.1;1;17.1;1.4;20.1;0.1;6;1.2;0;0.1;27.2;0.1;0.8;0.1;0.1;0;0.7;2.4;0;0.1;0.1;1.4;"POINT(4.845145,52.3786399)";"POINT(52.3786399,4.845145)";4.845145;52.3786399;
439;"De Wending";1442;4;13;979;69.1;"D66";0;23.6;"GroenLinks";0;22.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.4;6.9;4.6;5.3;1.9;23.6;0.8;22.8;0.1;5.5;1.1;0.1;0.2;10.6;0;1;0.1;0;0;1.1;1.7;0;0;0;1.6;"POINT(4.8583782,52.368714)";"POINT(52.368714,4.8583782)";4.8583782;52.368714;
440;"de Wiltzangh";1490;2;11;1014;68.9;"GroenLinks";0;22.5;"DENK";0;19.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.7;5;3.8;5.3;2.5;18.5;0.5;22.5;0.4;5.1;2.1;0.2;0.2;19.6;0;1.2;0;0.1;0.1;0.2;2.7;0.1;0;0.2;1.5;"POINT(4.8505552,52.3818099)";"POINT(52.3818099,4.8505552)";4.8505552;52.3818099;
441;"De Witte Boei";2088;0;4;1312;63.0;"GroenLinks";0;23.6;"D66";0;13.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.5;10.7;8.5;10.5;2.1;13.5;1.3;23.6;0.1;8.2;3;0;0.1;2.6;0.2;1.4;0;0;0.1;0.8;4.7;0.3;0;0;1.4;"POINT(4.9218242,52.3714072)";"POINT(52.3714072,4.9218242)";4.9218242;52.3714072;
442;"De Zeeheld";2748;4;13;1632;60.0;"GroenLinks";0;27.3;"D66";0;18.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.3;10.6;5.3;7.2;2.1;18.5;1;27.3;0.1;7.7;1.1;0;0.1;3.9;0.1;1.5;0.1;0.1;0.1;1.2;2.9;0.1;0;0.1;1.8;"POINT(4.8868301,52.3898665)";"POINT(52.3898665,4.8868301)";4.8868301;52.3898665;
443;"Dependance De Mijlpaal";2898;4;11;2614;90.7;"VVD";0;18.4;"D66";0;17.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.4;8.3;11.5;7.2;5.5;17.3;1.1;14.6;0.1;4.1;3.7;0.3;0.3;4.1;0.1;1.5;0;0;0;0.4;1.6;0.1;0;0;1.3;"POINT(4.812114,52.3447157)";"POINT(52.3447157,4.812114)";4.812114;52.3447157;
444;"Dependance Westerparkschool";2514;5;9;2100;84.1;"GroenLinks";0;27;"D66";0;21.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.2;8.5;4.4;6.8;1.9;21.6;0.8;27;0;9;0.9;0;0.1;3.7;0;1.4;0;0;0;0.6;1;0;0;0;1.0;"POINT(4.872936,52.3794829)";"POINT(52.3794829,4.872936)";4.872936;52.3794829;
445;"Dienstencentrum Osdorperhof";1173;1;10;902;77.8;"PVV";0;16.5;"VVD";0;14.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.9;7.2;16.5;10;7.4;11.8;1.8;9.8;0.3;5.8;5;0;0.7;5;0;1.3;0;0;0.1;0.6;1.8;0;0;0.2;1.9;"POINT(4.8126161,52.3547408)";"POINT(52.3547408,4.8126161)";4.8126161;52.3547408;
446;"Dierendok";3510;9;5;1683;48.3;"GroenLinks";0;17.3;"PVV";0;15.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.9;7.7;15.4;11.3;2.9;11.5;1;17.3;0;4.9;4.5;0.4;0.7;6.6;0.3;1.6;0.1;0;0.1;0.7;2.1;0;0.1;0;2.2;"POINT(4.896682,52.4062506)";"POINT(52.4062506,4.896682)";4.896682;52.4062506;
447;"Doopsgezinde Singelkerk";1082;0;5;994;92.3;"VVD";0;29.1;"D66";0;25.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.1;6.2;2.2;1.9;4;25.6;1.3;19.8;0.1;5.8;0.9;0;0.3;0;0;1.6;0;0;0;0.6;0.5;0;0;0;1.0;"POINT(4.8886359,52.3676955)";"POINT(52.3676955,4.8886359)";4.8886359;52.3676955;
448;"Dorpshuis de Beke";824;0;0;740;89.8;"VVD";0;24.9;"GroenLinks";0;19.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.9;10;7.4;3.8;8.8;14.2;1.8;19.7;0.1;5.5;2.6;0;0.3;0.1;0;0.7;0;0;0;0.1;0;0;0;0;0.5;"POINT(4.9943082,52.3923651)";"POINT(52.3923651,4.9943082)";4.9943082;52.3923651;
449;"Doven Ontmoetings Centrum";2074;2;3;1277;61.8;"GroenLinks";0;22.8;"D66";0;22.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.9;6.5;3.9;6.4;2.1;22.6;0.4;22.8;0.1;9.2;0.9;0.1;0.2;2.3;0;1.2;0;0;0;0.5;0.6;0.2;0;0.2;1.2;"POINT(4.8953259,52.3576132)";"POINT(52.3576132,4.8953259)";4.8953259;52.3576132;
450;"Dr. J. Th. de Visserschool";1177;2;12;803;69.4;"GroenLinks";0;20.7;"D66";0;19.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.7;7.1;5.5;6;1.5;19.3;1.9;20.7;0.2;6;2;0.1;0.2;10.7;0;1.4;0;0;0;0.7;4;0;0;0;1.4;"POINT(4.855273,52.3667952)";"POINT(52.3667952,4.855273)";4.855273;52.3667952;
451;"Dr. Sarphatihuis";1856;3;5;2354;127.3;"GroenLinks";0;28.2;"D66";0;22.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6;10.2;3.7;5.8;1.4;22.9;0.6;28.2;0.2;8.2;0.8;0;0.2;0.8;0.1;1;0;0;0.2;0.6;1.4;0.2;0;0;1.5;"POINT(4.9105599,52.3646819)";"POINT(52.3646819,4.9105599)";4.9105599;52.3646819;
452;"Eduard Douwes Dekkerhuis";1709;0;13;899;53.4;"PVV";0;13.8;"D66";0;12.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.9;8.3;13.8;8.6;4.4;12.5;3.1;11.3;0.1;4.9;4.3;0;0.4;9.5;0.1;1;0;0;0;0.2;5.2;0.2;0;0;1.1;"POINT(4.907706,52.4046294)";"POINT(52.4046294,4.907706)";4.907706;52.4046294;
453;"Eetcafe Oerknal";1571;0;3;1822;116.2;"GroenLinks";0;42.3;"D66";0;27.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.8;5.6;0.8;1.7;1.9;27.5;0.8;42.3;0.1;6.6;0.1;0;0.3;0.1;0.1;1.8;0;0.1;0.1;1.3;1;0.1;0;0;2.1;"POINT(4.9563072,52.3556372)";"POINT(52.3556372,4.9563072)";4.9563072;52.3556372;
454;"Evean Henriette Roland Holst";2598;9;16;1282;50.3;"Artikel 1";0;19;"PvdA";0;16.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.5;16.1;11.1;9.8;2.5;6.2;6.9;11;0.1;4.5;4.7;0;0;1.6;0;0.5;0.1;0.1;0.2;0.1;19;0.1;0;0;0.5;"POINT(4.9697888,52.3142706)";"POINT(52.3142706,4.9697888)";4.9697888;52.3142706;
455;"Evean Korthagenhuis";1200;1;4;878;73.6;"VVD";0;16.1;"PVV";0;15.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.1;9.3;15.9;9.7;8.5;7.7;2.2;7.9;0.2;5.4;5.6;0.3;0.2;6;0;1.5;0;0.1;0;0.1;3.2;0;0;0;1.0;"POINT(4.9398858,52.4048277)";"POINT(52.4048277,4.9398858)";4.9398858;52.4048277;
456;"Flatgebouw Baarsstraat";1250;1;1;951;76.2;"D66";0;24;"GroenLinks";0;19.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.9;6.1;5.2;6.6;2.9;24;1.6;19.1;0.1;7.2;2.3;0;0.3;2.3;0.1;1.8;0.2;0;0.3;0.2;1.6;0;0.2;0;1.5;"POINT(4.8547132,52.3498503)";"POINT(52.3498503,4.8547132)";4.8547132;52.3498503;
457;"Flesseman Centrum van Ouderen";1071;2;2;1364;127.7;"GroenLinks";0;28.9;"D66";0;22.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.4;8.4;5.3;4.9;2.1;22.4;0.7;28.9;0;8.7;1.1;0;0.1;0.4;0.1;1.2;0.1;0.4;0.2;0.7;0.7;0.3;0;0;1.8;"POINT(4.900687,52.3719946)";"POINT(52.3719946,4.900687)";4.900687;52.3719946;
458;"Flexbieb";1443;0;3;1094;76.0;"D66";0;21.4;"GroenLinks";0;19.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.8;8.7;4.3;4.1;4.8;21.4;1.8;19.7;0.1;5.7;1.2;0.4;0.2;4.9;0.3;1.3;0;0;0;0.5;3.5;0.5;0;0;1.9;"POINT(4.9946291,52.3577468)";"POINT(52.3577468,4.9946291)";4.9946291;52.3577468;
459;"Frankendael, locatie Von Liebigweg";1346;2;3;791;59.1;"GroenLinks";0;16.9;"PVV";0;14.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6;12.3;14.5;9.9;3.4;12.1;1.4;16.9;0.1;7.1;3.4;0.3;0.6;4.4;0.1;1.4;0;0;0;0.6;1.6;0;0.1;0;1.9;"POINT(4.9271171,52.3424079)";"POINT(52.3424079,4.9271171)";4.9271171;52.3424079;
460;"Frascati";813;1;1;764;94.2;"GroenLinks";0;30.6;"D66";0;24.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.8;6;4.2;3.3;2.9;24.2;0.3;30.6;0.1;7.9;0.8;0;0.1;0.7;0;1.7;0;0;0.1;0.4;0.7;0.1;0.1;0;1.0;"POINT(4.893584,52.3703238)";"POINT(52.3703238,4.893584)";4.893584;52.3703238;
461;"Gebouw";1136;0;8;719;64.0;"PVV";0;32.4;"SP";0;13.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.4;7.4;32.4;13.2;3.3;6.4;1;12.7;0;6.3;5.4;0;0.4;2.9;0.3;1.3;0;0;0;0;0.6;0.1;0;0;0.8;"POINT(4.8906891,52.409928)";"POINT(52.409928,4.8906891)";4.8906891;52.409928;
462;"Goeman Borgesiusschool";4303;5;16;2223;52.1;"DENK";0;25.1;"PVV";0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6;7.6;15;8.9;3.6;8.5;1.3;9.9;0.1;2.4;4.4;0.1;0.2;25.1;0;1;0;0;0.1;0.5;1.3;0.1;0;0.1;1.2;"POINT(4.7972748,52.3769652)";"POINT(52.3769652,4.7972748)";4.7972748;52.3769652;
463;"Grand Cafe Frankendael";1358;1;3;1405;103.8;"D66";0;23.7;"GroenLinks";0;22.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.8;10.8;4.5;4.8;3.6;23.7;1.6;22.8;0.1;4.3;1.9;0.1;0.1;0.8;0.1;2.3;0;0;0.2;0.5;0.9;0;0;0;1.1;"POINT(4.9376299,52.3490531)";"POINT(52.3490531,4.9376299)";4.9376299;52.3490531;
464;"Gymlokaal";1049;3;8;1082;104.2;"GroenLinks";0;26.8;"D66";0;20.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.3;12.3;4.5;6.6;1.5;20.9;1.1;26.8;0.2;10.7;0.9;0.1;0.1;0.1;0;0.7;0;0.1;0;0.9;1;0.1;0;0.1;1.6;"POINT(4.9022171,52.3731085)";"POINT(52.3731085,4.9022171)";4.9022171;52.3731085;
