OBJECTNUMMER;Topocode;Naam;Adres;Onderzoek;Jaar;Periode;Beschrijving;Webpagina;Foto;Bijschrift;SELECTIE;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
25;"NZR2";"Stadsrivier de Amstel";"Station Rokin";"Archeologische Begeleiding";"2011";"2006-2011";"De dunne laagjes klei en zand op 6-11 m onder de straat zijn van de oude bedding van de Amstel. Rond 1200 was dit een brede rivier die tussen de Nes en de Kalverstraat stroomde. Onderin, op ca. 12 m, zijn de resten van een nog oudere rivier aanwezig.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/noord-zuidlijn/";"http://www.mapsbma.nl/foto/NZR2.jpg";"Tientallen laagjes zand en klei in de bedding van de Amstel";"Vindplaats";"MULTIPOLYGON(((4.893342 52.372241,4.893006 52.372287,4.892997 52.372187,4.892999 52.372124,4.893013 52.372059,4.893035 52.372006,4.893061 52.371959,4.893163 52.371947,4.893191 52.37208,4.893285 52.372071,4.893342 52.372241)),((4.892976 52.371838,4.892976 52.37183,4.89297 52.37183,4.892953 52.371685,4.892825 52.371595,4.892678 52.371607,4.892654 52.371394,4.892643 52.371395,4.892598 52.371005,4.892468 52.370421,4.892369 52.370315,4.892224 52.36966,4.892122 52.369668,4.892005 52.369394,4.892534 52.36935,4.892633 52.369469,4.892651 52.369632,4.89266 52.369632,4.892753 52.370119,4.892806 52.370328,4.892848 52.370389,4.892903 52.370635,4.892894 52.370684,4.89295 52.370989,4.89297 52.371055,4.893003 52.371279,4.893035 52.371276,4.89304 52.371287,4.893093 52.371526,4.89312 52.371553,4.893161 52.371736,4.893109 52.37174,4.893129 52.371825,4.892976 52.371838)))";"MULTIPOLYGON(((52.372241 4.893342,52.372287 4.893006,52.372187 4.892997,52.372124 4.892999,52.372059 4.893013,52.372006 4.893035,52.371959 4.893061,52.371947 4.893163,52.37208 4.893191,52.372071 4.893285,52.372241 4.893342)),((52.371838 4.892976,52.37183 4.892976,52.37183 4.89297,52.371685 4.892953,52.371595 4.892825,52.371607 4.892678,52.371394 4.892654,52.371395 4.892643,52.371005 4.892598,52.370421 4.892468,52.370315 4.892369,52.36966 4.892224,52.369668 4.892122,52.369394 4.892005,52.36935 4.892534,52.369469 4.892633,52.369632 4.892651,52.369632 4.89266,52.370119 4.892753,52.370328 4.892806,52.370389 4.892848,52.370635 4.892903,52.370684 4.892894,52.370989 4.89295,52.371055 4.89297,52.371279 4.893003,52.371276 4.893035,52.371287 4.89304,52.371526 4.893093,52.371553 4.89312,52.371736 4.893161,52.37174 4.893109,52.371825 4.893129,52.371838 4.892976)))";4.8926835;52.37080445;
26;"RO21";"Glashuis De Twee Rozen (1657-1679)";"Rozenstraat  196-204, 208";"Archeologische Opgraving";"2006";"juli 2006";"Tussen de Rozengracht en de Rozenstraat lag in de 17de eeuw het grote bedrijfscomplex van de glasfabriek de Twee Rozen. Hier werden tussen 1657 en 1679 drinkglazen en kralen van hoge kwaliteit gemaakt volgens de Venetiaanse productiemethode.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/50-glasafval/";"http://www.mapsbma.nl/foto/RO21.jpg";"Glaswerk geproduceerd door De Twee Rozen";"Vindplaats";"POLYGON((4.8778 52.372082,4.877856 52.372,4.877414 52.371887,4.877358 52.371968,4.8778 52.372082))";"POLYGON((52.372082 4.8778,52.372 4.877856,52.371887 4.877414,52.371968 4.877358,52.372082 4.8778))";4.8776171;52.37196985;
27;"RO22";"Wonen en werken aan een 17de-eeuwse steeg";"Rozenstraat 68-76";"Archeologische Opgraving";"2009";"april–juni 2009";"Vanaf 1900 werden woon – en werklocaties in de binnenstad steeds meer van elkaar gescheiden. Deze opgraving wees uit dat naast de woonhuizen in de smalle stegen van de Rozenstraat nog lang werkplaatsen met ovens en bezinkbakken in gebruik bleven.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/61-cluster-schievink/";"http://www.mapsbma.nl/foto/RO22.jpg";"Funderingen van Rozenstraat 74";"Vindplaats";"POLYGON((4.880828 52.373299,4.880955 52.37311,4.881091 52.373146,4.881143 52.373071,4.881197 52.373085,4.881326 52.372893,4.88098 52.372803,4.880894 52.372931,4.880822 52.372913,4.880796 52.372952,4.880789 52.372953,4.880766 52.372947,4.8807 52.373042,4.880693 52.37304,4.880561 52.373231,4.880828 52.373299))";"POLYGON((52.373299 4.880828,52.37311 4.880955,52.373146 4.881091,52.373071 4.881143,52.373085 4.881197,52.372893 4.881326,52.372803 4.88098,52.372931 4.880894,52.372913 4.880822,52.372952 4.880796,52.372953 4.880789,52.372947 4.880766,52.373042 4.8807,52.37304 4.880693,52.373231 4.880561,52.373299 4.880828))";4.88095355;52.37303795;
28;"KON";"Een 18de-eeuwse glassnijder";"Konijnenstraat 3-21/Elandsstraat 6-12";"Archeologische Opgraving";"2003";"juni 2003";"In de Jordaan waren veel ambachtslieden gevestigd. Op Konijnenstraat 3 woonde in 1742 stadsglazenmaker Johannes Steenvelt. In de beerput van dit pand zat deze glassnijder die door hem gebruikt kan zijn.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/6-beerputten/";"http://www.mapsbma.nl/foto/KON.jpg";"De koperen glassnijder  ";"Vindplaats";"POLYGON((4.881769 52.371382,4.881778 52.371369,4.881797 52.371375,4.881824 52.37134,4.881927 52.371367,4.882045 52.371225,4.881965 52.371205,4.8821 52.371022,4.882018 52.371001,4.882072 52.370925,4.881911 52.370878,4.881593 52.371337,4.881769 52.371382))";"POLYGON((52.371382 4.881769,52.371369 4.881778,52.371375 4.881797,52.37134 4.881824,52.371367 4.881927,52.371225 4.882045,52.371205 4.881965,52.371022 4.8821,52.371001 4.882018,52.370925 4.882072,52.370878 4.881911,52.371337 4.881593,52.371382 4.881769))";4.88185645;52.37111725;
29;"LP1";"Entree van de 17de-eeuwse stad";"Leidseplein 28";"Archeologische Begeleiding";"2006";"januari 2006";"In de bodem bij de fontein voor het Hotel American zat een pijler van de dubbele klapbrug die tussen 1664 en 1862 over de Buitensingel naar de Leidsepoort op het Leidseplein liep, één van de acht stadspoorten uit de 17de eeuw.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/10-fontein/";"http://www.mapsbma.nl/foto/LP1.jpg";"De klapbrug over de Singelgracht bij de Leidsepoort";"Vindplaats";"POLYGON((4.881369 52.363587,4.881459 52.363629,4.881511 52.36359,4.881419 52.363549,4.881369 52.363587))";"POLYGON((52.363587 4.881369,52.363629 4.881459,52.36359 4.881511,52.363549 4.881419,52.363587 4.881369))";4.88144995;52.36357755;
30;"KG33";"Beerput de Groote Keyser";"Keizersgracht  242-252";"Archeologische Opgraving";"2006";"april 2006";"Dit roemruchte kraakpand aan de Keizersgracht had een diepe beerput die tot ver in de 18de eeuw als latrine in gebruik was. Op de bodem van de put lagen voorwerpen uit de vroege 18de eeuw, waaronder wijnflessen en kruiken.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-9/?reload=true";"http://www.mapsbma.nl/foto/KG33.jpg";"Wijnflessen uit de 18de eeuw";"Vindplaats";"POLYGON((4.884181 52.372182,4.884176 52.372131,4.88386 52.372142,4.883838 52.371888,4.884469 52.371869,4.884498 52.372171,4.884181 52.372182))";"POLYGON((52.372182 4.884181,52.372131 4.884176,52.372142 4.88386,52.371888 4.883838,52.371869 4.884469,52.372171 4.884498,52.372182 4.884181))";4.8841779;52.3720137;
31;"HE7";"Afval van welgestelden (1675-1750)";"Herengracht 12";"Archeologische Opgraving";"2006";"februari 2006";"Dit grachtenpand is in 1615 gebouwd. De latrine die toen achter het huis werd aangelegd bleef tot in de 18de eeuw in gebruik, maar is tussentijds geleegd. Het assortiment aardewerk en glaswerk in de beerput dateert uit 1650-1750.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/beerput-welgestelden/";"http://www.mapsbma.nl/foto/HE7.jpg";"Een selectie van de vondsten uit de beerput ";"Vindplaats";"POLYGON((4.890965 52.378974,4.890903 52.378905,4.890737 52.378963,4.890806 52.379029,4.890965 52.378974))";"POLYGON((52.378974 4.890965,52.378905 4.890903,52.378963 4.890737,52.379029 4.890806,52.378974 4.890965))";4.890861;52.37895455;
32;"KG32";"Een 17de-eeuwse beerput";"Keizersgracht 355";"Archeologische Opgraving";"2005";"oktober 2005";"De resten van huisraad in deze beerput geeft aan dat het huishouden van dit grachtenpand tot de middenlaag van de Amsterdamse bevolking in 1625-1650 behoorde.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/36-17de-eeuwse/";"http://www.mapsbma.nl/foto/KG32.jpg";"Huisraad uit de beerput";"Vindplaats";"POLYGON((4.884911 52.368959,4.885053 52.368954,4.885049 52.368918,4.884907 52.368922,4.884911 52.368959))";"POLYGON((52.368959 4.884911,52.368954 4.885053,52.368918 4.885049,52.368922 4.884907,52.368959 4.884911))";4.88498995;52.3689257;
33;"WDW";"18de-eeuwse bakjes met vet";"Derde Weteringdwarsstraat 1";"Archeologische Opgraving";"2003";"september 2003";"Deze beerput bevatte eenvoudig huisraad uit de tweede helft van de 18de eeuw. Dit bestond uit stukken servies uit Engeland en een reeks bakjes die voor alles en nog wat werden gebruikt. Deze exemplaren waren nog gevuld met een vet- of zalfachtig goedje.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/28-serviesgoed-18de/";"http://www.mapsbma.nl/foto/WDW.jpg";"De bakjes met een slibdecoratie";"Vindplaats";"POLYGON((4.888992 52.361306,4.889042 52.361299,4.889003 52.36118,4.888927 52.361188,4.888942 52.361236,4.888966 52.361235,4.888992 52.361306))";"POLYGON((52.361306 4.888992,52.361299 4.889042,52.36118 4.889003,52.361188 4.888927,52.361236 4.888942,52.361235 4.888966,52.361306 4.888992))";4.88899465;52.36123145;
34;"VIJZ1";"Een waterput uit de 18de eeuw";"Vijzelstraat 121-131";"Archeologische Begeleiding";"2004";"november 2004";"Deze percelen zijn aangelegd bij de stadsuitbreiding uit 1663. Bij de woonhuizen waren beerputten (latrines),waterkelders en waterputten aangelegd. In de 19de eeuw raakten deze buiten gebruik en werden met afval volgestort waaronder bloempotten en een gave glazen tafelbel. ";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/14-archeologische/";"http://www.mapsbma.nl/foto/VIJZ1.jpg";"Diverse vondsten uit de waterput ";"Vindplaats";"POLYGON((4.892115 52.362714,4.892401 52.362676,4.892317 52.362428,4.892026 52.362468,4.892115 52.362714))";"POLYGON((52.362714 4.892115,52.362676 4.892401,52.362428 4.892317,52.362468 4.892026,52.362714 4.892115))";4.8922236;52.36255895;
35;"PA2";"Bijzonder latrinesysteem uit de 19de eeuw";"Paardenstraat 17/Amstelstraat 9-11";"Archeologische Opgraving";"2004";"oktober 2004";"Oorspronkelijk stonden hier huizen uit 1600. In de 19de eeuw zijn ze vervangen door één groot gebouw met een gecombineerd afvoersysteem in plaats van de traditionele afzonderlijke beerputten. Dit luidde de overgang in naar het latere rioolstelsel.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/35-wonen-twee-stegen/";"http://www.mapsbma.nl/foto/PA2.jpg";"Het overwelfde riool uit de 19de eeuw";"Vindplaats";"POLYGON((4.898245 52.366466,4.898488 52.366454,4.898487 52.366468,4.898577 52.366463,4.898566 52.366371,4.898481 52.366371,4.898478 52.366348,4.898358 52.366349,4.898347 52.366275,4.898209 52.366288,4.898191 52.366302,4.898245 52.366466))";"POLYGON((52.366466 4.898245,52.366454 4.898488,52.366468 4.898487,52.366463 4.898577,52.366371 4.898566,52.366371 4.898481,52.366348 4.898478,52.366349 4.898358,52.366275 4.898347,52.366288 4.898209,52.366302 4.898191,52.366466 4.898245))";4.8983941;52.36635845;
36;"AMS2";"Stadswal uit de 16de eeuw";"Amstelstraat  16-22";"Archeologische Verkenning";"2006";"februari 2006";"Ten tijde van de stadsuitbreiding van 1595 liep de stadswal langs de Amstelstraat. De buitenschil was gemaakt van klei- en veenzoden, terwijl de binnenkant uit een hoop aarde met stadsafval was opgebouwd.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/3-verschansen-achter/";"http://www.mapsbma.nl/foto/AMS2.jpg";"Het talud van de stadswal uit gestapelde kleiplaggen";"Vindplaats";"POLYGON((4.89941 52.366134,4.89895 52.36615,4.898935 52.365975,4.898952 52.365972,4.898963 52.365932,4.899388 52.365918,4.89941 52.366134))";"POLYGON((52.366134 4.89941,52.36615 4.89895,52.365975 4.898935,52.365972 4.898952,52.365932 4.898963,52.365918 4.899388,52.366134 4.89941))";4.89918255;52.36602085;
37;"JDM";"18de-eeuws mikwe onder de Nieuwe Synagoge";"Jonas Daniel Meijerplein 4";"Archeologische Opgraving";"2006";"januari-juni 2006";"In het souterrain van de Nieuwe Synagoge uit 1752, nu onderdeel van het Joods Historisch Museum, bevonden zich de resten van het bassin van een mikwe. Dit rituele bad was tot ca. 1822 in gebruik.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/8-opgraving-mikwe/";"http://www.mapsbma.nl/foto/JDM.jpg";"Het dubbele bassin van het mikwe";"Vindplaats";"POLYGON((4.90384 52.367036,4.904113 52.367097,4.904183 52.366979,4.903908 52.366922,4.90384 52.367036))";"POLYGON((52.367036 4.90384,52.367097 4.904113,52.366979 4.904183,52.366922 4.903908,52.367036 4.90384))";4.9040215;52.3669974;
38;"HOR";"Hortus Botanicus, een broeikas uit 1715";"Plantage Middenlaan 2";"Archeologische Opgraving";"2002";"november 2002";"Voordat de Oranjerie in 1875 werd gebouwd stond hier de Kaapse Kas met tropische planten uit het Oost- en West-Indische gebied. Deze broeikas was voorzien van een waterbassin voor waterplanten en een ingenieus verwarmingssysteem.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-1/?reload=true";"http://www.mapsbma.nl/foto/HOR.jpg";"Het water in dit bassin kon worden verwarmd ";"Vindplaats";"POLYGON((4.907077 52.367076,4.907141 52.367123,4.907561 52.36698,4.907502 52.366931,4.907077 52.367076))";"POLYGON((52.367076 4.907077,52.367123 4.907141,52.36698 4.907561,52.366931 4.907502,52.367076 4.907077))";4.9073291;52.36701455;
39;"VAL2";"17de-eeuwse scheepsbouw op Marken";"Valkenburgerstraat 186-200";"Archeologische Opgraving";"2003";"december 2003 en mei 2004";"De Valkenburgerstraat loopt over het voormalige eiland Marken dat in 1592 werd aangelegd voor de vestiging van scheepswerven. Langs de Uilenburgergracht lag een reeks van smalle percelen met eenvoudige scheepshellingen. Deze raakten na 1650 in onbruik.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-4/?reload=true";"http://www.mapsbma.nl/foto/VAL2.jpg";"Een van de hellingen langs de Uilenburgergracht";"Vindplaats";"POLYGON((4.90516 52.369366,4.905211 52.369387,4.905128 52.369469,4.905471 52.3696,4.905399 52.369668,4.904716 52.369389,4.904951 52.369162,4.905006 52.369179,4.904988 52.369195,4.905233 52.369279,4.90535 52.369172,4.905802 52.369344,4.905682 52.369457,4.905244 52.369291,4.90516 52.369366))";"POLYGON((52.369366 4.90516,52.369387 4.905211,52.369469 4.905128,52.3696 4.905471,52.369668 4.905399,52.369389 4.904716,52.369162 4.904951,52.369179 4.905006,52.369195 4.904988,52.369279 4.905233,52.369172 4.90535,52.369344 4.905802,52.369457 4.905682,52.369291 4.905244,52.369366 4.90516))";4.9052689;52.36940255;
40;"VAL4";"Vroegste kade van de Uilenburgergracht";"Valkenburgerstraat 130-146";"Archeologische Opgraving";"2012";"juni-september 2012";"Op deze locatie waren resten van de oudste kade van het eiland Marken dat in 1592 werd aangelegd voor de havenuitbreiding. De oever van het eiland werd rond 1602 versterkt met een zwaar houten schot van planken en 7 m lange palen.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-d/?reload=true";"http://www.mapsbma.nl/foto/VAL4.jpg";"De kade van eikenhout uit 1602 ";"Vindplaats";"POLYGON((4.906258 52.369517,4.906637 52.369661,4.90653 52.369764,4.90654 52.369768,4.906261 52.370027,4.906038 52.369932,4.906064 52.369906,4.905778 52.369809,4.90603 52.369559,4.906166 52.36961,4.906258 52.369517))";"POLYGON((52.369517 4.906258,52.369661 4.906637,52.369764 4.90653,52.369768 4.90654,52.370027 4.906261,52.369932 4.906038,52.369906 4.906064,52.369809 4.905778,52.369559 4.90603,52.36961 4.906166,52.369517 4.906258))";4.9062176;52.36975925;
41;"RA1";"Houtopslag voor de Peperwerf";"Rapenburg 46-54";"Archeologische Opgraving";"2005";"december 2005";"Op deze locatie lag in de 17de eeuw het voormalige eiland Rapenburg met de Peperwerf, het eerste werfterrein van de VOC. Hier werd rond 1625 plankier aangelegd voor de opslag van scheepshout.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/5-schaduw-voc/";"http://www.mapsbma.nl/foto/RA1.jpg";"Het plankier aan de Rapenburgwal";"Vindplaats";"POLYGON((4.908499 52.371286,4.908313 52.371159,4.908609 52.371001,4.908785 52.371132,4.908499 52.371286))";"POLYGON((52.371286 4.908499,52.371159 4.908313,52.371001 4.908609,52.371132 4.908785,52.371286 4.908499))";4.90855905;52.37113065;
42;"OS4";"Smeden en schippers op de Oudeschans";"Oudeschans 5-11";"Archeologische Opgraving";"2008";"juli 2008";"De Oudeschans begrensde in de eerste helft van de 17de eeuw de havenwijk op het eiland Uilenburg, waar schepen werden gebouwd. In deze beerput zaten de gebruiksvoorwerpen van de zeelieden en ambachtslieden die hier woonden en werkten.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/59-buitenpolder/";"http://www.mapsbma.nl/foto/OS4.jpg";"Een gave stroopkan uit de beerput ";"Vindplaats";"POLYGON((4.905893 52.3715,4.906175 52.371619,4.906384 52.37143,4.906187 52.371337,4.906209 52.371316,4.906136 52.371285,4.905893 52.3715))";"POLYGON((52.3715 4.905893,52.371619 4.906175,52.37143 4.906384,52.371337 4.906187,52.371316 4.906209,52.371285 4.906136,52.3715 4.905893))";4.90614865;52.3714396;
43;"OS6";"De klomp van een scheepsbouwer";"Oudeschans 73-77";"Archeologische Opgraving";"2009";"september 2009";"Waar tot enkele jaren terug het Bimhuis stond was begin 17de eeuw een scheepswerf. In de bodem zaten sporen van houten scheepshellingen, zaagsel en houtsnippers en deze klomp van een scheepsbouwer.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/64-scheepshelling/";"http://www.mapsbma.nl/foto/OS6.jpg";"De klomp met lederen bovenwerk heeft maat 36";"Vindplaats";"POLYGON((4.903019 52.370299,4.903227 52.370388,4.903458 52.37019,4.903388 52.37016,4.903408 52.370143,4.903334 52.370112,4.903315 52.370129,4.90325 52.370102,4.903019 52.370299))";"POLYGON((52.370299 4.903019,52.370388 4.903227,52.37019 4.903458,52.37016 4.903388,52.370143 4.903408,52.370112 4.903334,52.370129 4.903315,52.370102 4.90325,52.370299 4.903019))";4.90324855;52.37023035;
44;"OOST2";"Oostenburg, Zeemagazijn (1663-1822)";"Oostenburgermiddenstraat 101";"Archeologische Opgraving";"2002";"juni 2002";"Het hoofdgebouw van de VOC-werf was het Zeemagazijn, een pakhuis van zeven verdiepingen, dat in 1822 instortte. Hier werden scheepsuitrustingen en alle producten uit Azië opgeslagen. De funderingen ervan liggen onder de huidige Van Gendthallen.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-5/?reload=true";"http://www.mapsbma.nl/foto/OOST2.jpg";"Fundering van het zeemagazijn";"Vindplaats";"MULTIPOLYGON(((4.926292 52.371505,4.926168 52.371428,4.92616 52.371428,4.925914 52.371272,4.925434 52.370977,4.925346 52.371031,4.926204 52.371558,4.926292 52.371505)),((4.925824 52.371029,4.925587 52.370884,4.925485 52.370946,4.925722 52.371092,4.925824 52.371029)))";"MULTIPOLYGON(((52.371505 4.926292,52.371428 4.926168,52.371428 4.92616,52.371272 4.925914,52.370977 4.925434,52.371031 4.925346,52.371558 4.926204,52.371505 4.926292)),((52.371029 4.925824,52.370884 4.925587,52.370946 4.925485,52.371092 4.925722,52.371029 4.925824)))";4.92582915;52.3712069;
45;"CZP";"Het eiland Funen: 17de-eeuwse verdediging";"Czaar Peterstraat 2-54/Blankenstraat 1-53/Cruquiusstraat 24-32/Coehoornstraat 3-7";"Archeologische Verkenning";"2008";"maart 2008";"Ter hoogte van de huidige Blankenstraat werd in 1655 een eiland aangelegd waarlangs de stadswal met de bolwerken Jaap Hannes en Zeeburg liep. Het eiland kreeg later de naam Funen, naar het Deense eiland waar in 1659 de Zweedse vloot werd verslagen.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/25-n44-keyzer/";"http://www.mapsbma.nl/foto/CZP.jpg";"Het eiland Funen op de plattegrond van De Broen uit 1774 ";"Vindplaats";"POLYGON((4.927976 52.369067,4.928224 52.368914,4.9268 52.368033,4.926545 52.368187,4.927976 52.369067))";"POLYGON((52.369067 4.927976,52.368914 4.928224,52.368033 4.9268,52.368187 4.926545,52.369067 4.927976))";4.9273944;52.3685366;
46;"FUN";"Bolwerk Zeeburg (1663)";"Funenpark";"Archeologische Opgraving";"2000";"mei – juni 2000";"In het Funenpark is de fundering zichtbaar van Zeeburg, het meest noordelijke bolwerk van de 17de-eeuwse stadswal, die over de oostrand van het eiland Funen liep. De muren en de funderingsgewelven zijn bij een opgraving in 2000 teruggevonden.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-10/?reload=true";"http://www.mapsbma.nl/foto/FUN.jpg";"De saillant of punt van het bolwerk ";"Vindplaats";"POLYGON((4.930517 52.369548,4.930518 52.369412,4.931173 52.369415,4.931171 52.369606,4.930928 52.369605,4.930925 52.36955,4.930517 52.369548))";"POLYGON((52.369548 4.930517,52.369412 4.930518,52.369415 4.931173,52.369606 4.931171,52.369605 4.930928,52.36955 4.930925,52.369548 4.930517))";4.93085505;52.36949605;
