OBJECTNUMMER;Functie;Functie_gecorrigeerd;VOT_ID;Adres;Aantal_adressen;Gebruiksdoel;WOZ_gebruik;Hoofdfunctie;Hoofdfunctie_ID;Gebruiksoppervlakte;Footprint;Oppervlakte_gecorrigeerd;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
11518;"industriefunctie";0;"0363010000672708";"Hoogoorddreef 2";0;"industriefunctie";"";"Bedrijven";"B";3224;0;0;"POINT(4.95584,52.314067)";"POINT(52.314067,4.95584)";4.95584;52.314067;
11519;"kantoor (hoofdcode)";0;"0363010000672712";"Hoogoorddreef 28";0;"kantoorfunctie";"kantoor (hoofdcode)";"Kantoren";"K";3673;0;0;"POINT(4.954453,52.313468)";"POINT(52.313468,4.954453)";4.954453;52.313468;
11520;"overige gebruiksfunctie";0;"0363010000672709";"Hoogoorddreef 3";0;"overige gebruiksfunctie";"bedrijf";"Bedrijven";"B";1063;0;0;"POINT(4.94692,52.309989)";"POINT(52.309989,4.94692)";4.94692;52.309989;
11521;"kantoor";0;"0363010000672713";"Hoogoorddreef 30";0;"kantoorfunctie";"kantoor";"Kantoren";"K";0;0;0;"POINT(4.954526,52.313496)";"POINT(52.313496,4.954526)";4.954526;52.313496;
11522;"kantoor";0;"0363010000672715";"Hoogoorddreef 34";2;"kantoorfunctie";"kantoor";"Kantoren";"K";0;0;0;"POINT(4.954497,52.313478)";"POINT(52.313478,4.954497)";4.954497;52.313478;
11523;"kantoor";0;"0363010000672716";"Hoogoorddreef 36";2;"kantoorfunctie";"kantoor";"Kantoren";"K";0;0;0;"POINT(4.954482,52.313469)";"POINT(52.313469,4.954482)";4.954482;52.313469;
11524;"kantoor";0;"0363010000672717";"Hoogoorddreef 38";0;"kantoorfunctie";"kantoor";"Kantoren";"K";0;0;0;"POINT(4.954409,52.31345)";"POINT(52.31345,4.954409)";4.954409;52.31345;
11525;"showroom / werkplaats / garage";0;"0363010001988336";"Hoogoorddreef 41";0;"winkelfunctie";"showroom / werkplaats / garage";"Detailhandel";"D";2150;0;0;"POINT(4.938779,52.307334)";"POINT(52.307334,4.938779)";4.938779;52.307334;
11526;"showroom / werkplaats / garage";0;"0363010001988337";"Hoogoorddreef 43";0;"overige gebruiksfunctie";"showroom / werkplaats / garage";"Detailhandel";"D";2150;0;0;"POINT(4.93913,52.307444)";"POINT(52.307444,4.93913)";4.93913;52.307444;
11527;"kantoorfunctie";0;"0363010001975890";"Hoogoorddreef 5";0;"kantoorfunctie";"";"Kantoren";"K";22022;0;0;"POINT(4.947296,52.309029)";"POINT(52.309029,4.947296)";4.947296;52.309029;
11528;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672719";"Hoogoorddreef 50";0;"overige gebruiksfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";5473;0;0;"POINT(4.949557,52.311725)";"POINT(52.311725,4.949557)";4.949557;52.311725;
11529;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672720";"Hoogoorddreef 54A";2;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";2058;0;0;"POINT(4.946174,52.311308)";"POINT(52.311308,4.946174)";4.946174;52.311308;
11530;"opslag / distributie";0;"0363010000672721";"Hoogoorddreef 54B";0;"kantoorfunctie";"opslag / distributie";"Opslag en distributie";"E";2024;0;0;"POINT(4.94613,52.311308)";"POINT(52.311308,4.94613)";4.94613;52.311308;
11531;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672722";"Hoogoorddreef 54D";0;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.946086,52.311299)";"POINT(52.311299,4.946086)";4.946086;52.311299;
11532;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672723";"Hoogoorddreef 54E";2;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.946145,52.31129)";"POINT(52.31129,4.946145)";4.946145;52.31129;
11533;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672726";"Hoogoorddreef 54H";3;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.946072,52.311263)";"POINT(52.311263,4.946072)";4.946072;52.311263;
11534;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672729";"Hoogoorddreef 54M";3;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.946057,52.311298)";"POINT(52.311298,4.946057)";4.946057;52.311298;
11535;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672732";"Hoogoorddreef 54R";0;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.945998,52.311343)";"POINT(52.311343,4.945998)";4.945998;52.311343;
11536;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672733";"Hoogoorddreef 54S";0;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.945998,52.311316)";"POINT(52.311316,4.945998)";4.945998;52.311316;
11537;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672734";"Hoogoorddreef 54T";0;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.945998,52.311289)";"POINT(52.311289,4.945998)";4.945998;52.311289;
11538;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672736";"Hoogoorddreef 56A";2;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";7224;0;0;"POINT(4.945779,52.311163)";"POINT(52.311163,4.945779)";4.945779;52.311163;
11539;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672738";"Hoogoorddreef 56C";3;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.945794,52.311172)";"POINT(52.311172,4.945794)";4.945794;52.311172;
11540;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672741";"Hoogoorddreef 56F";0;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.945779,52.311217)";"POINT(52.311217,4.945779)";4.945779;52.311217;
11541;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672743";"Hoogoorddreef 56H";2;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";2001;0;0;"POINT(4.945823,52.311226)";"POINT(52.311226,4.945823)";4.945823;52.311226;
11542;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672744";"Hoogoorddreef 56K";3;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.945882,52.311217)";"POINT(52.311217,4.945882)";4.945882;52.311217;
11543;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672745";"Hoogoorddreef 56L";0;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.945882,52.311199)";"POINT(52.311199,4.945882)";4.945882;52.311199;
11544;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672747";"Hoogoorddreef 56N";0;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.945955,52.311217)";"POINT(52.311217,4.945955)";4.945955;52.311217;
11545;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672749";"Hoogoorddreef 56R";0;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.945881,52.311253)";"POINT(52.311253,4.945881)";4.945881;52.311253;
11546;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672750";"Hoogoorddreef 56S";2;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.945837,52.311262)";"POINT(52.311262,4.945837)";4.945837;52.311262;
11547;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672752";"Hoogoorddreef 58A";2;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";4738;0;0;"POINT(4.946046,52.310921)";"POINT(52.310921,4.946046)";4.946046;52.310921;
11548;"kantoor in bedrijfsverzamelgebouw";0;"0363010000672754";"Hoogoorddreef 60";0;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";6699;0;0;"POINT(4.944654,52.310754)";"POINT(52.310754,4.944654)";4.944654;52.310754;
11549;"kantoor (hoofdcode)";0;"0363010001006151";"Hoogoorddreef 62";0;"kantoorfunctie";"kantoor (hoofdcode)";"Kantoren";"K";6034;0;0;"POINT(4.944936,52.310449)";"POINT(52.310449,4.944936)";4.944936;52.310449;
11550;"showroom / werkplaats / garage";0;"0363010001167576";"Hoogoorddreef 63";0;"winkelfunctie";"showroom / werkplaats / garage";"Detailhandel";"D";351;0;0;"POINT(4.940074,52.306872)";"POINT(52.306872,4.940074)";4.940074;52.306872;
11551;"showroom / werkplaats / garage";0;"0363010001167577";"Hoogoorddreef 65";0;"overige gebruiksfunctie";"showroom / werkplaats / garage";"Detailhandel";"D";1771;0;0;"POINT(4.940252,52.306675)";"POINT(52.306675,4.940252)";4.940252;52.306675;
11552;"hotel / motel";0;"0363010001006152";"Hoogoorddreef 66";0;"bijeenkomstfunctie";"hotel / motel";"Logies";"L";17040;0;0;"POINT(4.941998,52.309477)";"POINT(52.309477,4.941998)";4.941998;52.309477;
11553;"opslag / distributie";0;"0363010001956063";"Hoogoorddreef 69";0;"overige gebruiksfunctie";"opslag / distributie";"Opslag en distributie";"E";6715;0;0;"POINT(4.940345,52.306217)";"POINT(52.306217,4.940345)";4.940345;52.306217;
11554;"kantoorfunctie";0;"0363010001975891";"Hoogoorddreef 7";0;"kantoorfunctie";"";"Kantoren";"K";5383;0;0;"POINT(4.946347,52.308639)";"POINT(52.308639,4.946347)";4.946347;52.308639;
11555;"industriefunctie";0;"0363010001006154";"Hoogoorddreef 70";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";2830;0;0;"POINT(4.939065,52.308109)";"POINT(52.308109,4.939065)";4.939065;52.308109;
11556;"overige gebruiksfunctie";0;"0363010001965354";"Hoogoorddreef 71A";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";339;0;0;"POINT(4.940067,52.306108)";"POINT(52.306108,4.940067)";4.940067;52.306108;
11557;"overige gebruiksfunctie";0;"0363010001965355";"Hoogoorddreef 71B";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";394;0;0;"POINT(4.939892,52.306044)";"POINT(52.306044,4.939892)";4.939892;52.306044;
11558;"industriefunctie";0;"0363010000672755";"Hoogoorddreef 72";0;"industriefunctie";"bedrijf";"Bedrijven";"B";410;0;0;"POINT(4.9375,52.307734)";"POINT(52.307734,4.9375)";4.9375;52.307734;
11559;"overige gebruiksfunctie";0;"0363010001965356";"Hoogoorddreef 73A";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";394;0;0;"POINT(4.939687,52.30599)";"POINT(52.30599,4.939687)";4.939687;52.30599;
11560;"overige gebruiksfunctie";0;"0363010001965357";"Hoogoorddreef 73B";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";395;0;0;"POINT(4.939541,52.305926)";"POINT(52.305926,4.939541)";4.939541;52.305926;
11561;"industriefunctie";0;"0363010000672756";"Hoogoorddreef 74";0;"industriefunctie";"bedrijf";"Bedrijven";"B";410;0;0;"POINT(4.93731,52.30767)";"POINT(52.30767,4.93731)";4.93731;52.30767;
11562;"overige gebruiksfunctie";0;"0363010001167582";"Hoogoorddreef 75";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";107;0;0;"POINT(4.939436,52.306196)";"POINT(52.306196,4.939436)";4.939436;52.306196;
11563;"kantoorfunctie";0;"0363010000672757";"Hoogoorddreef 76";0;"kantoorfunctie";"bedrijf";"Kantoren";"K";510;0;0;"POINT(4.937134,52.307607)";"POINT(52.307607,4.937134)";4.937134;52.307607;
11564;"overige gebruiksfunctie";0;"0363010001167583";"Hoogoorddreef 77";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";87;0;0;"POINT(4.939611,52.30625)";"POINT(52.30625,4.939611)";4.939611;52.30625;
11565;"industriefunctie";0;"0363010000672758";"Hoogoorddreef 78";0;"industriefunctie";"bedrijf";"Bedrijven";"B";510;0;0;"POINT(4.936959,52.307543)";"POINT(52.307543,4.936959)";4.936959;52.307543;
11566;"overige gebruiksfunctie";0;"0363010001167584";"Hoogoorddreef 79";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";177;0;0;"POINT(4.939699,52.306286)";"POINT(52.306286,4.939699)";4.939699;52.306286;
11567;"café / bar / restaurant";0;"0363010003684875";"Hoogoorddreef 7A";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";391;0;0;"POINT(4.946585,52.308281)";"POINT(52.308281,4.946585)";4.946585;52.308281;
11568;"industriefunctie";0;"0363010000672759";"Hoogoorddreef 80";0;"industriefunctie";"bedrijf";"Bedrijven";"B";410;0;0;"POINT(4.936755,52.307471)";"POINT(52.307471,4.936755)";4.936755;52.307471;
11569;"overige gebruiksfunctie";0;"0363010001167585";"Hoogoorddreef 81";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";87;0;0;"POINT(4.939801,52.306323)";"POINT(52.306323,4.939801)";4.939801;52.306323;
11570;"industriefunctie";0;"0363010000672760";"Hoogoorddreef 82";0;"industriefunctie";"bedrijf";"Bedrijven";"B";410;0;0;"POINT(4.936579,52.307425)";"POINT(52.307425,4.936579)";4.936579;52.307425;
11571;"overige gebruiksfunctie";0;"0363010001167586";"Hoogoorddreef 83";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";107;0;0;"POINT(4.939947,52.306368)";"POINT(52.306368,4.939947)";4.939947;52.306368;
11572;"industriefunctie";0;"0363010000672761";"Hoogoorddreef 84";0;"industriefunctie";"bedrijf";"Bedrijven";"B";410;0;0;"POINT(4.936389,52.307352)";"POINT(52.307352,4.936389)";4.936389;52.307352;
11573;"overige gebruiksfunctie";0;"0363010001167587";"Hoogoorddreef 85";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";93;0;0;"POINT(4.939888,52.306431)";"POINT(52.306431,4.939888)";4.939888;52.306431;
11574;"industriefunctie";0;"0363010000672762";"Hoogoorddreef 86";0;"industriefunctie";"bedrijf";"Bedrijven";"B";410;0;0;"POINT(4.936214,52.307289)";"POINT(52.307289,4.936214)";4.936214;52.307289;
11575;"overige gebruiksfunctie";0;"0363010001167588";"Hoogoorddreef 87";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";107;0;0;"POINT(4.939844,52.306494)";"POINT(52.306494,4.939844)";4.939844;52.306494;
11576;"industriefunctie";0;"0363010000672763";"Hoogoorddreef 88";0;"industriefunctie";"bedrijf";"Bedrijven";"B";410;0;0;"POINT(4.936024,52.307225)";"POINT(52.307225,4.936024)";4.936024;52.307225;
11577;"overige gebruiksfunctie";0;"0363010001167589";"Hoogoorddreef 89";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";87;0;0;"POINT(4.939683,52.306439)";"POINT(52.306439,4.939683)";4.939683;52.306439;
11578;"kantoor in bedrijfsverzamelgebouw";0;"0363010001975894";"Hoogoorddreef 9";0;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";0;0;0;"POINT(4.94552,52.309238)";"POINT(52.309238,4.94552)";4.94552;52.309238;
11579;"industriefunctie";0;"0363010012087334";"Hoogoorddreef 90";0;"industriefunctie";"bedrijf";"Bedrijven";"B";410;0;0;"POINT(4.935805,52.307152)";"POINT(52.307152,4.935805)";4.935805;52.307152;
11580;"overige gebruiksfunctie";0;"0363010001167590";"Hoogoorddreef 91";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";87;0;0;"POINT(4.93958,52.306412)";"POINT(52.306412,4.93958)";4.93958;52.306412;
11581;"industriefunctie";0;"0363010012087335";"Hoogoorddreef 92";0;"industriefunctie";"bedrijf";"Bedrijven";"B";410;0;0;"POINT(4.935659,52.307098)";"POINT(52.307098,4.935659)";4.935659;52.307098;
11582;"overige gebruiksfunctie";0;"0363010001167591";"Hoogoorddreef 93";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";87;0;0;"POINT(4.939478,52.306384)";"POINT(52.306384,4.939478)";4.939478;52.306384;
11583;"overige gebruiksfunctie";0;"0363010001167592";"Hoogoorddreef 95";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";107;0;0;"POINT(4.939361,52.30633)";"POINT(52.30633,4.939361)";4.939361;52.30633;
11584;"overige gebruiksfunctie";0;"0363010001167593";"Hoogoorddreef 97";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";93;0;0;"POINT(4.939391,52.306258)";"POINT(52.306258,4.939391)";4.939391;52.306258;
11585;"overige gebruiksfunctie";0;"0363010001167594";"Hoogoorddreef 99";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";107;0;0;"POINT(4.939139,52.306545)";"POINT(52.306545,4.939139)";4.939139;52.306545;
11586;"kantoor in bedrijfsverzamelgebouw";0;"0363010001975892";"Hoogoorddreef 9A";0;"bijeenkomstfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";167;0;0;"POINT(4.945735,52.309697)";"POINT(52.309697,4.945735)";4.945735;52.309697;
11587;"kantoor in bedrijfsverzamelgebouw";0;"0363010001975895";"Hoogoorddreef 9B";0;"sportfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";213;0;0;"POINT(4.945442,52.309678)";"POINT(52.309678,4.945442)";4.945442;52.309678;
11588;"kantoor in bedrijfsverzamelgebouw";0;"0363010001975893";"Hoogoorddreef 9C";0;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";173;0;0;"POINT(4.945927,52.309581)";"POINT(52.309581,4.945927)";4.945927;52.309581;
11589;"kantoor in bedrijfsverzamelgebouw";0;"0363010001975896";"Hoogoorddreef 9D";0;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";138;0;0;"POINT(4.945912,52.309599)";"POINT(52.309599,4.945912)";4.945912;52.309599;
11590;"winkelfunctie";0;"0363010001166027";"Hoogoordplein 1";0;"winkelfunctie";"";"Detailhandel";"D";117;0;0;"POINT(4.947341,52.311941)";"POINT(52.311941,4.947341)";4.947341;52.311941;
11591;"overig sport en recreatie";0;"0363010012068163";"Hoogoordplein 7";0;"sportfunctie";"overig sport en recreatie";"Sport en recreatie";"S";1415;0;0;"POINT(4.947875,52.311332)";"POINT(52.311332,4.947875)";4.947875;52.311332;
11592;"industriefunctie";0;"0363010000842083";"Hoogte Kadijk 11";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";125;0;0;"POINT(4.913552,52.370051)";"POINT(52.370051,4.913552)";4.913552;52.370051;
11593;"kantoor";0;"0363010011290344";"Hoogte Kadijk 143C";0;"kantoorfunctie";"kantoor";"Kantoren";"K";248;0;0;"POINT(4.91868,52.368256)";"POINT(52.368256,4.91868)";4.91868;52.368256;
11594;"kantoor";0;"0363010011290345";"Hoogte Kadijk 143D";2;"kantoorfunctie";"kantoor";"Kantoren";"K";496;0;0;"POINT(4.918695,52.368265)";"POINT(52.368265,4.918695)";4.918695;52.368265;
11595;"kantoor";0;"0363010000991341";"Hoogte Kadijk 143F/1";16;"kantoorfunctie";"kantoor";"Kantoren";"K";3972;0;0;"POINT(4.918883,52.368562)";"POINT(52.368562,4.918883)";4.918883;52.368562;
11596;"kantoor";0;"0363010011290341";"Hoogte Kadijk 145A";0;"industriefunctie";"kantoor";"Kantoren";"K";264;0;0;"POINT(4.918843,52.368202)";"POINT(52.368202,4.918843)";4.918843;52.368202;
11597;"industriefunctie";0;"0363010000984260";"Hoogte Kadijk 145B";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";304;0;0;"POINT(4.919108,52.368105)";"POINT(52.368105,4.919108)";4.919108;52.368105;
11598;"bijeenkomstfunctie";0;"0363010000673108";"Hoogte Kadijk 147";0;"bijeenkomstfunctie";"";"Onduidelijke functie";"Q";1790;0;0;"POINT(4.919638,52.367927)";"POINT(52.367927,4.919638)";4.919638;52.367927;
11599;"kantoor";0;"0363010000842084";"Hoogte Kadijk 15";0;"kantoorfunctie";"kantoor";"Kantoren";"K";105;0;0;"POINT(4.913684,52.370006)";"POINT(52.370006,4.913684)";4.913684;52.370006;
11600;"atelier / werkruimte";0;"0363010000672781";"Hoogte Kadijk 17/H";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";160;0;0;"POINT(4.913817,52.36998)";"POINT(52.36998,4.913817)";4.913817;52.36998;
11601;"kantoor";0;"0363010000631537";"Hoogte Kadijk 179";0;"kantoorfunctie";"kantoor";"Kantoren";"K";4622;0;0;"POINT(4.920905,52.36751)";"POINT(52.36751,4.920905)";4.920905;52.36751;
11602;"kantoor";0;"0363010000758927";"Hoogte Kadijk 185";0;"kantoorfunctie";"kantoor";"Kantoren";"K";183;0;0;"POINT(4.920994,52.367483)";"POINT(52.367483,4.920994)";4.920994;52.367483;
11603;"atelier / werkruimte";0;"0363010000787301";"Hoogte Kadijk 191";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";55;0;0;"POINT(4.92151,52.367296)";"POINT(52.367296,4.92151)";4.92151;52.367296;
11604;"winkel";0;"0363010000787302";"Hoogte Kadijk 193";0;"winkelfunctie";"winkel";"Detailhandel";"D";55;0;0;"POINT(4.921583,52.36727)";"POINT(52.36727,4.921583)";4.921583;52.36727;
11605;"kantoor";0;"0363010000787303";"Hoogte Kadijk 195";0;"kantoorfunctie";"kantoor";"Kantoren";"K";55;0;0;"POINT(4.921701,52.367225)";"POINT(52.367225,4.921701)";4.921701;52.367225;
11606;"atelier / werkruimte";0;"0363010000787304";"Hoogte Kadijk 197";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";55;0;0;"POINT(4.92179,52.367198)";"POINT(52.367198,4.92179)";4.92179;52.367198;
11607;"winkel";0;"0363010000672824";"Hoogte Kadijk 38/H";0;"overige gebruiksfunctie";"winkel";"Detailhandel";"D";110;0;0;"POINT(4.913524,52.369889)";"POINT(52.369889,4.913524)";4.913524;52.369889;
11608;"winkel";0;"0363010000672828";"Hoogte Kadijk 40/H";0;"winkelfunctie";"winkel";"Detailhandel";"D";46;0;0;"POINT(4.913568,52.369871)";"POINT(52.369871,4.913568)";4.913568;52.369871;
11609;"bijeenkomstfunctie";0;"0363010000673181";"Hoogte Kadijk 400";0;"bijeenkomstfunctie";"";"Onduidelijke functie";"Q";17798;0;0;"POINT(4.922058,52.36684)";"POINT(52.36684,4.922058)";4.922058;52.36684;
11610;"kantoor";0;"0363010000968790";"Hoogte Kadijk 51";0;"kantoorfunctie";"kantoor";"Kantoren";"K";160;0;0;"POINT(4.914966,52.369571)";"POINT(52.369571,4.914966)";4.914966;52.369571;
11611;"kantoor";0;"0363010000672871";"Hoogte Kadijk 53";0;"woonfunctie";"kantoor";"Kantoren";"K";82;0;0;"POINT(4.915173,52.3695)";"POINT(52.3695,4.915173)";4.915173;52.3695;
11612;"kantoor";0;"0363010001005591";"Hoogte Kadijk 61/H";0;"kantoorfunctie";"kantoor";"Kantoren";"K";378;0;0;"POINT(4.915939,52.369224)";"POINT(52.369224,4.915939)";4.915939;52.369224;
11613;"kantoor";0;"0363010000965384";"Hoogte Kadijk 65";0;"industriefunctie";"kantoor";"Kantoren";"K";0;0;0;"POINT(4.916028,52.369189)";"POINT(52.369189,4.916028)";4.916028;52.369189;
11614;"kantoor in bedrijfsverzamelgebouw";0;"0363010001172967";"Hoogte Kadijk 71";0;"woonfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";590;0;0;"POINT(4.916926,52.368896)";"POINT(52.368896,4.916926)";4.916926;52.368896;
11615;"kantoor";0;"0363010000725434";"Hoogte Kadijk 74";0;"winkelfunctie";"kantoor";"Kantoren";"K";85;0;0;"POINT(4.914453,52.369542)";"POINT(52.369542,4.914453)";4.914453;52.369542;
11616;"cafetaria / snackbar";0;"0363010000672766";"Hoogte Kadijk 8/O";0;"bijeenkomstfunctie";"cafetaria / snackbar";"Horeca";"H";49;0;0;"POINT(4.912684,52.370164)";"POINT(52.370164,4.912684)";4.912684;52.370164;
11617;"industriefunctie";0;"0363010000965388";"Hoogte Kadijk 89";0;"industriefunctie";"";"Bedrijven";"B";0;0;0;"POINT(4.917413,52.368691)";"POINT(52.368691,4.917413)";4.917413;52.368691;
11618;"kinderdagverblijf";0;"0363010000890298";"Hoptille 180";0;"woonfunctie|onderwijsfunctie";"crèche / peuterspeelzaal";"Onderwijs";"O";132;0;0;"POINT(4.95419,52.308821)";"POINT(52.308821,4.95419)";4.95419;52.308821;
