OBJECTNUMMER;SELECTIE;Nederlandse_naam;Wetenschappelijke_naam;Kademuur;Beschermd;Rode_lijst;Water;Straat;Brugnummer;Aantal_in_2009;Aantal_in_2010;Aantal_in_2011;Aantal_in_2012;Aantal_in_2013;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
442;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Kattensloot";"Jacob Catskade";"";"1";"";"2";"";"14";"POINT(4.8753598,52.380696)";"POINT(52.380696,4.8753598)";4.8753598;52.380696;
443;"NB_824";"Gewone ijzervaren";"Cyrtomium falcatum";"Ja";"";"";"Singelgracht";"(Verlengde) Groenmarktkade";"";"1";"";"1";"";"0 exemplaren";"POINT(4.8755228,52.370381)";"POINT(52.370381,4.8755228)";4.8755228;52.370381;
444;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Singelgracht";"(Verlengde) Groenmarktkade";"";"";"";"";"";"1";"POINT(4.8755529,52.3703543)";"POINT(52.3703543,4.8755529)";4.8755529;52.3703543;
445;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Singelgracht";"Marnixkade";"";"1";"";"";"";"0 exemplaren";"POINT(4.8756311,52.3737952)";"POINT(52.3737952,4.8756311)";4.8756311;52.3737952;
446;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Singelgracht";"Brug Raampoort";"165";"1";"";"";"";"1";"POINT(4.8756602,52.3738333)";"POINT(52.3738333,4.8756602)";4.8756602;52.3738333;
447;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Jacob van Lennepkanaal";"Jacob van Lennepkade";"";"1";"";"";"";"0 exemplaren";"POINT(4.8759091,52.3661582)";"POINT(52.3661582,4.8759091)";4.8759091;52.3661582;
448;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Haarlemmervaart";"Haarlemmerweg";"";"2";"";"";"";"0 exemplaren";"POINT(4.8757012,52.3855445)";"POINT(52.3855445,4.8757012)";4.8757012;52.3855445;
449;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Haarlemmervaart";"Haarlemmerweg";"";"1";"";"2";"";"0 exemplaren";"POINT(4.875716,52.3855445)";"POINT(52.3855445,4.875716)";4.875716;52.3855445;
450;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Jacob van Lennepkanaal";"Jacob van Lennepkade";"";"1";"";"1";"";"0 exemplaren";"POINT(4.8759682,52.3661772)";"POINT(52.3661772,4.8759682)";4.8759682;52.3661772;
451;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Doorvaart";"Doorvaart";"";"";"";"";"";"3";"POINT(4.8760531,52.3702933)";"POINT(52.3702933,4.8760531)";4.8760531;52.3702933;
452;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Kattensloot";"Jacob Catskade";"";"";"";"1";"";"0 exemplaren";"POINT(4.8760631,52.3808638)";"POINT(52.3808638,4.8760631)";4.8760631;52.3808638;
453;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Jacob van Lennepkanaal";"Jacob van Lennepkade";"";"0 exemplaren";"";"11";"";"2";"POINT(4.8763311,52.3665282)";"POINT(52.3665282,4.8763311)";4.8763311;52.3665282;
454;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Jacob van Lennepkanaal";"Jacob van Lennepkade";"";"55";"";"13";"";"7";"POINT(4.8763602,52.3665358)";"POINT(52.3665358,4.8763602)";4.8763602;52.3665358;
455;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Jacob van Lennepkanaal";"Jacob van Lennepkade";"";"1";"";"";"";"0 exemplaren";"POINT(4.876375,52.3665473)";"POINT(52.3665473,4.876375)";4.876375;52.3665473;
456;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Doorvaart";"Doorvaart";"";"14";"";"8";"";"6";"POINT(4.8763311,52.3703581)";"POINT(52.3703581,4.8763311)";4.8763311;52.3703581;
457;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lijnbaansgracht";"Lijnbaansgracht";"";"";"";"1";"";"0 exemplaren";"POINT(4.8763282,52.3718764)";"POINT(52.3718764,4.8763282)";4.8763282;52.3718764;
458;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Jacob van Lennepkanaal";"Jacob van Lennepkade";"";"9";"";"14";"";"2";"POINT(4.8765361,52.366593)";"POINT(52.366593,4.8765361)";4.8765361;52.366593;
459;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Jacob van Lennepkanaal";"Jacob van Lennepkade";"";"";"";"";"";"0 exemplaren";"POINT(4.8765652,52.3666007)";"POINT(52.3666007,4.8765652)";4.8765652;52.3666007;
460;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"1";"";"1";"";"4";"POINT(4.876528,52.3736731)";"POINT(52.3736731,4.876528)";4.876528;52.3736731;
461;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Kattensloot";"Jacob Catskade";"";"";"";"1";"";"0 exemplaren";"POINT(4.8764441,52.380963)";"POINT(52.380963,4.8764441)";4.8764441;52.380963;
462;"BE_1863";"Klein glaskruid";"Parietaria judaica";"Ja";"F2";"";"Doorvaart";"Doorvaart";"";"1";"";"1";"";"0 exemplaren";"POINT(4.8765981,52.3701407)";"POINT(52.3701407,4.8765981)";4.8765981;52.3701407;
463;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Jacob van Lennepkanaal";"Nassaukade";"";"0 exemplaren";"";"1";"";"0 exemplaren";"POINT(4.8767989,52.3666655)";"POINT(52.3666655,4.8767989)";4.8767989;52.3666655;
464;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"";"";"";"";"1";"POINT(4.8769009,52.3706214)";"POINT(52.3706214,4.8769009)";4.8769009;52.3706214;
465;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Kostverlorenvaart";"Wittenkade";"";"";"";"6";"";"5";"POINT(4.8767888,52.3828436)";"POINT(52.3828436,4.8767888)";4.8767888;52.3828436;
466;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"";"";"";"";"9";"POINT(4.8769309,52.3705641)";"POINT(52.3705641,4.8769309)";4.8769309;52.3705641;
467;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Brug Doorvaart";"156";"2";"";"2";"";"1";"POINT(4.8770201,52.3704573)";"POINT(52.3704573,4.8770201)";4.8770201;52.3704573;
468;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lijnbaansgracht";"Brug Doorvaart";"156";"1";"";"";"";"0 exemplaren";"POINT(4.8771088,52.3703429)";"POINT(52.3703429,4.8771088)";4.8771088;52.3703429;
469;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Westerkade";"";"";"";"1";"";"0 exemplaren";"POINT(4.877105,52.3745314)";"POINT(52.3745314,4.877105)";4.877105;52.3745314;
470;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Kostverlorenvaart";"Brug Tweede Nassaukade";"139";"1";"";"";"";"0 exemplaren";"POINT(4.8770368,52.3830229)";"POINT(52.3830229,4.8770368)";4.8770368;52.3830229;
471;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Singelgracht";"Nassaukade";"";"";"";"1";"";"1";"POINT(4.877104,52.3772093)";"POINT(52.3772093,4.877104)";4.877104;52.3772093;
472;"NB_2638";"Moerasvaren";"Thelypteris palustris";"Ja";"";"";"Singelgracht";"Nassaukade";"";"";"";"";"";"2";"POINT(4.877147,52.3772818)";"POINT(52.3772818,4.877147)";4.877147;52.3772818;
473;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Singelgracht";"Nassaukade";"";"";"";"";"";"2";"POINT(4.8771622,52.3773009)";"POINT(52.3773009,4.8771622)";4.8771622;52.3773009;
474;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lijnbaansgracht";"Brug Lauriergracht";"110";"1";"";"2";"";"3";"POINT(4.877269,52.3705412)";"POINT(52.3705412,4.877269)";4.877269;52.3705412;
475;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Singelgracht";"Nassaukade";"";"";"";"1";"";"1";"POINT(4.8772051,52.377381)";"POINT(52.377381,4.8772051)";4.8772051;52.377381;
476;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Westerkade";"";"";"";"1";"";"1";"POINT(4.877322,52.3748747)";"POINT(52.3748747,4.877322)";4.877322;52.3748747;
477;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"1";"";"1";"";"0 exemplaren";"POINT(4.877423,52.3698775)";"POINT(52.3698775,4.877423)";4.877423;52.3698775;
478;"NB_2638";"Moerasvaren";"Thelypteris palustris";"Ja";"";"";"Lauriergracht";"Lauriergracht";"";"";"";"1";"";"0 exemplaren";"POINT(4.8774302,52.3705756)";"POINT(52.3705756,4.8774302)";4.8774302;52.3705756;
479;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Lijnbaansgracht";"Lijnbaansgracht";"";"1";"";"1";"";"0 exemplaren";"POINT(4.8775122,52.3749014)";"POINT(52.3749014,4.8775122)";4.8775122;52.3749014;
480;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Lijnbaansgracht";"Lijnbaansgracht";"";"";"";"1";"";"0 exemplaren";"POINT(4.8775122,52.3749014)";"POINT(52.3749014,4.8775122)";4.8775122;52.3749014;
481;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Kostverlorenvaart";"Wittenkade";"";"";"";"3";"";"0 exemplaren";"POINT(4.8774459,52.3832518)";"POINT(52.3832518,4.8774459)";4.8774459;52.3832518;
482;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"1";"";"1";"";"1";"POINT(4.8777058,52.3694998)";"POINT(52.3694998,4.8777058)";4.8777058;52.3694998;
483;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"1";"";"1";"";"0 exemplaren";"POINT(4.8777058,52.3694922)";"POINT(52.3694922,4.8777058)";4.8777058;52.3694922;
484;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lijnbaansgracht";"Brug Egelantiersgracht";"127";"3";"";"4";"";"2";"POINT(4.8776419,52.3751074)";"POINT(52.3751074,4.8776419)";4.8776419;52.3751074;
485;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"3";"";"4";"";"3";"POINT(4.8777511,52.3694274)";"POINT(52.3694274,4.8777511)";4.8777511;52.3694274;
486;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"";"";"";"";"1";"POINT(4.8778412,52.3692862)";"POINT(52.3692862,4.8778412)";4.8778412;52.3692862;
487;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"";"";"";"";"1";"POINT(4.8778412,52.3692938)";"POINT(52.3692938,4.8778412)";4.8778412;52.3692938;
488;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lijnbaansgracht";"Brug Egelantiersgracht";"127";"4";"";"1";"";"0 exemplaren";"POINT(4.8777869,52.3752791)";"POINT(52.3752791,4.8777869)";4.8777869;52.3752791;
489;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Egelantiersgracht";"Brug Lijnbaansgracht";"127";"";"";"1";"";"0 exemplaren";"POINT(4.8777888,52.3751189)";"POINT(52.3751189,4.8777888)";4.8777888;52.3751189;
490;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Kostverlorenvaart";"De Wittenkade";"";"";"";"";"";"1";"POINT(4.8777082,52.383412)";"POINT(52.383412,4.8777082)";4.8777082;52.383412;
491;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"1";"";"3";"";"0 exemplaren";"POINT(4.8778999,52.3692137)";"POINT(52.3692137,4.8778999)";4.8778999;52.3692137;
492;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"";"";"";"";"1";"POINT(4.8779299,52.369168)";"POINT(52.369168,4.8779299)";4.8779299;52.369168;
493;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lijnbaansgracht";"Lijnbaansgracht";"";"";"";"1";"";"0 exemplaren";"POINT(4.8778732,52.3754851)";"POINT(52.3754851,4.8778732)";4.8778732;52.3754851;
494;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Egelantiersgracht";"Brug Lijnbaansgracht";"127";"1";"";"1";"";"6";"POINT(4.8778899,52.3752638)";"POINT(52.3752638,4.8778899)";4.8778899;52.3752638;
495;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lijnbaansgracht";"Lijnbaansgracht";"";"1";"";"1";"";"1";"POINT(4.8779738,52.3756224)";"POINT(52.3756224,4.8779738)";4.8779738;52.3756224;
496;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"113";"";"110";"";"158";"POINT(4.8780792,52.3689696)";"POINT(52.3689696,4.8780792)";4.8780792;52.3689696;
497;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"1";"";"2";"";"0 exemplaren";"POINT(4.8780801,52.3689543)";"POINT(52.3689543,4.8780801)";4.8780801;52.3689543;
498;"BE_1863";"Klein glaskruid";"Parietaria judaica";"Ja";"F2";"";"Egelantiersgracht";"Egelantiersgracht";"";"1";"";"";"";"0 exemplaren";"POINT(4.8780668,52.3751799)";"POINT(52.3751799,4.8780668)";4.8780668;52.3751799;
499;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Singelgracht";"Brug NieuwePasserderstraat";"170";"1";"";"";"1";"1";"POINT(4.8782699,52.366429)";"POINT(52.366429,4.8782699)";4.8782699;52.366429;
500;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"";"";"";"";"1";"POINT(4.8782742,52.3686759)";"POINT(52.3686759,4.8782742)";4.8782742;52.3686759;
501;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"";"";"1";"";"0 exemplaren";"POINT(4.8783328,52.3686148)";"POINT(52.3686148,4.8783328)";4.8783328;52.3686148;
502;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Marnixstraat";"";"";"";"1";"";"1";"POINT(4.8783781,52.3685423)";"POINT(52.3685423,4.8783781)";4.8783781;52.3685423;
503;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lauriergracht";"Lauriergracht";"";"5";"";"10";"";"10";"POINT(4.878381,52.3708235)";"POINT(52.3708235,4.878381)";4.878381;52.3708235;
504;"BE_2100";"Gele helmbloem";"Pseudofumaria lutea";"Ja";"F2";"";"Egelantiersgracht";"Egelantiersgracht";"";"1";"";"1";"";"1";"POINT(4.8783438,52.3753516)";"POINT(52.3753516,4.8783438)";4.8783438;52.3753516;
505;"BE_625";"Schubvaren";"Ceterach officinarum";"Ja";"F2";"GE";"Kostverlorenvaart";"Wittenkade";"";"";"";"1";"1";"1";"POINT(4.8783061,52.3837935)";"POINT(52.3837935,4.8783061)";4.8783061;52.3837935;
506;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Egelantiersgracht";"Egelantiersgracht";"";"1";"";"2";"";"8";"POINT(4.8784192,52.3752562)";"POINT(52.3752562,4.8784192)";4.8784192;52.3752562;
507;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Singelgracht";"Zaagpoort brug";"161";"";"";"";"";"2";"POINT(4.8784401,52.3785521)";"POINT(52.3785521,4.8784401)";4.8784401;52.3785521;
508;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Singelgracht";"Marnixkade";"";"40";"34";"36";"";"42";"POINT(4.8785551,52.3787352)";"POINT(52.3787352,4.8785551)";4.8785551;52.3787352;
509;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lijnbaansgracht";"Lijnbaansgracht";"";"1";"";"";"";"0 exemplaren";"POINT(4.8786519,52.3766867)";"POINT(52.3766867,4.8786519)";4.8786519;52.3766867;
510;"BE_585";"Stijf hardgras";"Catapodium rigidum";"Ja";"F2";"GE";"Singelgracht";"Leidsekade";"";"0 exemplaren";"";"";"";"";"POINT(4.8787882,52.3661086)";"POINT(52.3661086,4.8787882)";4.8787882;52.3661086;
511;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Lijnbaansgracht";"Westerkade";"";"";"";"1";"";"0 exemplaren";"POINT(4.878721,52.3770911)";"POINT(52.3770911,4.878721)";4.878721;52.3770911;
512;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"IJhaven";"Javakade";"";"16";"30";"36";"37";"44";"POINT(4.9247148,52.3786513)";"POINT(52.3786513,4.9247148)";4.9247148;52.3786513;
513;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"IJhaven";"Javakade";"";"";"1";"3";"2";"14";"POINT(4.9247291,52.3786513)";"POINT(52.3786513,4.9247291)";4.9247291;52.3786513;
514;"NB_2421";"Tripmadam";"Sedum reflexum";"Ja";"";"BE";"Nieuwe Vaart";"Oude spoorbrug";"50";"30";"";"30";"";"0 exemplaren";"POINT(4.924876,52.3673293)";"POINT(52.3673293,4.924876)";4.924876;52.3673293;
515;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"3";"4";"5";"7";"7";"POINT(4.9248631,52.3798758)";"POINT(52.3798758,4.9248631)";4.9248631;52.3798758;
516;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"0 exemplaren";"";"1";"3";"1";"POINT(4.9249222,52.3798682)";"POINT(52.3798682,4.9249222)";4.9249222;52.3798682;
517;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"";"";"";"";"1";"POINT(4.924937,52.3798567)";"POINT(52.3798567,4.924937)";4.924937;52.3798567;
518;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"IJhaven";"Javakade";"";"";"";"1";"1";"4";"POINT(4.9251411,52.3785903)";"POINT(52.3785903,4.9251411)";4.9251411;52.3785903;
519;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Nieuwe Vaart";"Funenkade";"353";"";"";"";"1";"4";"POINT(4.9253929,52.3670432)";"POINT(52.3670432,4.9253929)";4.9253929;52.3670432;
520;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Brantasgracht";"Brantasgracht";"";"";"";"";"1";"0 exemplaren";"POINT(4.9253228,52.3794371)";"POINT(52.3794371,4.9253228)";4.9253228;52.3794371;
521;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Wittenburgervaart";"Windrooskade";"";"0 exemplaren";"";"1";"1";"0 exemplaren";"POINT(4.9254091,52.3725707)";"POINT(52.3725707,4.9254091)";4.9254091;52.3725707;
522;"NB_2421";"Tripmadam";"Sedum reflexum";"Ja";"";"BE";"Wittenburgervaart";"Windrooskade";"";"1";"";"1";"0 exemplaren";"0 exemplaren";"POINT(4.9254091,52.3725783)";"POINT(52.3725783,4.9254091)";4.9254091;52.3725783;
523;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Dijksgracht";"Windrooskade";"";"6";"";"3";"3";"2";"POINT(4.9255602,52.3736235)";"POINT(52.3736235,4.9255602)";4.9255602;52.3736235;
524;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"IJhaven";"Javakade";"";"1";"1";"0 exemplaren";"1";"0 exemplaren";"POINT(4.9255969,52.3785025)";"POINT(52.3785025,4.9255969)";4.9255969;52.3785025;
525;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Nieuwe Vaart";"Funenkade";"353";"";"";"1";"0 exemplaren";"1";"POINT(4.9258792,52.3669554)";"POINT(52.3669554,4.9258792)";4.9258792;52.3669554;
526;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"0 exemplaren";"";"1";"";"4";"POINT(4.9257762,52.3797194)";"POINT(52.3797194,4.9257762)";4.9257762;52.3797194;
527;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"";"";"";"";"1";"POINT(4.92607,52.379666)";"POINT(52.379666,4.92607)";4.92607;52.379666;
528;"BE_2100";"Gele helmbloem";"Pseudofumaria lutea";"Ja";"F2";"";"Dijksgracht=Wittenburgervaart";"Windrooskade";"";"1";"";"";"";"0 exemplaren";"POINT(4.9262688,52.3732039)";"POINT(52.3732039,4.9262688)";4.9262688;52.3732039;
529;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"0 exemplaren";"";"0 exemplaren";"1";"4";"POINT(4.926398,52.3763663)";"POINT(52.3763663,4.926398)";4.926398;52.3763663;
530;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Javakade";"";"1";"2";"2";"2";"2";"POINT(4.926451,52.3783537)";"POINT(52.3783537,4.926451)";4.926451;52.3783537;
531;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"0 exemplaren";"";"0 exemplaren";"1";"0 exemplaren";"POINT(4.926604,52.3763434)";"POINT(52.3763434,4.926604)";4.926604;52.3763434;
532;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Nieuwe Vaart";"Brug Funenkade-Zeeburgerpad";"78";"";"";"1";"1";"1";"POINT(4.9267909,52.3667533)";"POINT(52.3667533,4.9267909)";4.9267909;52.3667533;
533;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"0 exemplaren";"";"0 exemplaren";"1";"1";"POINT(4.9267361,52.3763167)";"POINT(52.3763167,4.9267361)";4.9267361;52.3763167;
534;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"IJhaven";"Javakade";"";"";"";"";"";"2";"POINT(4.92676,52.3783003)";"POINT(52.3783003,4.92676)";4.92676;52.3783003;
535;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Javakade";"";"4";"8";"5";"1";"7";"POINT(4.9269512,52.378266)";"POINT(52.378266,4.9269512)";4.9269512;52.378266;
536;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"IJhaven";"Javakade";"";"6";"14";"25";"23";"45";"POINT(4.9269798,52.378266)";"POINT(52.378266,4.9269798)";4.9269798;52.378266;
537;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Javakade";"";"";"";"";"";"1";"POINT(4.9275391,52.3781706)";"POINT(52.3781706,4.9275391)";4.9275391;52.3781706;
538;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"IJhaven";"Javakade";"";"1";"1";"1";"";"1";"POINT(4.9276278,52.3781516)";"POINT(52.3781516,4.9276278)";4.9276278;52.3781516;
539;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Ringvaart (van de Watergraafsmeer)";"Brug Middenweg";"189";"1";"";"1";"";"1";"POINT(4.9281151,52.3551909)";"POINT(52.3551909,4.9281151)";4.9281151;52.3551909;
540;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Prinsengracht";"Prinsengracht";"";"2";"";"1";"";"1";"POINT(4.8980539,52.3618209)";"POINT(52.3618209,4.8980539)";4.8980539;52.3618209;
541;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Prinsengracht";"Prinsengracht";"";"";"";"1";"";"0 exemplaren";"POINT(4.8980539,52.3618209)";"POINT(52.3618209,4.8980539)";4.8980539;52.3618209;
542;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Herengracht";"Sluis Utrechtsestraat";"34";"";"";"4";"";"9";"POINT(4.8980319,52.3651358)";"POINT(52.3651358,4.8980319)";4.8980319;52.3651358;
543;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Herengracht";"Sluis Utrechtsestraat";"34";"";"";"";"";"1";"POINT(4.8980901,52.3652083)";"POINT(52.3652083,4.8980901)";4.8980901;52.3652083;
544;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Amstel";"Amstel";"";"";"";"1";"";"0 exemplaren";"POINT(4.8981578,52.3670317)";"POINT(52.3670317,4.8981578)";4.8981578;52.3670317;
545;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Groenburgwal";"Groenburgwal";"";"";"";"1";"";"0 exemplaren";"POINT(4.898196,52.3688857)";"POINT(52.3688857,4.898196)";4.898196;52.3688857;
546;"BE_1863";"Klein glaskruid";"Parietaria judaica";"Ja";"F2";"";"Amstelkanaal";"Jozef Israelskade";"";"";"";"";"";"1";"POINT(4.8985102,52.3484046)";"POINT(52.3484046,4.8985102)";4.8985102;52.3484046;
547;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Prinsengracht";"Prinsengracht";"";"1";"";"0 exemplaren";"";"5";"POINT(4.898361,52.3618743)";"POINT(52.3618743,4.898361)";4.898361;52.3618743;
548;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Kloveniersburgwal";"Kloveniersburgwal";"";"";"";"1";"";"0 exemplaren";"POINT(4.8983419,52.3703238)";"POINT(52.3703238,4.8983419)";4.8983419;52.3703238;
549;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Kloveniersburgwal";"Kloveniersburgwal";"";"";"";"";"";"5";"POINT(4.8983562,52.3703314)";"POINT(52.3703314,4.8983562)";4.8983562;52.3703314;
